,Course ID,Course Name,Credit Count,Prerequisites,Course Description,General Education Goal
1617,HP 499,Individual Study,5-Jan,,Topics for reading and/or research in human performance to be arranged between student and faculty. This must be done prior to registration. Humanities HUM 101W Introduction to Humanities and the Search for,
1618,HUM 151,Western Humanities II: da Vinci to the Digital Age,4,,"An introduction to the history of humankind through the lens of the humanities--language and literature, art and architecture, music, philosophy, and religion. Through the study of the humanities, we aim not only to know but also to understand what humans across time have thought about and created from High Renaissance through the 21st century.",{06}
1619,HUM 155,Global Humanities I: Asia & Africa,4,,"An introduction to the cultures and traditions of Asia and Africa through focused interdisciplinary humanities topics--language and literature, art and architecture, music, philosophy, and religion. Through the study of the humanities, we aim not only to know but also to understand how culture has influenced humans to develop and express their ideas, ideals, and their inner selves. May be repeated with different topics. HUM 156 Global Humanities II: The Americas, Australia, &",{06}
1620,HUM 155,Global Humanities I: Asia & Africa,4,,"An introduction to the cultures and traditions of Asia and Africa through focused interdisciplinary humanities topics--language and literature, art and architecture, music, philosophy, and religion. Through the study of the humanities, we aim not only to know but also to understand how culture has influenced humans to develop and express their ideas, ideals, and their inner selves. May be repeated with different topics. HUM 156 Global Humanities II: The Americas, Australia, &",{08}
1621,HUM 250,Perspectives in Humanities,4-Jan,,"Explores the critical analysis of written, visual, and/or musical texts; considers these texts from a variety of cultural and historical contexts; and analyzes issues that engage basic questions of human existence for individuals and societies. May be repeated when topic changes. HUM 250W Explores the critical analysis of written, visual and/or musical texts; considers these texts from a variety of cultural and historical contexts; and analyzes issues that engage basic questions of human existence, for individuals and societies. May be repeated when topic changes.",{06}
1622,HUM 280,Humanities Traditions,4-Jan,,"Historical or cultural periods, beliefs, or movements within the larger Western traditions of Europe and the Americas and the expressions of these traditions through the visual, literary, and performing arts and other forms. May be repeated when topic changes. HUM 280W Historical or cultural periods, beliefs, or movements within the larger Western traditions of Europe and America and the expressions of these traditions through the visual, literary and performing arts and other forms. May be repeated when topic changes. HUM 281W Cultural and artistic traditions of groups that have experienced discrimination or exclusion in U.S. society and how these groups express themselves through the visual, literary and performing arts and other forms. May be repeated when topic changes. HUM 282W Historical or cultural periods, beliefs, or movements of one of more groups outside Europe and America and the expressions of these traditions through the visual, literary and performing arts and other forms. May be repeated when topic changes.","{Purple, 06}"
1623,HUM 350,Reading for Humanities,4-Jan,,Independent reading in the Humanities. Three options: 1) selected readings in Classical Humanities; 2) selected readings in Environmental Humanities; and 3) student-selected readings in Humanities. Requires permission of Humanities Program Director.,
1624,HUM 380,Topics in Humanities,4,HUM 282W,"Topics in Humanities will be a variable-title course that explores special topics in common issues, ideas, and themes that run throughout different cultures and throughout human history. May be repeated with different topics. HUM 450W Intensive study of a topic related to the field of Humanities. Topics vary and engage students in issues of cultural and artistic periods, trends, theories, expression, and/or global or historic connections.",
1625,HUM 490,Senior Capstone Project,4,Admission to college as Humanities Major,"An individual project by Humanities Majors that will demonstrate an ability to use interdisciplinary methods to draw together different areas of study in focusing on a specific topic, problem or concern. Requires approval of the Humanities Director or designated advisor.",
1626,HUM 498,Humanities Internship,4-Jan,"HUM 282W, advanced standing in Humanities and consent",An applied work and learning experience in the field of interdisciplinary Humanities. of instructor.,
1627,HUM 499,Individual Study,4-Jan,Approval of faculty.,Interdisciplinary study in an area for which the student has basic preparation. Integrated Engineering,
1628,IBUS 380,Principles of International Business,3,,"International dimensions of business: global business environment (economic, cultural, legal, political) and international business functions (management, marketing, finance, exporting, importing).",
1629,IBUS 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one summer and an adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information. contract; other prerequisites may also apply.,
1630,IBUS 419,(3.00) International Business Seminar,3,IBUS 380,"Topics on current developments in international business, technology, and legislation.",
1631,IBUS 428,International Marketing,3,MRKT 210,Managerial approach to marketing decision making in multicultural market situations.,
1632,IBUS 448,International Business Management,3,,"This course examines cross-cultural differences in business practices. Among the topics covered are the differences in management styles, multiculturalism, international negotiations, as well as international human resource issues, social responsibility and ethics in a global context, international labor relations, cultural synergy and multicultural teams.",
1633,IBUS 469,International Business Finance,3,IBUS 380,"International finance functions in a corporation include currency issues, investment, financial markets interacting, raising debt and equity, and export financing.",
1634,IBUS 485,Export Administration,3,IBUS 380,Provides knowledge and documentary skills in managing and implementing the export operations of firms engaged in international trade.,
1635,IBUS 490,International Business Policy and Strategy,3,"IBUS 428, IBUS 448, IBUS 469 (select 2 out of the 3 courses)",A capstone course for students majoring in international business designed to analyze and integrate the various international business management decisions.,
1636,IBUS 492,Study Tour,3-Jan,,"Study tours are led by Minnesota State University, Mankato faculty and provide students with opportunities to visit companies and attend lectures by renowned experts from key sectors of economy, government, and business.",
1637,IBUS 497,Internship,9-Jan,Consent,"Supervised experience in business, industry, state or federal institutions.",
1638,IBUS 498,(1-3) Internship,3-Jan,Consent,"Supervised experience in business, industry, state or federal institutions. Taken for grade only.",
1639,IBUS 499,Individual Study,3-Jan,Consent,Individual study of special topics. International Programs,
1640,IDST 496,Capstone Experience,4-Jan,,The BS in Open Studies and BS in Interdisciplinary Studies culminate in a capstone experience course which students take during their final semester of studies. Students reflect upon their learning to understand how their coursework has prepared them to transition from the academic world into the professional world. This is a variable-credit course that needs and under consultation with their advisor. The workload increases with each credit. The requirements for this course are dependent on academic focus and goals for the future.,
1641,IDST 497,Internship,4-Jan,,Extend coursework into the professional world. Internship must be arranged in consultation with advisor.,
1642,IDST 499,Individual Study,4-Jan,,Individualized learning to be arranged with advisor. International Business,
1643,IEP 010,Beginning Reading and Vocabulary,0,,"In this course, multilingual students in the Intensive English Program develop their reading comprehension and vocabulary at the beginning level by reading a selective range of shorter academic texts from a variety of genres and by applying a variety of reading and vocabularybuilding strategies.",
1644,IEP 011,Beginning Writing,0,,"In this course, multilingual students in the Intensive English Program develop their writing skills at the beginning level by writing sentences and short paragraphs in a range of genres and by applying a variety of writing strategies.",
1645,IEP 012,Beginning Listening and Speaking,0,,"In this course, multilingual students in the Intensive English Program develop their listening and speaking skills at the beginning level by listening to a selective range of short academic texts and other types of audio-visual texts, by participating in short academic and social conversations, and by performing brief oral presentations.",
1646,IEP 013,Beginning Grammar,0,,"In this course, multilingual students in the Intensive English Program develop their grammar skills at the beginning level by understanding how written and spoken grammar at the sentence-level is used in context and how to apply them in written and spoken contexts.",
1647,IEP 014,Beginning Special Topics,0,,"In this course, multilingual students in the Intensive English Program develop in all four skills of listening, speaking, reading, and writing in an integrated manner through a focus on selected interdisciplinary themes and topics. Designed for beginning learners, the course will help students to develop their overall language proficiency.",
1648,IEP 020,Low-Intermediate Reading and Vocabulary,0,,"In this course, multilingual students in the Intensive English Program develop their reading comprehension and vocabulary at the lowintermediate level by reading a selective range of academic texts from a variety of genres and by applying a variety of reading and vocabularybuilding strategies.",
1649,IEP 021,Low-Intermediate Writing,0,,"In this course, multilingual students in the Intensive English Program develop their writing skills at the low-intermediate level by writing paragraphs in a range of genres and by applying a variety of writing strategies.",
1650,IEP 022,Low-Intermediate Listening and Speaking,0,,"In this course, multilingual students in the Intensive English Program develop their listening and speaking skills at the low-intermediate level by listening to a selective range of academic lectures and other types of audio-visual texts, by participating in academic and social conversations, and by performing short oral presentations.",
1651,IEP 023,Low-Intermediate Grammar,0,,"In this course, multilingual students in the Intensive English Program develop their grammar skills at the low-intermediate level by understanding how written and spoken grammar is used in context and how to apply them in written and spoken contexts.",
1652,IEP 024,Low-Intermediate Special Topics,0,,"In this course, multilingual students in the Intensive English Program develop in all four skills of listening, speaking, reading, and writing in an integrated manner through a focus on selected interdisciplinary themes and topics. Designed for low-intermediate level learners, the course will help students to develop their overall language proficiency.",
1653,IEP 030,High-Intermediate Reading and Vocabulary,0,,"In this course, multilingual students in the Intensive English Program develop their reading comprehension and vocabulary at the highintermediate level by reading an extensive range of academic texts from a variety of genres and by applying a variety of reading and vocabularybuilding strategies.",
1654,IEP 031,High-Intermediate Writing,0,,"In this course, multilingual students in the Intensive English Program develop their writing skills at the high-intermediate level by writing paragraphs and short essays in a range of genres and by applying a variety of writing strategies. Grading Method",
1655,IEP 032,High-Intermediate Listening and Speaking,0,,"In this course, multilingual students in the Intensive English Program develop their listening and speaking skills at the high-intermediate level by listening to an extensive range of academic lectures and other types of audio-visual texts, by participating in academic and social conversations, and by performing oral presentations.",
1656,IEP 033,High-Intermediate Grammar,0,,"In this course, multilingual students in the Intensive English Program develop their grammar skills at the high-intermediate level by understanding how written and spoken grammar is used in context and how to apply them in written and spoken contexts. Grading Method",
1657,IEP 034,High-Intermediate Special Topics,0,,"In this course, multilingual students in the Intensive English Program develop in all four skills of listening, speaking, reading, and writing in an integrated manner through a focus on selected interdisciplinary themes and topics. Designed for high-intermediate level learners, the course will help students to develop their overall language proficiency.",
1658,IEP 040,Advanced Reading and Vocabulary,0,,"In this course, multilingual students in the Intensive English Program develop their reading comprehension and vocabulary skills at an advanced level. These skills include reading academic texts from a variety of genres and using a variety of reading and vocabulary-building strategies. The course will help prepare students for regular entrance to the university.",
1659,IEP 041,Advanced Writing,0,,"In this course, multilingual students in the Intensive English Program develop their writing skills at an advanced level. These skills include writing 4-5 paragraph essays, including research essays; writing personal responses to authentic literary texts; and building grammatical competence. The course will help prepare students for regular entrance to the university.",
1660,IEP 042,Advanced Listening and Speaking,0,,"In this course, multilingual students in the Intensive English Program develop their listening and speaking skills at an advanced level. These skills include listening to academic lectures and other forms of multimedia and audio-visual texts, taking notes, participating in small group discussions, interviewing, and practice giving oral presentations. The course will help prepare students for regular entrance to the university.",
1661,IEP 043,Advanced Grammar,0,,"In this course, multilingual students in the Intensive English Program develop their grammar skills at the advanced level by understanding how written and spoken grammar is used in context and how to apply them.",
1662,IEP 044,Advanced Special Topics,0,,"In this course, multilingual students in the Intensive English Program develop in all four skills of listening, speaking, reading, and writing in an integrated manner through a focus on selected interdisciplinary themes and topics. Designed for advanced level learners, the course will help prepare students for regular entrance to the university. Interdisciplinary Studies",
1663,IPO 101,International Programs,18-Jan,,For students participating in semester-long international study programs. Location can vary by student. Management,
1664,ISAT 480,Capstone Proposal,4-Jan,"ISAT 302, Admission to ISAT program.","Capstone project ideation, research, and proposal development. Projects are undertaken in mixed groups across disciplines: communications, science, and technology, who work together to propose and complete a project. Student groups determine project topic based on interest and expertise. The nan be six nan",
1665,ISAT 490,Capstone Experience,4-Jan,"ISAT 302, Admission to ISAT program.","Capstone project execution and completion. Projects are undertaken in mixed groups across disciplines, communications, science, and technology, who work together to complete a project. Student groups determine project topic based on interest and expertise. The total combined credits Requires admission to ISAT program. Student and faculty agree upon a specific unit of study. Student presents unit to faculty member for evaluation. Intensive English Program",
1666,KSP 106,Education & Culture in the United States,1,International Student,Course gives students new to this country and to the U.S. higher education a broad overview of the U.S. educational system and provides a forum for discussion and comparison of customs and beliefs as they affect relationships among students and professors.,
1667,KSP 150,Exploring Careers in Education,3,,"In order to explore careers in education, students will have the opportunity to identify and investigate issues of social justice in education and build skills of an educator through experiential learning in schools. Student will engage in a hands-on, interactive exploration and investigation into the complex roles of race, culture, and identity in education.",{Gold}
1668,KSP 150,Exploring Careers in Education,3,,"In order to explore careers in education, students will have the opportunity to identify and investigate issues of social justice in education and build skills of an educator through experiential learning in schools. Student will engage in a hands-on, interactive exploration and investigation into the complex roles of race, culture, and identity in education.","{Gold, 02}"
1669,KSP 200,Critical Issues in Public Education,3,,"This course will engage students in an in-depth exploration of how the challenges and demands imposed by an ever evolving diverse, legalistic, politically minded, and technologically driven society impact public education in America today. Students will research central issues and critically analyze to foster ethical and civil responsible decision making. Fall, Spring, Summer",{Gold}
1670,KSP 200,Critical Issues in Public Education,3,,"This course will engage students in an in-depth exploration of how the challenges and demands imposed by an ever evolving diverse, legalistic, politically minded, and technologically driven society impact public education in America today. Students will research central issues and critically analyze to foster ethical and civil responsible decision making. Fall, Spring, Summer","{Gold, 02}"
1671,KSP 200,Critical Issues in Public Education,3,,"This course will engage students in an in-depth exploration of how the challenges and demands imposed by an ever evolving diverse, legalistic, politically minded, and technologically driven society impact public education in America today. Students will research central issues and critically analyze to foster ethical and civil responsible decision making. Fall, Spring, Summer","{Gold, 09}"
1672,KSP 202,Technology Integration in the Classroom,1,,"Teacher candidates will develop skills to access information and integrate technology to improve learning for PK-12 students. Teacher candidates research, select, and evaluate information about diverse populations to design classroom applications using a wide variety of instructional technology. KSP 220W Study of interpersonal skills, motivation, and group skills. Applied to educational settings. There will be 30 hours of field experience outside of class (collaborative for",{Gold}
1673,KSP 222,Introduction to the Learner and Learning,2,,"Teacher candidates develop understanding of cognitive, language, personal and social development for implications on teaching in the inclusive classroom. Dispositions and skills will be developed for recognizing and accommodating exceptionality in student learning. Corequisites: KSP 220W, KSP 222",
1674,KSP 235,Human Development,3,,"Designed for non-teacher education students, this is a general education course considering human development from a life span perspective.",{05}
1675,KSP 330,Planning and Instruction in the Classroom,3,,"The course is designed to guide K-12 and 5-12 teacher candidates through the design, implementation, and assessment of a standardsbased curriculum. Candidates will analyze standards, create assessments, and design and delivery of instruction in a field-site.",
1676,KSP 334,Assessment & Evaluation,3,,"Course content addresses formal and informal, standardized evaluation of learner achievement in the classroom and programmatic evaluation. Assigned projects will accommodate the student’s present/future professional career track. KSP 440 Creating Learning Environments to Engage Children, Families, and Teacher candidates will further develop processes for creating and sustaining a classroom learning environment that enables success for all learners, including interacting with diverse families, school colleagues, and representatives from community agencies to support student engagement and learning. Corequisites: KSP 440, KSP 442 KSP 442 Reading, Literacy, and Differentiated Instruction in Inclusive",
1677,KSP 450,Human Relations in a Multicultural Society,3,,"Study of interpersonal skills. Motivation, and group skills. Applied to educational settings. Required 18 hours clinical service-learning experience (out-of-class). Meets State of Minnesota human relations requirement for teacher licensure. Graduate students will have additional course requirements.",
1678,KSP 464,Professional Seminar,1,,"Content focus is on professional rights, responsibilities, and development; student rights and responsibilities; and legal issues regarding data privacy and confidentiality. Skills of professional development, inquiry, reflection, coaching, and collaboration will be developed, practiced, and monitored.",
1679,KSP 476,K-12 Student Teaching,11,Admission to student teaching.,Student teaching in the K-12 schools including weekly seminar for K-12 majors. Corequisites: KSP 475,
1680,KSP 477,5-12 Student Teaching,11,admission to student teaching.,Student teaching in the secondary school including weekly seminar for 5-12 majors. Prereq: KSP 420,
1681,KSP 480,Seminar,3-Jan,,In depth study and narrow focus on an educational topic. Students do extended research outside of class and defend their research in class. Graduate students will have additional course requirements.,
1682,KSP 482,(3-6) Enrichment Experience Secondary,6-Jan,,Student teaching projects determined jointly between student and advisor. Corequisites:,
1683,KSP 489,Selected Topics,3-Jan,,Specific focus on an educational topic that may be taught as a regular curse such as: Topic: Web Resources for the Classroom (usually a group requests a specific topic.) Graduate students will have additional course requirements.,
1684,KSP 490,Workshop,6-Jan,,Specific focus on an educational topic that is conducted for a special group. Graduate students will have additional course requirements.,
1685,KSP 491,In-Service,4-Jan,,Specific course designed to meet changing educational trends. Graduate students will have additional course requirements.,
1686,KSP 497,Internship,8-Jan,,On-the-job training. Work is jointly supervised by the academic unit and the cooperating institution.,
1687,KSP 499,Individual Study,6-Jan,,"Electrical Engineering EE 100 Explorations in Engineering 1 credit This course offers an introduction to the various disciplines of engineering and their relationship to the principles of physics and mathematics. Students are prepared for academic success and the transition into an engineering program. EE 105 Introduction to Electrical and Computer Engineering and Technology 1 credit To prepare students for engineering and technology education and profession through interactions with upper-class students, graduate students and practitioners from academia and industry; to prepare students for a career in electrical and computer engineering and technology. EE 106 Fundamental Digital System Design for Electrical and",
1688,MATH 094,Essential Mathematics with Elementary Algebra,4,,"Basic mathematics skills integrating the fundamental operations of whole numbers, integers, fractions, decimals, percents, ratio and proportion with the elementary algebra topics of linear equations and inequalities, graphs, exponents, polynomials and factoring. Credit does not apply toward graduation. P/N only.",
1689,MATH 098,Intermediate Algebra,4,,"Topics covered include intermediate study of graphs, systems of linear equations, introduction to functions, linear and nonlinear inequalities, factoring, rational expressions and equations, radicals, and basic quadratic equations. Credit does not apply toward graduation. P/ N only. MATH 105 Precalculus Corequisite 1 credit This is a corequisite course for Math 115 Precalculus. Students who do not meet the required prerequisite for Math 115 can take Math 115 concurrently by taking this course which consists of practice sessions that will help students with less mathematical background to catch up with material in Math 115. This course will cover the foundational material to be used in Calculus. Topics will include functions, graphs of elementary functions, systems of equations and inequalities, matrices, trigonometric functions, vectors and complex numbers. Corequisites:",
1690,MATH 110,Perspectives in Mathematics,3,Three years high school algebra/geometry or MATH 098,"A survey of mathematics and its relationship to society, showing its development and evolution to meet the needs of mankind.",{04}
1691,MATH 112,College Algebra,4,"Satisfy Placement Table in this section, or MATH 098 with","Concepts of algebra (real numbers, exponents, polynomials, rational expressions), equations and inequalities, functions and graphs, polynomial and rational functions, exponential and logarithmic functions, systems of equations and inequalities, matrices and determinants, conic sections, sequences and series, probability, and binomial theorem. grade of P.",{04}
1692,MATH 113,Trigonometry,3,"Satisfy Placement Table in this section, or MATH 112 with","Basic concepts of trigonometry as preparation for college level mathematics and science course work. Topics include concepts of algebra (real numbers, functions, graphs of functions, exponential and logarithmic functions), trigonometric functions, analytic trigonometry, applications of trigonometry, and analytic geometry. “C” (2.0) or better.",{04}
1693,MATH 115,Precalculus Mathematics,4,"Satisfy Math Placement Table in this section, or grade of P in","This course will cover topics of precalculus mathematics. Topics covered will include functions, graphs of functions, exponential and logarithmic functions, conic sections, systems of equations and inequalities, matrices, trigonometric functions, circular functions, vectors and complex numbers, induction, series and probability.",{04}
1694,MATH 121,Calculus I,4,"Satisfy Placement Table in this section, MATH 115 or both","Limits, continuity, the derivative and applications, transcendental functions, L’Hopital’s Rule, and development of the Riemann integral. MATH 112 and",{04}
1695,MATH 122,Calculus II,4,MATH 121 with “C” (2.0) or better or consent,"Techniques of integration, applications of integration, improper integrals, numerical integration, the calculus of parametric curves, and infinite series and sequences. MATH 127 Calculus II for Engineering Technology:",
1696,MATH 130,Finite Mathematics and Introductory Calculus,4,"Satisfy Placement Table in this section, or grade of “C” (2.0)","This course develops concepts and skills in algebra and introductory calculus needed to model applications in business, economics, social sciences and life sciences, using polynomials, exponentials, logarithms, linear systems, linear programming, sequences, series, derivatives and integrals. or better in either MATH 112 or",{04}
1697,MATH 180,Mathematics for Computer Science,4,"MATH 112 or equivalent, with “C” (2.0) or better, or consent","This course is an introduction to the mathematical concepts needed in computer science, including sets, logic, representations of numbers, counting techniques, discrete functions, matrices, trees and graphs, and algorithm analysis.",{04}
1698,MATH 181,Intuitive Calculus,3,"Satisfy Placement Table in this section, or Math 112 with “C”",This course presents the concepts of the differential and integral calculus from an intuitive (non-theoretical) point of view. The course emphasis is on the applications of calculus. Credit for both MATH 181 and,{04}
1699,MATH 201,Elements of Mathematics I,3,"Satisfy Placement Table in this section, or Grade of P in","Nature of mathematics from a problem-solving approach using sets, relations, number systems through integers, rational numbers and discrete mathematics. MATH 098 or “C” (2.0) or better in MATH 112 or",{04}
1700,MATH 202,Elements of Mathematics II,3,"MATH 201, with “C” (2.0) or better or consent",A continuation of,
1701,MATH 203,Elements of Math III,3,MATH 202 with “C” (2.0) or better or consent,"Transformational and Euclidean geometry, coordinate geometry and applications of discrete mathematics.",
1702,MATH 223,(4.00) Calculus III,4,"MATH 122 with “C” (2.0) or better, or consent","Surfaces, vector-valued functions, partial differentiation, multiple integration, and vector calculus.",
1703,MATH 247,Linear Algebra I,4,MATH 122 with “C” (2.0) or better or consent,"Matrices, determinants, systems of linear equations, vector spaces, linear transformations, and characteristic value problems.",
1704,MATH 280,Discrete Mathematics for Computer Science I,4,MATH 121 with “C” (2.0) or better or consent.,"This course is an introduction to mathematical concepts needed in computer science, including sets, relations and functions, propositional logic, proof techniques, recurrence relations, graphs and trees, and discrete probability. This course is not intended for students pursuing a degree in mathematics.",
1705,MATH 290,Foundations of Mathematics,4,MATH 122 with “C” (2.0) or better or consent.,"Logic, proof techniques, set theory, relations, functions, cardinality, operations, and an introduction to mathematical structures and number theory.",{02}
1706,MATH 316,Intermediate Analysis,3,MATH 223 and MATH 290 with “C” (2.0) or better or,"Limits, sequences, continuity, and differentiation of a real valued function of a real variable. consent",
1707,MATH 321,Ordinary Differential Equations,4,MATH 122 with “C” (2.0) or better or consent,"This course presents the theory, computations, and applications of first and second order differential equations and two-dimensional systems.",
1708,MATH 332,College Geometry,4,MATH 290 with “C” (2.0) or better or consent,"This course covers several geometric systems including Euclidean, non-Euclidean, transformational and projective. Other topics studied are topological properties and the relationship between coordinate and synthetic geometry.",
1709,MATH 345,Abstract Algebra I,4,MATH 290 with “C” (2.0) or better or consent,"An introduction to the theory of groups and rings; including polynomial rings, homomorphisms, isomorphisms, and concepts of normal subgroups, ideals, quotient groups, and quotient rings.",
1710,MATH 354,Concepts of Probability & Statistics,4,MATH 122 with “C” (2.0) or better or consent,"A calculus-based introduction to probability and statistics. Topics include probability, random variables, probability distributions (discrete and continuous), joint probability distributions (discrete and continuous), statistical inference (both estimation and hypothesis testing), confidence intervals for distribution of parameters and their functions, sample size determinations, analysis of variance, regression, and correlation. This course meets the needs of the practitioner and the person who plans further study in statistics. Same as MATH 354. Fall, Spring, Summer",
1711,MATH 375,Introduction to Discrete Mathematics (4 (credits)),credits),MATH 247 and MATH 290 with grade of “C” (2.0) or higher.,"introduction to the concepts fundamental to the analysis of algorithms and their realization. Topics will include combinatorics, generating functions, recurrence relations, graph theory, and networks.",
1712,MATH 375,Introduction to Discrete Mathematics,4,,,
1713,MATH 380,Discrete Mathematics for Computer Science II,4,MATH 247 and MATH 280 with a grade of “C” (2.0) or better,A continuation of the topics from,
1714,MATH 398,CPT: Co-Operative Experience,0," At least 60 credits earned; in good, standing;, permission; co-op contract; other prerequisites may also apply.",Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one semester and an adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information.,
1715,MATH 402,Introduction to Topology,4,MATH 290 with grade of “C” (2.0) or higher.,"An introduction to topological spaces and their fundamental properties such as compactness, connectedness, separation properties and countability properties. Continuous functions between topological spaces and common examples of topological spaces are also discussed.",
1716,MATH 411,Introduction to Complex Variables,4,MATH 223 and MATH 290 with “C” (2.0) or better or,"Algebra and geometry of complex numbers, analytic functions, power series, Cauchy’s theorem and residue theorem. consent",
1717,MATH 417,Real Analysis I,4,MATH 223 and MATH 290 with “C” (2.0) or better or,"The topology of Euclidean spaces, compact and connectedness, properties of continuous functions, differentiation, basic theory of Riemann-Stieltjes integration and the fundamental theorem of Calculus. consent",
1718,MATH 418,Real Analysis II,3,MATH 417 with “C” (2.0) or better or consent,"A continuation of Math 417. The course may include topics from metric spaces, Riemann-Stieltjes integration, differentiation in Euclidean space, sequences and series of functions, approximation theorems, implicit and inverse function theorems, equicontinuity, and mapping theorems.",
1719,MATH 422,Partial Differential Equations,4,MATH 223 and MATH 321 with “C” (2.0) or better or,"This course presents the theory, computations, and applications of partial differential equations and Fourier series. consent",
1720,MATH 425,Mathematical Modeling,4,MATH 223 and MATH 247 with “C” (2.0) or better or,"This course presents topics from mathematical analysis of both discrete and continuous models taken from problems in the natural sciences, economics and resource management. consent",
1721,MATH 428,Linear Optimization Methods,4,"MATH 122, MATH 247","Simplex method and its variants, duality, sensitivity analysis, interiorpoint methods, quadratic programming and linear complementarity problems. Applications such as classification problems and game theory with linear optimization software.",
1722,MATH 435,Modern Geometry,4,MATH 247 and MATH 290 with grade of “C” (2.0) or higher,Geometry of spaces including Euclidean and non-Euclidean and applications of contemporary geometry. or consent.,
1723,MATH 442,Theory of Numbers,4,MATH 345 with “C” (2.0) or better or consent,"Euclidean algorithm, primes, composites, number theoretic functions, congruencies, Diophantine equations, Euler and Fermat theorems, algebraic number fields.",
1724,MATH 446,Abstract Algebra II,4,MATH 345 with “C” (2.0) or better or consent,A continuation of,
1725,MATH 447,Linear Algebra II,3,MATH 345 with “C” (2.0) or better or consent,"An in-depth study of linear operators and their related spaces, dimension, rank, matrix representation of linear operators, special matrices, determinants, eigenvectors and eigenvalues.",
1726,MATH 455,Theory of Statistics I,4,MATH 223 with “C” (2.0) or better or consent,"A mathematical approach to statistics with derivation of theoretical results and of basic techniques used in applications. Includes probability, continuous probability distributions, multivariate distributions, functions of random variables, central limit theorem and statistical inference. Same as",
1727,MATH 456,Theory of Statistics II,4,MATH 455 / STAT 455 with “C” (2.0) or better or consent,"A mathematical approach to statistics with derivation of theoretical results and of basic techniques used in applications, including sufficient statistics, additional statistical inference, theory of statistical tests, inferences about normal models and nonparametric methods. Same as",
1728,MATH 460,Actuarial Applications in Probability,3,"(MATH 354, STATS 354, MATH 455 or STAT 455) and",This course applies probabilistic methods to problems encountered in actuarial science that prepares students for the Society of Actuaries Exam P/1.,
1729,MATH 461,Mathematical Theory of Interest,4,MATH 122 with C (2.0) or better or consent.,"This course covers all the topics in the mathematical theory of interest of the Society of Actuaries Exam FM/2. Topics include time value of money, measurement of interest, annuities certain, arithmetic and geometric annuities, amortization schedules and sinking fund, bonds and other securities, yield rates, and interest rate immunization.",
1730,MATH 470,Numerical Analysis I,4,"MATH 122, MATH 247 with “C” (2.0) or better or consent","This course provides an introduction to techniques and analysis involved with solving mathematical problems using technology. Topics included are errors in computation, solutions of linear and nonlinear equations, numerical differentiation and integration, and interpolation.",
1731,MATH 471,Numerical Analysis II,4,MATH 470 and MATH 223 with “C” (2.0) or better or,This course is a continuation of,
1732,MATH 475,Advanced Mathematical Software Programming,4,"Math 345 and Math 375 with a “C” (2.0) or better, and senior","Students will learn fundamental concepts of computer programming and write software to implement a variety of mathematical algorithms, manipulate large amounts of data, test conjectures, and make abstract mathematical concepts concrete. Programming concepts include input versus output, data structures, local and global variables, switch statements, iteration, recursion, halting conditions, modularity, debugging, and algorithm analysis. Programming projects may vary with instructor, but could include topics from enumerative combinatorics, graph theory, group theory, linear algebra, and number theory. standing or consent.",
1733,MATH 480,History of Mathematics,3,MATH 345 with “C” (2.0) or better or consent,The development of selected topics from before the Hellenistic time period to the late twentieth century. Familiarity with the content of,
1734,MATH 483,Advanced Viewpoint of 5-8 School Mathematics,3,MATH 290 with “C” (2.0) or better or consent,"Advanced viewpoint of mathematics content and learning theories, teaching strategies, reading strategies, assessments, and planning, teaching and reflecting on grades 5-8 mathematics. Field experiences in grades 5-8 mathematics classroom required.",
1735,MATH 484,Technology in 5-12 School Mathematics,3,MATH 290 with “C” (2.0) or better or consent,"Numerical, verbal, symbolic and graphical representations of quantitative relationships, concatenations in written mathematics, problem solving, dynamic geometry, perspective drawing, parametric equations, geometric probability, transition matrices, statistics and calculus using technology.",
1736,MATH 485,Teaching Secondary School Mathematics,3,MATH 290 with “C” (2.0) or better or consent,"Learning theories, teaching strategies, assessments and planning, teaching and reflecting on secondary (grades 9-12) school mathematics. Field experiences in grades 9-12 mathematics classroom required. MATH 487 Teaching Experiences in Mathematics 1 credit Student will work with an experienced member of the faculty in teaching a college mathematics course.",
1737,MATH 488,Seminar,3-Jan,,A course of study in which a group of students study a topic by examining results through reports and discussions. May be repeated for credit on each new topic.,
1738,MATH 490,Workshop,4-Jan,,A short course devoted to a specific mathematical topic. May be repeated for credit on each new topic.,
1739,MATH 491,In-Service,4-Jan,,A course designed to upgrade the qualifications of persons on-the-job. May be repeated for credit on each new topic.,
