Course Number,Course Name,Credit Count,Prerequisites,Color Group
HUM 498,Humanities Internship,1-4,,
Prerequisites: HUM,"282W, advanced standing in Humanities",and,,
HUM 499,Individual Study,1-4,Approval of faculty.,
ENGR 110,Introduction to Project-based Engineering,3,,
ENGR 240,Linear Circuit Analysis and Design,3,,
Prerequisites: MATH,"122,",PHYS,,
Prerequisites: MATH,"122,",PHYS,,
ENGR 241,Linear Circuit Analysis and Design Laboratory,1,,
laboratory equipment.,Concepts discussed in ENGR 240 will,be,,
laboratory equipment.,Concepts discussed in ENGR 240 will,be,,
ENGR 276,Technical Communication,for,,
ENGR 276,Technical Communication,for,,
credit up,to 3 credits with different forms of,technical,,
credit up,to 3 credits with different forms of,technical,,
ENGR 277,Research Writing for Engineers,1,,
ENGR 277,Research Writing for Engineers,1,,
ENGR 293,MAX Scholar Seminar,1,Recipient of a MAX scholarship or instructor consent,
ENGR 296,Topics in Engineering,1-4,,
Varied topics,in engineering not covered in other 100,or,,
ENGR 299,Bridge to Project-based Engineering,3,Admission to Integrated Engineering major or consent.,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ENGR 300,Introduction to Engineering Design for NonMajors,4,Students must be admitted to the Department of Integrated,
ENGR 300,Introduction to Engineering Design for NonMajors,4,,
ENGR 301,Design I,3,,
ENGR 302,Design II,3,,
ENGR 302,Design II,3,,
ENGR 311W,Professionalism I,3,,
ENGR 312W,Professionalism II,3,,
ENGR 312W,Professionalism II,3,,
ENGR 321,Engineering Core: Statistics,1,"Admission to major, minor or certificate programs.",
ENGR 322,Engineering Core: Programming/Modeling,1,"Admission to major, minor or certificate programs.",
ENGR 331,Mechanical Core: Dynamic Systems,1,Admission to program.,
ENGR 332,Mechanical Core: Fluid Mechanics,1,Admission to program.,
ENGR 333,Mechanical Core: Manufacturing Processes,1,,
"fabrication processes,","such as 3D printing, welding,",injection,Admission to program.,
ENGR 334,Mechanical Core: Material Science,1,Admission to program.,
ENGR 335,Mechanical Core: Mechanics of Materials,1,Admission to program.,
ENGR 336,Mechanical Core: Thermodynamics,1,Admission to program.,
ENGR 341,Electrical Core: AC Circuits,1,Admission to program.,
ENGR 342,Electrical Core: Control Theory,1,Admission to program.,
300 2024-2025,Undergraduate,Catalog,,
ENGR 343,Electrical Core: Digital Logic,1,Admission to program.,
ENGR 344,Electrical Core: Electronics,1,Admission to program.,
ENGR 345,Electrical Core: Instrumentation,1,Admission to program.,
ENGR 346,"Electrical Core: Motors,",Generators,,
ENGR 346,"Electrical Core: Motors,",Generators,Admission to program.,
ENGR 350,Elective Technical Competency,1-2,"Admission to major, minor or certificate programs.",
ENGR 351,Elective Technical Competency,in,,
ENGR 351,Elective Technical Competency,in,"Admission to major, minor or certificate programs.",
ENGR 352,Elective Technical Competency,in,,
ENGR 352,Elective Technical Competency,in,"Admission to major, minor or certificate programs.",
ENGR 353,Elective Technical Competency,in,,
ENGR 353,Elective Technical Competency,in,"Admission to major, minor or certificate programs.",
ENGR 354,Elective Technical Competency in,Programming1-2,"Admission to major, minor or certificate programs.",
ENGR 355,Elective Technical Competency in,Modern,,
ENGR 355,Elective Technical Competency in,Modern,,
ENGR 398,CPT: Co-Operative Experience,0,,
Prerequisites: MATH,223. At least 60 credits earned; in,good,,
ENGR 401,Capstone Design I,3,,
build on,the experience gained in ENGR 301/302 to,bring,,
Prerequisites: ENGR,"302, ENGR 312W. At least 14 credits",earned,,
ENGR 402,Capstone Design II,3,,
Prerequisites: ENGR,"401, ENGR 411W. At least 22 credits",earned,,
ENGR 411W,Professionalism III,3,,
ENGR 411W,Professionalism III,3,,
ENGR 412W,Professionalism IV,3,,
Prerequisites: ENGR,"401,",ENGR,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ENGR 421,Advanced Engineering,Core:,,
ENGR 421,Advanced Engineering,Core:,"Admission to major, minor or certificate programs.",
ENGR 422,Advanced Engineering Core: Entrepreneurship,1,"Admission to major, minor or certificate programs.",
ENGR 431,Mechanical Advanced Competency: Heat,Transfer1,"Admission to major, minor or certificate programs.",
ENGR 432,Mechanical Advanced,Competency:,,
ENGR 432,Mechanical Advanced,Competency:,"Admission to major, minor or certificate programs.",
ENGR 441,Advanced Electrical Core: Electricity &,Magnetism1,"Admission to major, minor or certificate programs.",
ENGR 442,Electrical Advanced Competency:,Signals,,
ENGR 442,Electrical Advanced Competency:,Signals,"Admission to major, minor or certificate programs.",
ENGR 450,Advanced Technical Competency,1-8,"Admission to major, minor or certificate programs and",
ENGR 451,Advanced Technical Competency,in,,
ENGR 451,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 452,Advanced Technical Competency,in,,
ENGR 452,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 453,Advanced Technical Competency,in,,
ENGR 453,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 454,Advanced Technical Competency,in,,
ENGR 454,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 455,Advanced Technical Competency,in,,
ENGR 455,Advanced Technical Competency,in,,
ENGR 456,Advanced Technical Competency,in,,
ENGR 456,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
302 2024-2025,Undergraduate,Catalog,,
ENGR 457,Advanced Technical Competency,in,,
ENGR 457,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 458,Advanced Technical Competency,in,,
ENGR 458,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 459,Advanced Technical Competency,in,,
ENGR 459,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 460,Advanced Technical Competency in Materials,Science,,
ENGR 460,Advanced Technical Competency in Materials,Science,"Admission to major, minor or certificate programs and",
ENGR 461,Advanced Technical Competency,in,,
ENGR 461,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 462,Advanced Technical Competency,in,,
ENGR 462,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 463,Advanced Technical Competency,in,,
ENGR 463,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 464,Advanced Technical Competency,in,,
ENGR 464,Advanced Technical Competency,in,,
ENGR 465,Advanced Technical Competency,in,,
ENGR 465,Advanced Technical Competency,in,,
ENGR 475,Advanced Technical,Competency,,
ENGR 475,Advanced Technical,Competency,"Admission to major, minor or certificate programs and",
ENGR 476,Advanced Technical,Competency,,
ENGR 476,Advanced Technical,Competency,"In-depth, advanced study of an engineering area related",
ENGR 477,Advanced Technical Competency in,Leadership1-8,"Admission to major, minor or certificate programs and",
ENGR 478,Advanced Technical Competency,in,,
ENGR 478,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ENGR 479,Advanced Technical Competency,in,,
ENGR 479,Advanced Technical Competency,in,"Admission to major, minor or certificate programs and",
ENGR 480,Advanced Technical,Competency,,
ENGR 480,Advanced Technical,Competency,"Admission to major, minor or certificate programs and",
ENGR 492,Seminar,1,,
ENGR 493,MAX Scholar Seminar,1,Recipient of a MAX scholarship or instructor consent.,
ENGR 494,Global Experience in Engineering and,Technology1,,
and after,participation in the international experience (min.,2,,
ENGR 496,Selected Topics in Engineering,1-4,Consent,
ENGR 498,Senior Thesis,3,,
Prerequisites: Senior,standing in program and at least 14 credits,earned,,
ISAT 301,Interdisciplinary Portfolio I,1,,
move through,"the ISAT 301, 302, 401, 402 portfolio","sequence,",,
1-credit course,will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to,ISAT,Admission to ISAT program.,
ISAT 302,Interdisciplinary Portfolio II,1,,
move through,"the ISAT 301, 302, 401, 402 portfolio","sequence,",,
1-credit course,will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to,ISAT,Admission to ISAT program.,
ISAT 401,Interdisciplinary Portfolio III,1,,
move through,"the ISAT 301, 302, 401, 402 portfolio","sequence,",,
1-credit course,will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to,ISAT,Admission to ISAT program.,
ISAT 402,Interdisciplinary Portfolio IV,1,,
move through,"the ISAT 301, 302, 401, 402 portfolio","sequence,",,
1-credit course,will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to,ISAT,Admission to ISAT program.,
ISAT 480,Capstone Proposal,2-4,,
expertise. The,total combined credits for ISAT 480 and ISAT,490,,
Prerequisites: ISAT,"302, Admission to",ISAT,,
ISAT 490,Capstone Experience,2-4,,
combined credits,for ISAT 480 and ISAT 490 should be,six,,
Prerequisites: ISAT,"302, Admission to",ISAT,,
304 2024-2025,Undergraduate,Catalog,,
IEP 010,Beginning Reading and Vocabulary,0,,
IEP 011,Beginning Writing,0,,
IEP 012,Beginning Listening and Speaking,0,,
IEP 013,Beginning Grammar,0,,
IEP 014,Beginning Special Topics,0,,
IEP 020,Low-Intermediate Reading and Vocabulary,0,,
IEP 021,Low-Intermediate Writing,0,,
IEP 022,Low-Intermediate Listening and Speaking,0,,
IEP 023,Low-Intermediate Grammar,0,,
IEP 024,Low-Intermediate Special Topics,0,,
IEP 030,High-Intermediate Reading and Vocabulary,0,,
IEP 031,High-Intermediate Writing,0,,
IEP 032,High-Intermediate Listening and Speaking,0,,
IEP 033,High-Intermediate Grammar,0,,
IEP 034,High-Intermediate Special Topics,0,,
IEP 040,Advanced Reading and Vocabulary,0,,
IEP 041,Advanced Writing,0,,
writing 4-5,"paragraph essays, including research",essays;,,
IEP 042,Advanced Listening and Speaking,0,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
IEP 043,Advanced Grammar,0,,
IEP 044,Advanced Special Topics,0,,
IDST 496,Capstone Experience,1-4,,
course that,can be taken for 1-4 credits depending on,each,,
IDST 497,Internship,1-4,,
IDST 499,Individual Study,1-4,,
IBUS 380,Principles of International Business,3,,
IBUS 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,
IBUS 419,(3.00) International Business Seminar,3,,
IBUS 419,(3.00) International Business Seminar,3,,
IBUS 428,International Marketing,3,,
IBUS 428,International Marketing,3,,
IBUS 448,International Business Management,3,,
IBUS 469,International Business Finance,3,,
IBUS 469,International Business Finance,3,,
IBUS 485,Export Administration,3,,
IBUS 485,Export Administration,3,,
IBUS 490,International Business Policy and Strategy,3,,
Prerequisites: IBUS,"428, IBUS 448, IBUS 469 (select 2 out of the",3,,
IBUS 492,Study Tour,1-3,,
IBUS 497,Internship,1-9,Consent,
IBUS 498,(1-3) Internship,1-3,Consent,
IBUS 499,Individual Study,1-3,Consent,
IPO 101,International Programs,1-18,,
306 2024-2025,Undergraduate,Catalog,,
MGMT 230,Principles of Management,3,,
MGMT 300,Introduction to MIS,3,,
Prerequisites: ISYS,101 or,CIS,,
MGMT 332,Creativity and Innovation,3,,
MGMT 340,Human Resource Management,3,,
MGMT 343,Entrepreneurship: New Venture Initiation,3,,
MGMT 346,Operations Management for the Supply Chain,3,,
MGMT 346,Operations Management for the Supply Chain,3,,
MGMT 360,AgriBusiness in the Modern Economy,3,,
MGMT 380,Human Behavior in Organizations,3,,
MGMT 391,Introduction to Business Professionalism,1,,
MGMT 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,
MGMT 404,Introduction to Business Applications,3,,
MGMT 404,Introduction to Business Applications,3,,
MGMT 441,Staffing,3,,
MGMT 441,Staffing,3,,
MGMT 442,Compensation Management,3,,
MGMT 442,Compensation Management,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
MGMT 443,Entrepreneurship: New Venture Growth,3,,
MGMT 445,Training & Development,3,,
MGMT 445,Training & Development,3,,
MGMT 447,Management: Special Topics,3,,
MGMT 447,Management: Special Topics,3,,
MGMT 449,Quality Management,3,,
Prerequisites: ECON,207,or,,
MGMT 453,Entrepreneurship Seminar,1,,
MGMT 459,Management Information Systems,3,,
Prerequisites: MGMT,"230,",MGMT,,
MGMT 472,Project Management,3,,
MGMT 473,Enterprise Resource Planning (ERP),3,,
MGMT 473,Enterprise Resource Planning (ERP),3,,
MGMT 481,Business Policy & Strategy,3,,
MGMT 481,is an integrative course for COB majors. Its emphasis,is,,
Prerequisites: FINA,"362, MRKT 210, MGMT 230,",MGMT,,
MGMT 482,"Business, Society, & Ethics",3,,
MGMT 484,Leadership,3,,
MGMT 486,Strategic Human Resource Management,3,,
MGMT 486,Strategic Human Resource Management,3,,
MGMT 490,Business Professionals,3,,
MGMT 492,BBA Capstone,3,,
course (MGMT,492) and overall BBA program into,the,,
MGMT 496,Internship,4,,
MGMT 497,Internship,3,,
MGMT 498,Internship,3,,
MGMT 499,Individual Study,1-4,,
308 2024-2025,Undergraduate,Catalog,,
MFE 104,Introduction to Manufacturing Engineering,1,,
MFE 142,Introduction to Computer Aided Design,3,,
MFE 275,Manufacturing Processes I,4,,
Prerequisites: MFE,"142. Select One Course: CHEM 191,",CHEM,,
MFE 323,Statics,3,,
Prerequisites: MATH,"121,",PHYS,,
MFE 324,Strength of Materials and Dynamics,4,,
MFE 324,Strength of Materials and Dynamics,4,,
MFE 341,Advanced Computer Aided Design,3,,
MFE 341,Advanced Computer Aided Design,3,,
MFE 347,Manufacturing Automation,4,,
Prerequisites: EET,"113, MFE 142,",MFE,,
MFE 375,Manufacturing Processes II,4,,
MFE 375,Manufacturing Processes II,4,,
MFE 386,Metrology,3,,
Prerequisites: MFE,"142,",STAT,,
MFE 407,Manufacturing Resource Planning & Control,3,,
MFE 423,Industrial Ergonomics,3,,
"systems, methods","Time Measurement MTM 1 & 2,",Maynard,,
"systems, methods","Time Measurement MTM 1 & 2,",Maynard,,
MFE 424,Industrial Safety,2,,
MFE 425,Project Management and Engineering Economy,3,,
MFE 425,Project Management and Engineering Economy,3,,
MFE 426,Logistics and Transportation,3,,
MFE 426,Logistics and Transportation,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
MFE 427,Quality Management Systems,3,,
MFE 427,Quality Management Systems,3,,
MFE 428,Lean Manufacturing,3,,
MFE 448,Computer Integrated Manufacturing,3,,
MFE 448,Computer Integrated Manufacturing,3,,
MFE 455,Project Management and Engineering Economy,II3,,
MFE 455,Project Management and Engineering Economy,II3,,
MFE 488W,Senior Design I,2,,
also prepares,"the student for MFE 489W, Senior Design Project","II,",,
Prerequisites: MFE,"275, MFE 425, and 10 MFE 300/400",level,,
MFE 489W,Senior Design II,2,,
MET 104,Introduction to,Manufacturing,,
MET 104,Introduction to,Manufacturing,,
MET 142,Introduction to Parametric Modeling,3,,
MET 275,Manufacturing Processes I,4,,
Prerequisites: CHEM,104 and,MET,,
MET 323,Statics,3,,
Prerequisites: PHYS,211 and,MATH,,
MET 324,Strength of Materials and Dynamics,4,,
MET 324,Strength of Materials and Dynamics,4,,
MET 341,Advanced Parametric Modeling,3,,
MET 341,Advanced Parametric Modeling,3,,
MET 347,(4.00) Manufacturing Automation,4,,
Prerequisites: EET,"113, MET 275,",MET,,
MET 375,Manufacturing Processes II,4,,
MET 375,Manufacturing Processes II,4,,
310 2024-2025,Undergraduate,Catalog,,
MET 386,Metrology for Engineering Technologist,3,,
Prerequisites: MATH,"121, MET 341, STAT 154. Admission",to,,
MET 398,CPT: Co-Operative Experience,0,,
Prerequisites: MET,104. At least 60 credits earned; in,good,,
MET 407,Manufacturing Resource Planning and Control,3,,
MET 423,Ergonomics & Work Measurement,3,,
MET 423,Ergonomics & Work Measurement,3,,
MET 424,Industrial Safety,2,,
MET 425,Project and Value Management,3,,
MET 425,Project and Value Management,3,,
MET 426,Logistics and Transportation,3,,
MET 426,Logistics and Transportation,3,,
MET 427,Quality Management Systems,3,,
MET 427,Quality Management Systems,3,,
MET 428,Lean Manufacturing,3,,
MET 448,Computer Integrated Manufacturing,3,,
Prerequisites: MET,"347,",PHYS,,
MET 455,Project and Value Management II,3,,
MET 455,Project and Value Management II,3,,
MET 488W,Senior Design Project I,2,,
also prepares,"the student for MET 489W, Senior Design Project","II,",,
Prerequisites: ENG,"271W, MET 275, MET 425, 10 AET or",MET,,
MET 489W,Senior Design Project II,2,,
Prerequisites: MET,"488W,",Permission,,
MET 492,Seminar: Manufacturing,1-4,,
MET 497,Internship: Manufacturing,1-10,,
MET 499,Individual Study,1-4,Permission Required,
MRKT 100,Foundations of Business Concepts,3,,
MRKT 210,Principles of Marketing,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
MRKT 312,Professional Selling,3,,
MRKT 312,Professional Selling,3,,
MRKT 316,Consumer Behavior,3,,
MRKT 317,Product and Pricing Strategy,3,,
MRKT 317,Product and Pricing Strategy,3,,
MRKT 318,Integrated Marketing Communications,3,,
MRKT 318,Integrated Marketing Communications,3,,
MRKT 324,Marketing Research & Analysis,3,,
Prerequisites: MRKT,"210, STAT 154 or",ECON,,
MRKT 341,Supply Chain Management,3,,
MRKT 341,Supply Chain Management,3,,
MRKT 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,
MRKT 413,Business-to-Business Marketing,3,,
MRKT 413,Business-to-Business Marketing,3,,
MRKT 415,Retailing Management,3,,
MRKT 415,Retailing Management,3,,
MRKT 416,Digital Marketing,3,,
MRKT 416,Digital Marketing,3,,
MRKT 420,Sales Management,3,,
MRKT 420,Sales Management,3,,
MRKT 424,Advanced Professional Selling,3,,
Prerequisites: MRKT,"210,",MRKT,,
MRKT 428,International Marketing,3,,
MRKT 428,International Marketing,3,,
MRKT 460,Social Media Marketing,3,,
MRKT 460,Social Media Marketing,3,,
MRKT 480,Seminar,3,,
MRKT 480,Seminar,3,,
MRKT 490,Marketing Management,3,,
Prerequisites: MRKT,"316, MRKT 317, and MRKT 318. MRKT",210,,
MRKT 310.,MRKT 339 or,MRKT,,
MRKT 492,Study Tour,3,,
312 2024-2025,Undergraduate,Catalog,,
MRKT 494,Fair Trade Study Abroad in Belize,3,,
business principles.,Students will spend 9 days in Belize,and,,Gold
MRKT 496,Professional Sales Internship,3,,
Prerequisites: MRKT,"210,",MRKT,,
MRKT 497,Internship,1-9,,
MRKT 497,Internship,1-9,,
MRKT 498,Internship,3,,
MRKT 498,Internship,3,,
MRKT 499,Individual Study,1-4,Consent,
MATH 092,College Algebra-corequisite,1,,
This is,a corequisite course for Math 112 College,Algebra.,,
who do,not meet the required prerequisite for Math 112 can,take,,
course simultaneously,with MATH 112 to further develop,the,,
needed for,successful completion of the course. MATH,092,,
needed for,successful completion of the course. MATH,092,,
MATH 094,Essential Mathematics with Elementary,Algebra4,,
MATH 098,Intermediate Algebra,4,,
MATH 105,Precalculus Corequisite,1,,
This is,a corequisite course for Math 115 Precalculus.,Students,,
do not,meet the required prerequisite for Math 115 can take,Math,,
up with,material in Math 115. This course will cover,the,,
up with,material in Math 115. This course will cover,the,,
MATH 110,Perspectives in Mathematics,3,,
Prerequisites: Three,years high school algebra/geometry or,MATH,,
MATH 112,College Algebra,4,,
Prerequisites: Satisfy,"Placement Table in this section, or MATH",098,,
MATH 113,Trigonometry,3,,
Prerequisites: Satisfy,"Placement Table in this section, or MATH",112,,
MATH 115,Precalculus Mathematics,4,"Satisfy Math Placement Table in this section, or grade of P in",
MATH 115,Precalculus Mathematics,4,,
MATH 121,Calculus I,4,,
Prerequisites: Satisfy,"Placement Table in this section, MATH 115",or,,
MATH 112,and MATH 113 with “C” (2.0),or,,
MATH 122,Calculus II,4,,
Prerequisites: MATH,121 with “C” (2.0) or better,or,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
MATH 127,Calculus II for,Engineering,,
MATH 127,Calculus II for,Engineering,,
A continuation,of the study of calculus from MATH,121,,
127 and,MATH 122 is,not,,
Prerequisites: MATH,121 with “C” (2.0) or better,or,,
MATH 130,Finite Mathematics and Introductory Calculus,4,,
Prerequisites: Satisfy,"Placement Table in this section, or grade of",“C”,,
or better,in either MATH 112 or,MATH,,
MATH 170,Introduction to,Mathematical,,
MATH 170,Introduction to,Mathematical,,
MATH 170,Introduction to,Mathematical,,
MATH 180,Mathematics for Computer Science,4,,
Prerequisites: MATH,"112 or equivalent, with “C” (2.0) or better,",or,,
MATH 181,Intuitive Calculus,3,,
on the,applications of calculus. Credit for both MATH 181,and,,
Prerequisites: Satisfy,"Placement Table in this section, or Math 112",with,,
Prerequisites: Satisfy,"Placement Table in this section, or Math 112",with,,
MATH 201,Elements of Mathematics I,3,"Satisfy Placement Table in this section, or Grade of P in",
MATH 098,or “C” (2.0) or better in MATH 112 or,MATH,,
MATH 202,Elements of Mathematics II,3,,
A continuation,"of MATH 201, including rational and",real,,
Prerequisites: MATH,"201, with “C” (2.0) or better",or,,
MATH 203,Elements of Math III,3,,
Prerequisites: MATH,202 with “C” (2.0) or better,or,,
MATH 223,(4.00) Calculus III,4,,
Prerequisites: MATH,"122 with “C” (2.0) or better,",or,,
MATH 247,Linear Algebra I,4,,
Prerequisites: MATH,122 with “C” (2.0) or better,or,,
MATH 280,Discrete Mathematics for Computer Science I,4,,
Prerequisites: MATH,121 with “C” (2.0) or better,or,,
MATH 290,Foundations of Mathematics,4,,
Prerequisites: MATH,122 with “C” (2.0) or better,or,,
MATH 316,Intermediate Analysis,3,,
Prerequisites: MATH,223 and MATH 290 with “C” (2.0) or,better,,
MATH 321,Ordinary Differential Equations,4,,
Prerequisites: MATH,122 with “C” (2.0) or better,or,,
MATH 332,College Geometry,4,,
Prerequisites: MATH,290 with “C” (2.0) or better,or,,
MATH 345,Abstract Algebra I,4,,
Prerequisites: MATH,290 with “C” (2.0) or better,or,,
MATH 354,Concepts of Probability & Statistics,4,,
the person,who plans further study in statistics. Same as,MATH,,
Prerequisites: MATH,122 with “C” (2.0) or better,or,,
314 2024-2025,Undergraduate,Catalog,,
MATH 375,Introduction to Discrete Mathematics,4,,
MATH 375,Introduction to Discrete Mathematics (4,credits),,
Prerequisites: MATH,247 and MATH 290 with grade of “C” (2.0),or,,
MATH 380,Discrete Mathematics for Computer Science II,4,,
A continuation,of the topics from MATH 280. The major focus,of,,
Prerequisites: MATH,247 and MATH 280 with a grade of “C” (2.0),or,,
MATH 398,CPT: Co-Operative Experience,0,,
Prerequisites: At,least 60 credits earned; in good,standing;,,
MATH 402,Introduction to Topology,4,,
Prerequisites: MATH,290 with grade of “C” (2.0),or,,
MATH 411,Introduction to Complex Variables,4,,
Prerequisites: MATH,223 and MATH 290 with “C” (2.0) or,better,,
MATH 417,Real Analysis I,4,,
Prerequisites: MATH,223 and MATH 290 with “C” (2.0) or,better,,
MATH 418,Real Analysis II,3,,
A continuation,of Math 417. The course may include topics,from,,
Prerequisites: MATH,417 with “C” (2.0) or better,or,,
MATH 422,Partial Differential Equations,4,,
Prerequisites: MATH,223 and MATH 321 with “C” (2.0) or,better,,
MATH 425,Mathematical Modeling,4,,
Prerequisites: MATH,223 and MATH 247 with “C” (2.0) or,better,,
MATH 428,Linear Optimization Methods,4,,
Prerequisites: MATH,"122,",MATH,,
MATH 435,Modern Geometry,4,,
Prerequisites: MATH,247 and MATH 290 with grade of “C” (2.0),or,,
MATH 442,Theory of Numbers,4,,
Prerequisites: MATH,345 with “C” (2.0) or better,or,,
MATH 446,Abstract Algebra II,4,,
A continuation,of MATH 345. The course will include,topics,,
Prerequisites: MATH,345 with “C” (2.0) or better,or,,
MATH 447,Linear Algebra II,3,,
Prerequisites: MATH,345 with “C” (2.0) or better,or,,
MATH 455,Theory of Statistics I,4,,
inference. Same,as,STAT,,
Prerequisites: MATH,223 with “C” (2.0) or better,or,,
MATH 456,Theory of Statistics II,4,,
Prerequisites: MATH,455 / STAT 455 with “C” (2.0) or better,or,,
MATH 460,Actuarial Applications in Probability,3,,
MATH 460,Actuarial Applications in Probability,3,,
Prerequisites: (MATH,"354, STATS 354, MATH 455 or STAT",455),,
Prerequisites: (MATH,"354, STATS 354, MATH 455 or STAT",455),,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
MATH 461,Mathematical Theory of Interest,4,,
the Society,of Actuaries Exam FM/2. Topics include time value,of,,
Prerequisites: MATH,122 with C (2.0) or better,or,,
MATH 470,Numerical Analysis I,4,,
Prerequisites: MATH,"122, MATH 247 with “C” (2.0) or better",or,,
MATH 471,Numerical Analysis II,4,,
This course,is a continuation of MATH 470. Topics included,are,,
Prerequisites: MATH,470 and MATH 223 with “C” (2.0) or,better,,
MATH 475,Advanced Mathematical Software,Programming4,,
Prerequisites: Math,"345 and Math 375 with a “C” (2.0) or better,",and,,
MATH 480,History of Mathematics,3,,
MATH 480,History of Mathematics,3,,
Prerequisites: MATH,345 with “C” (2.0) or better,or,,
MATH 483,Advanced Viewpoint of 5-8 School,Mathematics3,,
teaching and,reflecting on grades 5-8 mathematics. Field,experiences,,
grades 5-8,mathematics,classroom,,
Prerequisites: MATH,290 with “C” (2.0) or better,or,,
MATH 484,Technology in 5-12 School Mathematics,3,,
Prerequisites: MATH,290 with “C” (2.0) or better,or,,
MATH 485,Teaching Secondary School Mathematics,3,,
teaching and,reflecting on secondary (grades 9-12),school,,
Field experiences,in grades 9-12 mathematics,classroom,,
Prerequisites: MATH,290 with “C” (2.0) or better,or,,
MATH 487,Teaching Experiences in Mathematics,1,,
MATH 488,Seminar,1-3,,
MATH 490,Workshop,1-4,,
MATH 491,In-Service,1-4,,
MATH 492,Mathematics Capstone Experience,3,,
Prerequisites: Two,"of the following: MATH 316, MATH 321,",MATH,,
MATH 375,and senior standing (or permission of the,instructor).,,
MATH 492W,Mathematics Capstone Experience,3,,
Prerequisites: Two,"of the following: MATH 316, MATH 321,",MATH,,
MATH 375,and senior standing (or permission of the,instructor).,,
MATH 495,Selected Topics,1-4,,
316 2024-2025,Undergraduate,Catalog,,
MATH 498,Internship,1-12,,
MATH 499,Individual Study,1-4,,
ME 100,Explorations in Engineering,1,,
ME 101,Introduction to Engineering – Mechanical,2,,
Prerequisites: ACT,Math Subscore of 23,or,,
ME 102,Introduction to Engineering II,1,,
A continuation,of ME 101 covering historical and,global,,
ME 103,Computer Graphics Communication,1,,
ME 201,Introduction to Problem Solving,and,,
ME 201,Introduction to Problem Solving,and,,
ME 201,Introduction to Problem Solving,and,,
Corequisites: ME,"103,",MATH,,
ME 203,Geometric Dimensioning and Tolerancing,in,,
ME 203,Geometric Dimensioning and Tolerancing,in,,
laboratory component.,Coreq:,ME,,
Prerequisites: ME,"103,",ME,,
ME 212,Statics,3,,
ME 212,Statics,3,,
ME 213,Statics and Dynamics for Electrical Engineers,3,,
This course,consists of two components: 1) Statics,Introduction,,
on structural,"and machine elements, friction, second",moments.,,
ME 214,Dynamics,3,,
ME 214,Dynamics,3,,
ME 223,Mechanics of Materials,3,,
ME 223,Mechanics of Materials,3,,
ME 240,Building Systems Documentation,1,,
Prerequisites: ME,103 or instructor permission or,instructor,,
ME 241,Thermodynamics,3,,
ME 241,Thermodynamics,3,,
ME 281,Computing Techniques for,Mechanical,,
ME 281,Computing Techniques for,Mechanical,,
Prerequisites: MATH,"122,",ME,,
ME 291,Engineering Analysis,3,,
Prerequisites: MATH,"122, PHYS 221. Select one from EE 107,",CIVE,,
Prerequisites: MATH,"122, PHYS 221. Select one from EE 107,",CIVE,,
ME 297,Internship,1-4,,
ME 299,Thermal Analysis,2,,
Prerequisites: PHYS,221 with “C-” (1.67),or,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ME 306,Materials Science,3,,
ME 306,Materials Science,3,,
ME 321,Fluid Mechanics,3,,
Prerequisites: MATH,"223,",ME,,
ME 324,Heat Transfer,3,,
Prerequisites: ME,"241,",ME,,
ME 329,Applied Thermodynamics,3,,
Prerequisites: CHEM,"191,",ME,,
ME 333,Manufacturing Processes,3,,
Prerequisites: ME,"206,",ME,,
ME 336,Mechanical Engineering Experimentation I,2,,
ME 336,Mechanical Engineering Experimentation I,2,,
ME 341,Linear Systems,3,,
