Course Number,Course Name,Credit Count,Prerequisites,Color Group
MATH 484,Technology in 5-12 School Mathematics,3,N/A,N/A
Prerequisites: MATH,290 with “C” (2.0) or better,or,N/A,N/A
MATH 485,Teaching Secondary School Mathematics,3,N/A,N/A
teaching and,reflecting on secondary (grades 9-12),school,N/A,N/A
Field experiences,in grades 9-12 mathematics,classroom,N/A,N/A
Prerequisites: MATH,290 with “C” (2.0) or better,or,N/A,N/A
MATH 487,Teaching Experiences in Mathematics,1,N/A,N/A
MATH 488,Seminar,1-3,N/A,N/A
MATH 490,Workshop,1-4,N/A,N/A
MATH 491,In-Service,1-4,N/A,N/A
MATH 492,Mathematics Capstone Experience,3,N/A,N/A
Prerequisites: Two,"of the following: MATH 316, MATH 321,",MATH,N/A,N/A
MATH 375,and senior standing (or permission of the,instructor).,N/A,N/A
MATH 492W,Mathematics Capstone Experience,3,N/A,N/A
Prerequisites: Two,"of the following: MATH 316, MATH 321,",MATH,N/A,N/A
MATH 375,and senior standing (or permission of the,instructor).,N/A,N/A
MATH 495,Selected Topics,1-4,N/A,N/A
316 2024-2025,Undergraduate,Catalog,N/A,N/A
MATH 498,Internship,1-12,N/A,N/A
MATH 499,Individual Study,1-4,N/A,N/A
ME 100,Explorations in Engineering,1,N/A,N/A
ME 101,Introduction to Engineering – Mechanical,2,N/A,N/A
Prerequisites: ACT,Math Subscore of 23,or,N/A,N/A
ME 102,Introduction to Engineering II,1,N/A,N/A
A continuation,of ME 101 covering historical and,global,N/A,N/A
ME 103,Computer Graphics Communication,1,N/A,N/A
ME 201,Introduction to Problem Solving,and,N/A,N/A
ME 201,Introduction to Problem Solving,and,N/A,N/A
ME 201,Introduction to Problem Solving,and,N/A,N/A
Corequisites: ME,"103,",MATH,N/A,N/A
ME 203,Geometric Dimensioning and Tolerancing,in,N/A,N/A
ME 203,Geometric Dimensioning and Tolerancing,in,N/A,N/A
laboratory component.,Coreq:,ME,N/A,N/A
Prerequisites: ME,"103,",ME,N/A,N/A
ME 212,Statics,3,N/A,N/A
ME 212,Statics,3,N/A,N/A
ME 213,Statics and Dynamics for Electrical Engineers,3,N/A,N/A
This course,consists of two components: 1) Statics,Introduction,N/A,N/A
on structural,"and machine elements, friction, second",moments.,N/A,N/A
ME 214,Dynamics,3,N/A,N/A
ME 214,Dynamics,3,N/A,N/A
ME 223,Mechanics of Materials,3,N/A,N/A
ME 223,Mechanics of Materials,3,N/A,N/A
ME 240,Building Systems Documentation,1,N/A,N/A
Prerequisites: ME,103 or instructor permission or,instructor,N/A,N/A
ME 241,Thermodynamics,3,N/A,N/A
ME 241,Thermodynamics,3,N/A,N/A
ME 281,Computing Techniques for,Mechanical,N/A,N/A
ME 281,Computing Techniques for,Mechanical,N/A,N/A
Prerequisites: MATH,"122,",ME,N/A,N/A
ME 291,Engineering Analysis,3,N/A,N/A
Prerequisites: MATH,"122, PHYS 221. Select one from EE 107,",CIVE,N/A,N/A
Prerequisites: MATH,"122, PHYS 221. Select one from EE 107,",CIVE,N/A,N/A
ME 297,Internship,1-4,N/A,N/A
ME 299,Thermal Analysis,2,N/A,N/A
Prerequisites: PHYS,221 with “C-” (1.67),or,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
ME 306,Materials Science,3,N/A,N/A
ME 306,Materials Science,3,N/A,N/A
ME 321,Fluid Mechanics,3,N/A,N/A
Prerequisites: MATH,"223,",ME,N/A,N/A
ME 324,Heat Transfer,3,N/A,N/A
Prerequisites: ME,"241,",ME,N/A,N/A
ME 329,Applied Thermodynamics,3,N/A,N/A
Prerequisites: CHEM,"191,",ME,N/A,N/A
ME 333,Manufacturing Processes,3,N/A,N/A
Prerequisites: ME,"206,",ME,N/A,N/A
ME 336,Mechanical Engineering Experimentation I,2,N/A,N/A
ME 336,Mechanical Engineering Experimentation I,2,N/A,N/A
ME 341,Linear Systems,3,N/A,N/A
Prerequisites: ME,"201, ME 214, PHYS 222, EE 230, PHYS 232, EE","240,",N/A,N/A
Prerequisites: ME,"201, ME 214, PHYS 222, EE 230, PHYS 232, EE","240,",N/A,N/A
ME 344,Instrumentation,3,N/A,N/A
Prerequisites: ME,"203, ME 214, EE 230,",EE,N/A,N/A
ME 398,CPT: Co-Operative Experience,0,N/A,N/A
Prerequisites: ME,201. At least 60 credits earned; in,good,N/A,N/A
ME 415,Structural Analysis,3,N/A,N/A
Minimum design,loads for buildings using ASCE 7,guidelines,N/A,N/A
Minimum design,loads for buildings using ASCE 7,guidelines,N/A,N/A
ME 416,Thermal/Fluid Systems Design,3,N/A,N/A
Prerequisites: ME,"324,",ME,N/A,N/A
ME 417,Design of Machine Elements,3,N/A,N/A
Prerequisites: ME,"214,",ME,N/A,N/A
ME 418,Mechanical Systems Design,3,N/A,N/A
ME 418,Mechanical Systems Design,3,N/A,N/A
ME 420,Computer Aided Engineering,3,N/A,N/A
Prerequisite: ME,"203, ME 324, ME",417,N/A,N/A
Prerequisites: ME,"203, ME 324,",ME,N/A,N/A
ME 422,Mechanics of Composite Materials,3,N/A,N/A
ME 422,Mechanics of Composite Materials,3,N/A,N/A
318 2024-2025,Undergraduate,Catalog,N/A,N/A
ME 424,Analysis and Design of Heat Transfer Equipment,3,N/A,N/A
ME 424,Analysis and Design of Heat Transfer Equipment,3,N/A,N/A
ME 426,Aerosol Theory and Technology,3,N/A,N/A
ME 428,Design Project I,3,N/A,N/A
to be,completed in ME 438. Prereq: senior standing,in,N/A,N/A
Prerequisites: ME,"324, ME 329, ME 333, ME 336, ME 341,",ME,N/A,N/A
ME 429,Energy Conversion,3,N/A,N/A
Prerequisites: ME,"324,",ME,N/A,N/A
ME 431,Building Information Modeling (BIM),for,N/A,N/A
ME 431,Building Information Modeling (BIM),for,Instructor Permission,N/A
ME 432,HVAC&R Systems and Applications,1,N/A,N/A
Prerequisites: ME,"321, ME 324, ME 329 or",instructor,N/A,N/A
ME 433,Design for Manufacturing and Assembly,3,N/A,N/A
ME 436W,Mechanical Engineering Experimentation II,2,N/A,N/A
Prerequisites: ME,"291, ME 324,",ME,N/A,N/A
ME 438W,Design Project II,3,N/A,N/A
ME 438W,Design Project II,3,N/A,N/A
ME 439,Heating Ventilating and Air Conditioning Design,3,N/A,N/A
Prerequisites: ME,"324,",ME,N/A,N/A
ME 440,Introduction to Computational Fluid Dynamics,3,N/A,N/A
ME 447,Design of Machine Elements II,3,N/A,N/A
ME 447,Design of Machine Elements II,3,N/A,N/A
ME 450,Finite Element Method,3,N/A,N/A
Energy and,"residual methods, 2D and 3D problems in",stress,N/A,N/A
Prerequisites: ME,223 and ME 324 or,instructor,N/A,N/A
ME 463,Automatic Controls,3,N/A,N/A
ME 463,Automatic Controls,3,N/A,N/A
ME 464,Mechatronics,3,N/A,N/A
Prerequisites: ME,"417,",ME,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
ME 466,Mechanical Engineering Experimentation III,2,N/A,N/A
ME 466,Mechanical Engineering Experimentation III,2,N/A,N/A
ME 466W,Mechanical Engineering Experimentation III,2,N/A,N/A
Prerequisites: ME,"344,",ME,N/A,N/A
ME 483,Aircraft Stability and Control,3,N/A,N/A
ME 491,In-Service,1-4,N/A,N/A
ME 492,Mechanical Engineering Seminar,1,Senior standing in Mechanical Engineering,N/A
ME 492,Mechanical Engineering Seminar,1,N/A,N/A
ME 494,Global Experience in Engineering and Technology,1,N/A,N/A
and after,participation in the international experience (min.,2,N/A,N/A
ME 497,Internship,1-6,N/A,N/A
ME 499,Individual Study,1-6,N/A,N/A
MEDT 410,Clinical Hematology I,1-10,N/A,N/A
MEDT 411,Clinical Immunohematology I,1-10,N/A,N/A
MEDT 412,Clinical Immunology I,1-10,N/A,N/A
MEDT 413,Clinical Chemistry I,1-10,N/A,N/A
MEDT 414,Clinical Microbiology I,1-10,N/A,N/A
MEDT 415,Clinical Microscopy I,1-10,N/A,N/A
MEDT 416,Clinical Hematology II,1-10,N/A,N/A
MEDT 417,Clinical Immunohematology II,1-10,N/A,N/A
MEDT 418,Clinical Chemistry II,1-10,N/A,N/A
MEDT 419,Clinical Microbiology II,1-10,N/A,N/A
MEDT 420,Clinical Microscopy II,1-10,N/A,N/A
MEDT 499,Individual Study,1-6,N/A,N/A
MSL 101,Intro to the Army & Critical Thinking,1,N/A,N/A
MSL 102,Intro to the Profession of Arms,1,N/A,N/A
320 2024-2025,Undergraduate,Catalog,N/A,N/A
MSL 150,Leadership Lab,1,N/A,N/A
Corequisites: MSL,"101, MSL 102, MSL 201, MSL 202, MSL 299,",MSL,N/A,N/A
"MSL 302,","MSL 401, MSL 402,",MSL,N/A,N/A
MSL 201,Leadership & Decision Making II,2,N/A,N/A
MSL 202,Army Doctrine & Team Development,2,N/A,N/A
MSL 210,Army Physical Fitness,1,N/A,N/A
Physical Fitness,Test. This class is a pre-requisite for,MSL,N/A,N/A
MSL 212,Leadership and Teamwork,2,N/A,N/A
MSL 252,The Evolution of American Warfare,3,N/A,N/A
MSL 277,Cadet Professional Development Training,(CPDT)3,N/A,N/A
compete for,selection to attend one of 23 separate Army,courses.,Limited to Cadets enrolled in Army ROTC,N/A
MSL 299,Individual Study,1-8,N/A,N/A
MSL 301,Training Management & the Warfighting,Function3,N/A,N/A
MSL 302,Applied Leadership in Small Unit Operations,3,N/A,N/A
Continuation of,MSL,301,N/A,N/A
Continuation of,MSL,301,N/A,N/A
MSL 366,Advanced Camp,3,N/A,N/A
This course,is a rigorous and demanding 35-day internship held,at,Limited to Cadets contracted with the US Army.,N/A
MSL 401,The Army Officer,3,N/A,N/A
our MS,IV cadets who are our educational main effort; MS 401,and,N/A,N/A
officer transition.,In MS 401 Mission Command and ethics,is,N/A,N/A
Prerequisites: MSL,"301,",MSL,N/A,N/A
MSL 402,Company Grade Leadership,3,N/A,N/A
Prerequisites: MSL,"301,",MSL,N/A,N/A
MSL 403,Application of Physical Conditioning,1,N/A,N/A
development and,instruction of underclassmen. MSL,403,N/A,N/A
cardiovascular endurance,and upper and lower body strengths.,MSL,N/A,N/A
cardiovascular endurance,and upper and lower body strengths.,MSL,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
MSL 498,Cultural Understanding and,Language,N/A,N/A
MSL 498,Cultural Understanding and,Language,N/A,N/A
experience to,one of 42 different countries. Internship,will,N/A,N/A
and cultural,skills required to support global operations in,the,N/A,Gold
MSL 499,Individual Study,1-8,N/A,N/A
MUSE 200W,Introduction to Museum Studies,4,N/A,N/A
MUSE 486,Workshop,1-6,N/A,N/A
MUSE 497,Internship,1-6,N/A,N/A
MUSE 499,Individual Study,1-6,N/A,N/A
MUSC 100,Concert Attendance,0,N/A,N/A
MUSC 101,Introduction to Music,3,N/A,N/A
MUSC 102,Pop Music USA: Jazz to Country to Blues,3,N/A,N/A
MUSC 103,Pop Music USA: R & B to MTV,3,N/A,N/A
black Rhythm,"and Blues in the 40’s, and through to",the,N/A,N/A
MUSC 105,Introduction to Music Education,3,N/A,N/A
MUSC 110,Fundamentals of Music,3,N/A,N/A
MUSC 111,Music Theory 1,2,N/A,N/A
MUSC 112,Music Theory 2,2,N/A,N/A
MUSC 112,Music Theory 2,2,N/A,N/A
MUSC 115,Musicianship 1 for BA/BSME,4,N/A,N/A
Part 1,"of a three-course sequence focusing on music theory, sightsinging, ear training, and",piano,N/A,N/A
MUSC 116,Musicianship 2 for BA/BSME,4,N/A,N/A
Part 2,"of a three-course sequence focusing on music theory, sightsinging, ear training, and",piano,N/A,N/A
MUSC 117,Musicianship 3 for BA/BSME,4,N/A,N/A
Part 3,"of a three-course sequence focusing on music theory, sightsinging, ear training, and",piano,N/A,N/A
MUSC 119,Class Piano I,3,N/A,N/A
MUSC 120,Music Money and Success,3,N/A,N/A
A survey,of commercially successful popular music from,roughly,N/A,N/A
MUSC 122,Introduction to the Music Industry,3,N/A,N/A
MUSC 128,"Artistic Enterprise- College,","Careers,",N/A,N/A
MUSC 128,"Artistic Enterprise- College,","Careers,",N/A,N/A
322 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSC 190,Seminar in Music Careers,1,N/A,N/A
MUSC 191,Seminar in Music Industry Careers,1,N/A,N/A
MUSC 199,Admission to Major Interview,0,N/A,N/A
MUSC 209,Music Travel Tour,1-3,N/A,N/A
MUSC 211,Music Theory 3,2,N/A,N/A
MUSC 212,Music Theory 4,2,N/A,N/A
MUSC 215,Musicianship 3,1-2,N/A,N/A
MUSC 216,Musicianship 4,1-2,N/A,N/A
MUSC 217,Jazz Pedagogy and Improvisation,1,N/A,N/A
MUSC 219,Class Piano 2,1,N/A,N/A
A continuation,of MUSC 119 Class Piano 1. Mastery of,skills,N/A,N/A
A continuation,of MUSC 119 Class Piano 1. Mastery of,skills,N/A,N/A
MUSC 220,Piano Proficiency,0,N/A,N/A
MUSC 240,Music Technology,2,N/A,N/A
Technology applications,for the K-12,music,N/A,N/A
MUSC 245,Brass Pedagogy and Techniques,1,N/A,N/A
MUSC 246,String Pedagogy and Techniques,1,N/A,N/A
MUSC 247,Guitar Pedagogy and Techniques,1,N/A,N/A
MUSC 248,Woodwind Pedagogy and Techniques,1,N/A,N/A
MUSC 249,Percussion Pedagogy and Techniques,1,N/A,N/A
MUSC 255,Marching Band Techniques,2,N/A,N/A
MUSC 261,Introduction to Conducting,2,N/A,N/A
This course,is a prerequisite for Choral Musicianship,(MUS,N/A,N/A
MUS 402),and Instrumental Musicianship (MUS,411/MUS,N/A,N/A
MUSC 299,Upper-Level Admission Assessment,0,N/A,N/A
Prior to,"admission to 300- and 400-level classes,",students,N/A,N/A
MUSC 301W,Music History 1,3,N/A,N/A
from prehistory,through 1800. It examines the ways that,culture,N/A,N/A
Prerequisites: ENG,"101,",MUSC,N/A,N/A
MUSC 302W,Music History 2,3,N/A,N/A
Music from,1800 to the present. It examines the ways that,culture,N/A,N/A
Prerequisites: ENG,"101,",MUS,N/A,N/A
MUSC 303,Music Styles for the Music Educator I,3,N/A,N/A
Musical styles,of western culture prior to 1800. There is,a,N/A,N/A
focus on,developing the skills for teaching the content in,K-12,N/A,N/A
Prerequisites: MUS,"231, MUS 232,",ENG,N/A,N/A
MUSC 304,Music Styles after 1800 for the Music Educator,3,N/A,N/A
Musical styles,of western culture after 1800. There is a,particular,N/A,N/A
on developing,the skills for teaching the content in,K-12,N/A,N/A
Prerequisites: MUS,"231, MUS 232,",ENG,N/A,N/A
MUSC 305,Instrumental Pedagogy,3,N/A,N/A
MUSC 307,Music of the World,3,N/A,Gold
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSC 308,Women in Music,3,N/A,N/A
MUSC 309W,Music Travel Tour,3,N/A,N/A
MUSC 309W,Music Travel Tour,3,N/A,N/A
MUSC 315,Instrumental Methods 1,3,N/A,N/A
Part 1,of a three-course sequence in,instrumental,N/A,N/A
MUSC 316,Choral Methods 1,3,N/A,N/A
Part 1,of a three-course sequence in choral music,education,N/A,N/A
MUSC 317,Instrumental Lab Ensemble,3,N/A,N/A
MUSC 318,Choral Lab Ensemble,3,N/A,N/A
MUSC 320W,Musicpreneurship,3,N/A,N/A
MUSC 329,Seminar in Music Industry Careers,1-4,N/A,N/A
MUSC 331,Electronic Orchestration,3,N/A,N/A
MUSC 340,Materials and Methods of Teaching Music,2,N/A,N/A
MUSC 341,General Music K-12,3,N/A,N/A
leading to,licensure to teach General Music K-12. Music,majors,N/A,N/A
MUSC 342,General Music 6-12,2,N/A,N/A
leading to,licensure to teach General Music in,grades,N/A,N/A
MUSC 343,General Music Lab,3,N/A,N/A
MUSC 353,Diction for Singers,2,N/A,N/A
MUSC 402,Music of the Renaissance,3,N/A,N/A
MUSC 402,Music of the Renaissance,3,N/A,N/A
MUSC 403,Music of the Baroque Era,3,N/A,N/A
An intensive,investigation of the music written,from,N/A,N/A
MUSC 404,Music of the Classic Period,3,N/A,N/A
MUSC 405,Music of the 19th Century,3,N/A,N/A
MUSC 406,Music of the Modern Era,3,N/A,N/A
MUSC 406,Music of the Modern Era,3,N/A,N/A
MUSC 411,Form and Analysis,3,N/A,N/A
MUSC 412,Composition,1-3,Consent,N/A
MUSC 414,Arranging (instrumentation/orchestration),3,N/A,N/A
MUSC 415,Choral Arranging,2,N/A,N/A
MUSC 416,Contrapuntal Techniques,3,N/A,N/A
Writing and,"analyzing 2-part, 3-part, and",4-part,N/A,N/A
MUSC 421,Project Development in the Music Industry,3,N/A,N/A
MUSC 430,Music Industry Composition Seminar,1,N/A,N/A
MUSC 431,Film Scoring and Multimedia,3,N/A,N/A
Prerequisites: MUSC,"111,",MUSC,N/A,N/A
MUSC 451,Vocal Literature,2,N/A,N/A
MUSC 452,Vocal Pedagogy and Literature,3,N/A,N/A
MUSC 455,Piano Pedagogy,1,N/A,N/A
MUSC 456,Piano Literature,3,N/A,N/A
324 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSC 465,Choral Methods 2,3,N/A,N/A
Part 2,of a three-course sequence in,instrumental,N/A,N/A
MUSC 466,Choral Methods 3,3,N/A,N/A
Part 3,of a three-course sequence in choral,music,N/A,N/A
MUSC 471,Instrument Literature & Pedagogy,2,N/A,N/A
MUSC 475,Instrument Methods 2,3,N/A,N/A
MUSC 476,Instrumental Methods 3,3,N/A,N/A
Part 3,of a three-course sequence in,instrumental,N/A,N/A
MUSC 482,In-Service,1,N/A,N/A
MUSC 485,Selected Topics,1-4,N/A,N/A
MUSC 489,Workshop,1-4,N/A,N/A
MUSC 498,Internship,1-16,N/A,N/A
MUSC 499,Independent Study,1-4,N/A,N/A
MUSP 101,(0-1) Concert Choir,0-1,N/A,N/A
MUSP 102,University Chorale,0-1,N/A,N/A
MUSP 103,Chamber Singers,0-1,N/A,N/A
A select,group of approximately 20 singers who perform,works,N/A,N/A
MUSP 108,Contemporary Vocal Ensemble,0-1,N/A,N/A
MUSP 111,Music Productions for the Stage and Screen,"0,1",N/A,N/A
MUSP 114,(1.00) Vocal Ensemble,1,N/A,N/A
MUSP 121,Wind Ensemble,0-1,N/A,N/A
MUSP 122,Symphonic Band,0-1,N/A,N/A
MUSP 123,University Orchestra,0-1,N/A,N/A
MUSP 125,Jazz Ensemble,0-1,N/A,N/A
MUSP 126,Contemporary Instrumental Ensemble,0-1,N/A,N/A
MUSP 131,Maverick Machine Athletic Band,0-1,N/A,N/A
MUSP 133,Percussion Ensemble,0-1,N/A,N/A
MUSP 135,Theatre Orchestra,0-1,N/A,N/A
MUSP 139,Instrumental Ensemble,0-1,N/A,N/A
MUSP 150,Studio Class,0,N/A,N/A
MUSP 151,"Private Voice 1 1,",3,Permission of Instructor,N/A
MUSP 152,Introduction to Vocal Studies,1,N/A,N/A
MUSP 154,Private Study Jazz,1,N/A,N/A
MUSP 155,"Private Piano 1 1,",3,Permission of instructor,N/A
MUSP 156,"Private Harpsichord 1 1,",3,Permission of instructor,N/A
MUSP 157,"Private Organ 1 1,",3,Permission of instructor,N/A
MUSP 161,"Private Trumpet 1 1,",3,Permission of instructor,N/A
MUSP 162,"Private Horn 1 1,",3,Permission of instructor,N/A
MUSP 163,"Private Trombone 1 1,",3,Permission of instructor,N/A
MUSP 164,"Private Euphonium 1 1,",3,Permission of instructor,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSP 165,"Private Tuba 1 1,",3,Permission of instructor,N/A
MUSP 171,"Private Violin 1 1,",3,Permission of Instructor,N/A
MUSP 172,"Private Viola 1 1,",3,Permission of Instructor,N/A
MUSP 173,"Private Cello 1 1,",3,Permission of Instructor,N/A
MUSP 174,"Private Double Bass 1 1,",3,Permission of Instructor,N/A
MUSP 176,"Private Classical Guitar 1 1,",3,Permission of Instructor,N/A
MUSP 177,Group Instruction in Guitar,3,N/A,N/A
MUSP 178,"Private Electric Guitar 1 1,",3,Permission of Instructor,N/A
MUSP 179,"Private Electric Bass 1 1,",3,Permission of Instructor,N/A
MUSP 181,"Private Flute 1 1,",3,Permission of instructor,N/A
MUSP 182,"Private Oboe 1 1,",3,Permission of instructor,N/A
MUSP 183,"Private Clarinet 1 1,",3,Permission of instructor,N/A
MUSP 184,"Private Saxophone 1 1,",3,Permission of instructor,N/A
MUSP 185,"Private Bassoon 1 1,",3,Permission of instructor,N/A
MUSP 186,"Private Percussion 1 1,",3,Permission of instructor,N/A
MUSP 190,Private Secondary Instrument,1,N/A,N/A
MUSP 191,"Private Instrument 1 1,",3,Permission of Instructor,N/A
MUSP 201,Concert Choir,0-1,N/A,N/A
MUSP 202,University Chorale,0-1,N/A,N/A
MUSP 203,Chamber Singers,0-1,N/A,N/A
MUSP 208,Contemporary Vocal Ensemble,0-1,N/A,N/A
MUSP 211,Music Productions for the Stage and Screen,0-1,N/A,N/A
MUSP 214,Vocal Ensemble,0-1,N/A,N/A
MUSP 215,Collaborative Piano,1,N/A,N/A
MUSP 221,Wind Ensemble,0-1,N/A,N/A
MUSP 222,Symphonic Band,0-1,N/A,N/A
MUSP 223,University Orchestra,0-1,N/A,N/A
MUSP 225,Jazz Mavericks,0-1,N/A,N/A
MUSP 226,Contemporary Instrumental Ensemble,0-1,N/A,N/A
MUSP 233,Percussion Ensemble,0-1,N/A,N/A
MUSP 235,Theatre Orchestra,0-1,N/A,N/A
MUSP 239,Instrumental Ensemble,0-1,N/A,N/A
MUSP 251,"Private Voice 2 1,",3,N/A,N/A
MUSP 255,"Private Piano 2 1,",3,Permission of Instructor,N/A
MUSP 256,"Private Harpsichord 2 1,",3,Permission of instructor,N/A
326 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSP 257,"Private Organ 2 1,",3,Permission of Instructor,N/A
MUSP 261,"Private Trumpet 2 1,",3,N/A,N/A
MUSP 262,"Private Horn 2 1,",3,Permission of Instructor,N/A
MUSP 263,"Private Trombone 2 1,",3,Permission of Instructor,N/A
MUSP 264,"Private Euphonium 2 1,",3,Permission of Instructor,N/A
MUSP 265,"Private Tuba 2 1,",3,Permission of Instructor,N/A
MUSP 271,"Private Violin 2 1,",3,N/A,N/A
MUSP 272,"Private Viola 2 1,",3,Permission of instructor,N/A
MUSP 273,"Private Cello 2 1,",3,Permission of instructor,N/A
MUSP 274,"Private Double Bass 2 1,",3,Permission of instructor,N/A
MUSP 276,"Private Classical Guitar 2 1,",3,Permission of Instructor,N/A
MUSP 278,"Private Electric Guitar 2 1,",3,Permission of instructor,N/A
MUSP 279,"Private Electric Bass 2 1,",3,Permission of Instructor,N/A
MUSP 281,"Private Flute 2 1,",3,N/A,N/A
MUSP 282,"Private Oboe 2 1,",3,Permission of instructor,N/A
MUSP 283,"Private Clarinet 2 1,",3,Permission of instructor,N/A
MUSP 284,"Private Saxophone 2 1,",3,Permission of instructor,N/A
MUSP 285,"Private Bassoon 2 1,",3,Permission of instructor,N/A
MUSP 286,"Private Percussion 2 1,",3,Permission of instructor,N/A
MUSP 291,"Private Instrument 2 1,",3,Permission of instructor,N/A
MUSP 299,Sophomore Recital/Project,0,Permission of instructor,N/A
MUSP 301,Concert Choir,0-1,N/A,N/A
MUSP 301,Concert Choir,0-1,N/A,N/A
MUSP 302,University Chorale,0-1,N/A,N/A
MUSP 303,Chamber Singers,0-1,N/A,N/A
MUSP 308,Contemporary Vocal Ensemble,0-1,N/A,N/A
MUSP 311,Music Productions for the Stage and Screen,0-1,N/A,N/A
MUSP 314,Vocal Ensemble,0-1,N/A,N/A
MUSP 315,Collaborative Piano,1,N/A,N/A
MUSP 316,Accompanying for Choral,Music,N/A,N/A
MUSP 316,Accompanying for Choral,Music,Permission of instructor,N/A
MUSP 317,Small Vocal Ensemble and Solo Accompanying,1,Permission of instructor,N/A
MUSP 321,Wind Ensemble,0-1,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSP 322,Symphonic Band,0-1,N/A,N/A
MUSP 323,University Orchestra,0-1,N/A,N/A
MUSP 325,Jazz Ensemble,0-1,N/A,N/A
MUSP 326,Contemporary Instrumental Ensemble,0-1,N/A,N/A
MUSP 331,Maverick Machine Athletic Band,0-1,N/A,N/A
MUSP 333,Percussion Ensemble,0-1,N/A,N/A
MUSP 335,Theatre Orchestra,1,N/A,N/A
MUSP 339,Instrumental Ensemble,0-1,N/A,N/A
MUSP 351,"Private Voice 3 1,",3,Permission of Instructor,N/A
MUSP 355,"Private Piano 3 1,",3,Permission of Instructor required.,N/A
MUSP 356,"Private Harpsichord 3 1,",3,Permission of Instructor required.,N/A
MUSP 357,"Private Organ 3 1,",3,Permission of Instructor required.,N/A
MUSP 358,"Private Contemporary Commercial Voice 3 1,",3,N/A,N/A
MUSP 361,"Private Trumpet 3 1,",3,Permission of Instructor,N/A
MUSP 362,"Private Horn 3 1,",3,Permission of Instructor,N/A
MUSP 363,"Private Trombone 3 1,",3,Permission of Instructor,N/A
MUSP 364,"Private Euphonium 3 1,",3,Permission of Instructor,N/A
MUSP 365,"Private Tuba 3 1,",3,Permission of Instructor,N/A
MUSP 371,"Private Violin 3 1,",3,Permission of instructor,N/A
MUSP 372,"Private Viola 3 1,",3,Permission of instructor,N/A
MUSP 373,"Private Cello 3 1,",3,Permission of instructor,N/A
MUSP 374,"Private Double Bass 3 1,",3,Permission of instructor,N/A
MUSP 376,"Private Classical Guitar 3 1,",3,Permission of instructor,N/A
MUSP 378,"Private Electric Guitar 3 1,",3,Permission of instructor,N/A
MUSP 379,"Private Electric Bass 3 1,",3,Permission of instructor,N/A
MUSP 381,"Private Flute 3 1,",3,"Upper-Level Jury, and consent, permission of instructor.",N/A
MUSP 382,"Private Oboe 3 1,",3,Permission of Instructor.,N/A
MUSP 383,"Private Clarinet 3 1,",3,Permission of Instructor.,N/A
MUSP 384,"Private Saxophone 3 1,",3,Permission of Instructor.,N/A
MUSP 385,"Private Bassoon 3 1,",3,Permission of Instructor.,N/A
328 2024-2025,Undergraduate,Catalog,N/A,N/A
MUSP 386,"Private Percussion 3 1,",3,Permission of Instructor.,N/A
MUSP 391,"Private Instrument 3 1,",3,Permission of Instructor required.,N/A
MUSP 399,Junior Recital,0-1,N/A,N/A
MUSP 401,Concert Choir,0-1,Permission of Instructor.,N/A
MUSP 402,University Chorale,1,N/A,N/A
MUSP 403,Chamber Singers,0-1,Permission of Instructor.,N/A
MUSP 408,Contemporary Vocal Ensemble,0-1,N/A,N/A
MUSP 411,Music Productions for the Stage and Screen,0-1,N/A,N/A
MUSP 414,Vocal Ensemble,0-1,Permission of instructor,N/A
MUSP 421,Wind Ensemble,0-1,Permission of instructor,N/A
MUSP 422,Symphonic Band,0-1,N/A,N/A
MUSP 423,University Orchestra,0-1,Permission of instructor,N/A
MUSP 425,Jazz Mavericks,1,Permission of instructor,N/A
MUSP 426,Contemporary Instrumental Ensemble,0-1,Permission of instructor,N/A
MUSP 433,Percussion Ensemble,0-1,Permission of instructor,N/A
MUSP 435,Theatre Orchestra,0-1,Permission of instructor,N/A
MUSP 439,Instrumental Ensemble,0-1,Permission of instructor,N/A
MUSP 451,"Private Voice 4 1,",3,Permission of instructor,N/A
MUSP 455,"Private Piano 4 1,",3,Permission of instructor,N/A
MUSP 456,"Private Harpsichord 4 1,",3,Permission of instructor,N/A
MUSP 457,"Private Organ 4 1,",3,Permission of instructor,N/A
MUSP 458,"Private Contemporary Commercial Voice 4 1,",3,Permission of instructor,N/A
MUSP 461,"Private Trumpet 4 1,",3,Permission of instructor,N/A
MUSP 462,"Private Horn 4 1,",3,Permission of instructor,N/A
MUSP 463,"Private Trombone 4 1,",3,Permission of instructor,N/A
MUSP 464,"Private Euphonium 4 1,",3,Permission of instructor,N/A
MUSP 465,"Private Tuba 4 1,",3,Permission of instructor,N/A
MUSP 471,"Private Violin 4 1,",3,Permission of instructor,N/A
MUSP 472,"Private Viola 4 1,",3,Permission of instructor,N/A
