Course Number,Course Name,Credit Count,Prerequisites/Color Group
EET,310 Programming Tools,4,MATH 180
EET,315 Programmable Instrumentation,3,EE 234 and EE 235 OR EET 254
EET,340 Programmable Hardware Technology,4,EE 234 and EE 235 or EET 254
EET,341 Electronic Shop Practices,2,EET 221
EET,355 Electrical Power Systems,4,"EET 114, MATH 127, PHYS 212"
EET,384 Microprocessors II,4,N/A
EET,393 Practicum,1-4,Permission required.
EET,398 CPT: Co-Operative Experience,0,EET 223. At least 60 credits earned; in good standing;
Prerequisites:,EET 223. At least 60 credits earned; in,good,N/A
EET,430 Computer Networking I,4,"MATH 180, EET 384"
EET,431 Computer Networking II,4,EET 430
EET,441 Embedded Systems,4,"MATH 180, EET 384"
EET,452 Operational Amplifier Applications,3,"MATH 127, EET 223"
EET,455 Power Electronics,3,EET 222
EET,456 Analog Communications,4,EET 223
EET,461 Industrial Automation I,4,"EET 223, EET 384"
EET,462 Industrial Automation II,4,EET 461
EET,486 Digital Communications,3,"STAT 154, EET 456"
EET,487 RF Systems Technology,3,"PHYS 212, EET 223"
EET,491 In-Service,1-4,N/A
EET,492 Integrated Circuit Technology,4,EET 223
EET,497 Internship,1-6,N/A
EET,credits or written permission from,program,N/A
EET,498 Topics,1-4,to be determined by course topic
EET,499 Individual Study,1-4,N/A
ELE,215 Introduction to Education and Instruction,4,N/A
ELE,222W Human Relations in a Multicultural Society,4,Gold
ELE,240 Research,1-4,N/A
ELE,310 Philosophy & Practices in the Middle School,3,N/A
ELE,402 Introduction to Teaching Multilingual Children,3,N/A
Experience,,4,Admission to Professional Education and the Elementary
Grades,,4,Admission into Professional Education and the Elementary
Elementary,School,4,Admission into Professional Education and the Elementary
ELE,413 Understanding the Needs of Individual Students,4,Admission into Professional Education and the Elementary
Elem,Curriculum,4,Admission into Professional Education and the Elementary
Elementary,Classroom,4,Admission into Professional Education and the Elementary
Classroom,,4,Admission into Professional Education and the Elementary
ELE,428 Teaching Reading and Writing in the Content,Areas3,N/A
Curriculum,,4,N/A
Development,,4,N/A
ELE,436 Engineering for Elementary Teachers,2,N/A
ELE,440 Student Teaching,12,Admission into Professional Education and the Elementary
ELE,446 Educational Technology-STEM,2,N/A
ELE,451 Middle level practicum,1-2,N/A
Elem,Teachers,2,N/A
ELE,470 Field Experience in STEM,4,N/A
ELE,494 Student Teaching Middle School,4,N/A
ELE,496 Internship,3-6,N/A
ELE,499 Individual Study,1-4,N/A
ENG,100 Academic Reading and Writing,4,N/A
ENG,101 Foundations of Writing & Rhetoric,4,N/A
ENG,"105 Race, Rhetoric, and Representation",4,Purple
ENG,110 Introduction to Literature,4,N/A
ENG,112W Why Literature Matters,4,ENG 101
ENG,125 International Children’s Literature,4,Purple
ENG,146 Introduction to Shakespeare,4,N/A
ENG,201W Writing Technologies,4,ENG 101
ENG,211W Literature and Human Diversity,4,Purple
ENG,212W World Literature,4,ENG 101
ENG,213W Literature and Ethics,4,ENG 101
ENG,214 Environmental Humanities,4,Purple
ENG,215 Topics in Literature,2-4,N/A
ENG,271W Technical Communication,4,ENG 101
ENG,272W Business Communication,4,N/A
ENG,273W Agricultural Communication,4,N/A
ENG,275W Introduction to Literary Studies,4,ENG 101
ENG,285 Practical Grammar,2,N/A
ENG,301W Advanced Writing,4,ENG 101 and permission of instructor
ENG,316 Topics in Literature,1-4,N/A
ENG,317 Literature & the Environment,4,N/A
ENG,318 Multicultural Literature,2-4,Purple
ENG,319 Animals and Literature,4,Purple
ENG,322 Topics in British Literature,4,N/A
ENG,323 Topics in US Literature,4,N/A
ENG,325 Children’s Literature,3,N/A
ENG,"361 Teaching English: Literature, Grades 5-12",4,N/A
ENG,"362 Teaching English: Writing, Grades 5-12",4,N/A
ENG,381 Introduction to English Linguistics,4,N/A
ENG,385 Introduction to Sociolinguistics,4,N/A
ENG,401 (4.00) Topics in Writing Studies,4,N/A
ENG,402W Gender in Literature,4,Purple
ENG,403W Selected Authors,4,N/A
ENG,407 Shakespeare,4,N/A
ENG,410 21st Century Literature,1-4,ENG 275W
ENG,412W Arab American Literature,4,Purple
ENG,425 Topics in Children’s Literature,2-4,N/A
ENG,426 Selected Periods,2-4,N/A
ENG,430 Independent Reading,1-4,Consent
ENG,433W Selected Studies in World Literature,4,Purple
ENG,435 The World Novel,2-4,N/A
ENG,436W Native American Literature,4,Purple
ENG,437W Latina/o Literature,2-4,N/A
ENG,438W African American Literature,4,Purple
ENG,441 Literary Theory and Criticism,4,6 semester credits in literature
Prerequisites:,6 semester credits,in,N/A
ENG,455 Advanced Writing Workshop,4,"ENG 201W, ENG 301W"
ENG,461 World Literature for Children and Young,Adults2-4,N/A
ENG,463 Adolescent Literature,3,N/A
ENG,464 Teaching Literature in the Middle School,3,N/A
ENG,466 Usability,4,ENG 271W or ENG 272W
ENG,467 International Technical Communication,1-4,N/A
ENG,469 Project Management in Technical,Communication4,ENG 271W
ENG,470 Independent Writing,1-4,Consent
ENG,471 Visual Technical Communication,4,N/A
ENG,472 Topics in Technical Communication,1-4,N/A
ENG,473 Desktop Publishing,4,N/A
ENG,474W Research and Writing Technical Reports,4,ENG 271W or ENG 272W
ENG,475 Editing Technical Publications,4,N/A
Procedures,,4,N/A
ENG,478 Technical and Scientific Literature,4,N/A
ENG,479 Rhetorical Theory Applied to Technical,Documents4,N/A
ENG,480 Proposals,4,N/A
ENG,481 History of the English Language,4,N/A
Learners,,4,N/A
ENG,483 Writing About Health and Medicine,4,N/A
Learning,,4,N/A
ENG,487 Teaching Reading and Writing to English,Learners4,N/A
ENG,492 Selected Topics,2-4,N/A
ENG,494 English Workshop,1-6,N/A
ENG,496 Senior Seminar in English Studies,4,N/A
ENG,498 Internship,1-6,N/A
ENG,499 Individual Study,1-4,Consent
ENVR,101 Perspectives in Environmental Science,4,N/A
ENVR,440 Environmental Regulations,3,N/A
ENVR,450 Environmental Pollution & Control,3,1 year CHEM
ENVR,460 Analysis of Pollutants,4,N/A
ENVR,470 Environmental Assessment,3,ENVR 440
ENVR,480 Senior Research,1-6,N/A
ENVR,498 Internship,1-6,N/A
Only,three credits can be counted toward major. Experience,in,N/A
ENVR,499 Individual Study,1-6,N/A
ETHN,100 American Racial Minorities,3,Purple
ETHN,101 Introduction to Multicultural & Ethnic Studies,3,Purple
ETHN,150 Multi-Cultural/Ethnic Experience,3,Gold
ETHN,200 Interracial/Interethnic Dating/Marriage,3,N/A
ETHN,201W Perspectives on African Americans,3,Purple
ETHN,203W Perspectives on Asian Americans,3,Purple
ETHN,204W Perspectives on Latinos/Hispanics,3,Purple
ETHN,220W Civil Rights in the U.S.,3,N/A
ETHN,295 Selected Topics,1-4,N/A
ETHN,296 Workshop,1-3,N/A
ETHN,299 Individual Study,1-3,N/A
addressed,in regular courses are given priority. Maximum,three,Two other ETHN courses.
ETHN,310 Environmental Racism,3,N/A
ETHN,330 Immigration and Ethnicity,3,N/A
States,,3,N/A
ETHN,400 Cultural Pluralism,3,N/A
ETHN,401 Applied Cultural Research,3,Gold
ETHN,402W Ethnic Research Methods/Skills,3,Gold
ETHN,405 Perspectives on New Immigrants,3,N/A
ETHN,410 Foundations of Oppression,3,Purple
ETHN,420 African American Studies,3,ETHN 110 or ETHN 400 or consent
ETHN,440 Asian American Studies,3,"ETHN 400, or consent"
ETHN,450 Latino/Hispanic Studies,3,"ETHN 400, or consent"
ETHN,460 Urban Minority Problems,3,Purple
ETHN,470 Women of Color,3,Purple
ETHN,482 African American Civil Rights Movement,3,N/A
ETHN,486 Racial and Ethnic Politics,3,Purple
ETHN,490 Racial/Ethnic Families in the U.S.,3,"ETHN 400, or consent"
ETHN,495 Selected Topics,3,ETHN major
ETHN,496 Workshop,1-3,N/A
ETHN,497 Internship,1-10,ETHN major or minor
ETHN,498 College Teaching Internship,1-6,N/A
ETHN,499 Individual Study,1-3,N/A
Advanced,independent study and research. Maximum of,three,2 ETHN courses at 300/400 level
EXED,202 Introduction to Experiential Education,3,N/A
EXED,490 Workshop,1-3,N/A
EXED,499 Individual Study,1-3,N/A
FCS,100 Personal & Family Living,3,N/A
FCS,101 Introduction to Family Consumer Science,3,N/A
FCS,120 Clothing and People,3,Purple
FCS,140 Introduction to Nutrition,3,N/A
FCS,150 Cooking and Culture,3,N/A
FCS,202 Introduction to Child Life Specialist,3,N/A
FCS,203 End of Life Care,3,N/A
FCS,242 Nutrition for Healthcare Professionals,3,Select One Course: CHEM 106 or CHEM 111
FCS,"260 Child Health, Safety, and Nutrition",3,N/A
FCS,270 Family Housing,3,N/A
FCS,275 Consumers in the Economy,3,N/A
FCS,280 Food Systems and Policy,3,N/A
FCS,284 Career and Technical Education,3,N/A
FCS,301 Lifespan Development,3,N/A
FCS,303 Working With Families,3,N/A
FCS,331 Clothing Construction and Textiles,3,N/A
FCS,340 Food Science,4,FCS 150
FCS,360 Romantic Relationships,3,N/A
FCS,375 Foodservice Management Principles,3,N/A
FCS,376 Quantity Food Production,4,"FCS 340, FCS 375"
FCS,380 Nutrition Focused Assessment,3,FCS 242
FCS,400 Culturally Diverse Family Systems,3,Purple
FCS,401 Family Life Development,3,N/A
FCS,402 Play and Child Development,3,N/A
FCS,403 Parents and Peers and Adolescent Development,3,N/A
FCS,414W Family Policy and Ethics,3,Purple
FCS,439 Nutrition for Physical Activity and Sport,3,FCS 140 or FCS 242
FCS,440 Advanced Human Nutrition,3,"CHEM 111, FCS 242"
FCS,460 Foundations of Medical Nutrition Therapy,3,"HLTH 321, FCS 380, FCS 440"
FCS,462 Advanced Medical Nutrition Therapy,3,FCS 460 or FCS 560
FCS,463 Nutrient Metabolism and Genetics,2,FCS 460 or FCS 560
FCS,473 Consumer Protection,3,N/A
FCS,474 Community Resources and Family Support,3,N/A
FCS,476 Nutrition Across the Lifecycle,3,FCS 242
FCS,478 Family Finance,3,N/A
FCS,479 FCS Research,1-6,N/A
FCS,480W Applied Food Science,3,"FCS 340, ServSafe Certified"
FCS,482 Family Life Education,3,N/A
Science,,3,N/A
FCS,484 Program Development in Family Consumer,Science3,N/A
FCS,488 Parenting Education,3,N/A
FCS,493 Supervised Experiential Learning,1-6,N/A
FCS,494 Family Life Education Practicum,1-3,N/A
FCS,496 Selected Topics: CDFS,2-3,N/A
FCS,497 Internship,1-6,Consent
FCS,499 Individual Study,1-6,N/A
FILM,110 Film Appreciation,4,N/A
FILM,114 Introduction to Film,4,N/A
FILM,210W Film Genres,4,N/A
FILM,214 Topics in Film Studies,4,N/A
FILM,216W Writing About Film,4,N/A
FILM,217 Introduction to Film Production,4,N/A
FILM,275 Independent Cinema,4,N/A
FILM,317 Advanced Film Production,4,FILM 217 or permission of instructor
FILM,334W International Cinema,4,N/A
FILM,342 Film Performance Analysis,4,N/A
FILM,402 Film History I (1895-1960),4,N/A
FILM,412 Film History II (1961-Present),4,N/A
FILM,416 Film Theory and Criticism,4,FILM 402 or FILM 412
FILM,472 Film Authorship,4,N/A
FILM,493 Advanced Topics in Film Studies,1-4,N/A
FILM,498 Internship,1-6,Consent of instructor
FILM,499 Individual Study,1-4,Consent of instructor
FINA,100 Personal Financial Management,3,N/A
FINA,362 Business Finance,3,ACCT 200
FINA,372 Special Topics in Finance,3,N/A
FINA,375 Business Analytics,3,"ECON 207, STAT 154"
FINA,398 CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op
FINA,400 Financial Analysis Using Excel,3,FINA 362
FINA,458 Estate Planning,3,FINA 100 or FINA 362
FINA,459 Personal Financial Planning,3,"ACT 330, FINA 458, FINA 460, FINA 470. Select FINA 100 or"
FINA,460 Investments,3,FINA 362
FINA,461 Advanced Corporate Finance,3,FINA 362
FINA,462 Strategic Financial Management,3,FINA 362
FINA,463 Equity Valuation,3,FINA 362 and FINA 460
FINA,464 Financial Institutions and Markets,3,FINA 362
FINA,466 Retirement Planning,3,FINA 100 or FINA 362
FINA,467 Insurance and Risk Management,3,N/A
FINA,470 Personal Insurance,3,N/A
FINA,475 Business Analytics II,3,FINA 375
FINA,477 Real Estate,3,FINA 100 or FINA 362
FINA,480 Options and Futures,3,FINA 362
FINA,482 Risk Management for Financial Institutions,3,FINA 362
FINA,490 Debt Markets,3,FINA 362
FINA,492 Study Tour,1-3,Permission Required
FINA,493 Maverick Fund,3,FINA 362.
FINA,497 Internship,1-9,Permission Required
FINA,498 Internship,3,Permission Required
FINA,499 Individual Study,1-3,Permission Required
FYEX,100 First Year Seminar,1,N/A
FREN,101 Elementary French I,5,N/A
FREN,102 Elementary French II,5,FREN 101 or equivalent
FREN,201 Intermediate French I,4,One year university French or equivalent
FREN,202 Intermediate French II,4,FREN 201 or equivalent
FREN,214 Paris et L’lle de France,1-3,"FREN 101, FREN 102, or equivalent"
FREN,216 Conversation,1-4,"FREN 101, FREN 102, or equivalent"
FREN,217 Modern France,1-3,"FREN 101, FREN 102, or equivalent"
FREN,261 Conversation & Pronunciation,1-3,"FREN 201, FREN 202, or equivalent"
FREN,280W Parallel Worlds: Exploring Cultures &,Symbols4,Purple
FREN,293 Supervised Study in French-Speaking,Countries1-6,"FREN 101, FREN 102, or equivalent"
FREN,299 Individual Study,1-4,N/A
FREN,301 Third Year Vocabulary Review,3,"FREN 201, FREN 202, or equivalent"
FREN,302W Composition,2-4,"FREN 201, FREN 202, or equivalent"
FREN,304 Third Year Grammar Review,3,"FREN 201, FREN 202, or equivalent"
FREN,305 France Today,1-4,"FREN 201, FREN 202, or equivalent"
FREN,314 Paris et L’lle de France,1-3,"FREN 201, FREN 202, or equivalent"
FREN,315 Composition,1-3,"FREN 201, FREN 202, or equivalent"
FREN,316 Conversation,1-4,"FREN 201, FREN 202, or equivalent"
FREN,317 Modern France,1-3,"FREN 201, FREN 202, or equivalent"
FREN,318 Introduction to Business French,1-4,"FREN 201, FREN 202, or equivalent"
FREN,322 Listening Comprehension and Pronunciation,1-3,"FREN 201, FREN 202, or equivalent"
FREN,323 French Phonetics & Applied Linguistics,2-4,"FREN 201, FREN 202, or equivalent"
FREN,350 Introduction to French Literature,3,"FREN 201, FREN 202, or equivalent"
FREN,366 Oral Communication,1-6,"FREN 201, FREN 202, or equivalent"
FREN,393 Supervised Study in French-Speaking,Countries1-6,"FREN 201, FREN 202, or equivalent"
FREN,402 French Civilization,3-4,"FREN 201, FREN 202, or equivalent"
FREN,404 French Syntax,2-4,"FREN 201, FREN 202, or equivalent"
FREN,405 Business French I,2-4,"FREN 201, FREN 202, or equivalent"
FREN,406 Business French II,2-4,"FREN 201, FREN 202, or equivalent"
FREN,414 Paris et L’lle de France,1-3,"FREN 201, FREN 202, or equivalent"
FREN,416 Conversation,1-4,"FREN 201, FREN 202, or equivalent"
FREN,417 Modern France,1-3,"FREN 201, FREN 202, or equivalent"
FREN,420 French Seminar,1-4,"FREN 201, FREN 202, or equivalent"
FREN,432 French Literature I,1-4,"FREN 201, FREN 202, or equivalent"
FREN,442 French Literature II,1-4,"FREN 201, FREN 202, or equivalent"
FREN,452 French Literature III,1-4,"FREN 201, FREN 202, or equivalent"
FREN,492 (1-4) Individual Study,1-4,"FREN 201, FREN 202, or equivalent"
FREN,494 Supervised French Study,1-6,"FREN 201, FREN 202, or equivalent"
FREN,497 Internship,1-6,"FREN 201, FREN 202, or equivalent"
FREN,499 Individual Study,1-4,"FREN 201, FREN 202, or equivalent"
GWS,110 Introduction to Gender,4,Purple
GWS,110W Introduction to Gender,4,Purple
GWS,120 Violence and Gender,4,Purple
GWS,120W Violence and Gender,4,Purple
GWS,220 Sex and Gender Worldwide,4,Purple
GWS,220W Sex and Gender Worldwide,4,Purple
GWS,"222 Gender, Law, & Justice",4,N/A
GWS,225 Queer America,4,Gold
GWS,225W Queer America,4,Gold
GWS,"230 Gender, Race, and Popular Culture",4,N/A
GWS,"250 Health, Wealth, and Power",4,Purple
GWS,260 Selected Topics,1-4,N/A
GWS,277 Individual Study,1-6,Women’s Studies major/minor
GWS,290 Workshop,1-4,N/A
GWS,310 Feminist Thought,4,N/A
GWS,330 Feminist Activism and Social Justice,4,N/A
GWS,340 Undergraduate Seminar,4,GWS 110 or GWS 220 or consent
GWS,411 Sexual Assault Victim Advocacy,4,N/A
GWS,420 Identity Work in Women’s Reentry Experiences,4,Gold
GWS,440 Cultivating Inclusive Classrooms,4,N/A
GWS,455 Sexuality & Queer Identities,4,N/A
GWS,460 Selected Topics,1-4,N/A
GWS,477 Individual Study,1-6,Must be department major/minor
GWS,490 Workshop,1-4,N/A
GWS,497 Internship: Teaching,1-6,GWS 110 or GWS 220 and consent.
GWS,498 Internship: Community,1-6,N/A
GEOG,100 Elements of Geography,3,Purple
GEOG,101 Introductory Physical Geography,4,N/A
GEOG,102 World Regional Geography,3,Purple
GEOG,103 Introductory Cultural Geography,3,Purple
GEOG,105 Introduction to Geospatial Technologies,3,N/A
GEOG,205 Precision Agriculture,3,N/A
GEOG,210W Landscapes and Places,3,N/A
GEOG,217 Weather,4,N/A
GEOG,299 Individual Study,1-3,Consent
GEOG,313 Natural Disasters,4,N/A
GEOG,315 Geomorphology,4,N/A
GEOG,340 United States,3,N/A
GEOG,342 Geography of Minnesota,3,N/A
GEOG,352 GIS for Crime Analysis,3,N/A
GEOG,370 Cartographic Techniques,4,N/A
GEOG,373 Introduction to Geography Information,Systems4,N/A
GEOG,401 Colloquium,1,N/A
GEOG,409 Selected Topics,1-4,N/A
GEOG,410 Climatic Environments,3,N/A
GEOG,411 Soils Geomorphology,4,N/A
GEOG,412 Advanced Weather,4,GEOG 217
GEOG,413 Soil Conservation,4,N/A
GEOG,414 Biogeography,3,N/A
GEOG,415 Earth Surface Processes,4,N/A
GEOG,416W Fluvial Geomorphology and Hydrology,4,Either GEOG 101 or GEOL 121 and GEOG 315 or 415 are
GEOG,417 Quaternary Environments and Climatic Change,4,Either GEOG 101 or ANTH 210; We strongly encourage
GEOG,420 Conservation of Natural Resources,3,N/A
GEOG,425 Economic Geography,3,N/A
GEOG,428 Human Migration,3,Purple
GEOG,435 Urban Geography,3,N/A
GEOG,436 Rural Geography,3,N/A
GEOG,437 Political Geography,3,N/A
GEOG,438 Social Geography,3,N/A
GEOG,439 Transportation Modeling & GIS,4,N/A
GEOG,440 Field Studies,1-4,N/A
GEOG,445 Latin America,3,N/A
GEOG,446 Canada,3,N/A
GEOG,450 Europe,3,N/A
GEOG,458 Geography of East Asia,3,N/A
GEOG,471 Digital Field Mapping with GPS,4,GEOG 373 or equivalent
GEOG,473 Intermediate GIS,4,GEOG 373
GEOG,474 Introduction to Remote Sensing,4,N/A
GEOG,475 Open-Source GIS,4,"GEOG 373, GEOG 474"
GEOG,476 Spatial Statistics,3,N/A
GEOG,477 Topics in Techniques,1-3,Consent
GEOG,478 Spatial Analysis with GIS,3,N/A
GEOG,479 GIS Practicum,1-4,"Prerequisite: GEOG 373, or 473/573, or permission of"
GEOG,480 Seminar,1-4,N/A
GEOG,481 GIS and Environmental Hazards,3,GEOG 373
GEOG,482 GIS for Natural Resources,4,GEOG 373
GEOG,483 Cloud Mapping & Visualization,4,GEOG 373
GEOG,484 Web GIS,4,N/A
GEOG,485 GIS Programming,4,N/A
GEOG,491 Senior Paper,1-4,N/A
GEOG,497 (1-10) Internship,1-10,Consent
GEOG,499 Individual Study,1-3,Consent
GEOL,100 Our Geologic Environment,3-4,N/A
GEOL,104 Introduction to Soil Science,4,N/A
GEOL,107 Environmental Justice in Geoscience,4,Purple
GEOL,108 Oceans of the World,3,N/A
GEOL,121 Physical Geology,4,N/A
GEOL,122 Earth History,4,N/A
GEOL,201 Elements of Mineralogy,4,GEOL 100 or GEOL 107 or GEOL 121
GEOL,291 Introduction to Water and Soil Analysis,2,N/A
GEOL,302 Petrology,4,GEOL 201
GEOL,310 Earth and Space Systems,3,"AST 101, CHEM 201, GEOL 121"
GEOL,320W Sedimentology and Stratigraphy,4,"Select one course: GEOL 100, GEOL 107, GEOL 121"
GEOL,330 Structural Geology,4,GEOL 100 or GEOL 107 or GEOL 121
GEOL,401 Field Studies,1-3,GEOL 100 or GEOL 121 and GEOL 122
GEOL,410 Glacial Geology,3,GEOL 100 or GEOL 107 or GEOL 121
GEOL,430 Intro to Geophysics and Seismology,3,"GEOL 121, GEOL 201, GEOL 122"
GEOL,440 Geology Field Camp,4-8,"GEOL 121, GEOL 122, GEOL 201, GEOL 320W, GEOL 330"
GEOL,449 Applied Soil Science and Surface Hydrology,4,GEOL 100 GEOL 104 or GEOL 107 or GEOL 121
GEOL,450 Hydrogeology,3,GEOL 100 or GEOL 107 or GEOL 121
GEOL,460 Soil Biogeochemistry,3,"GEOL 104, and CHEM 191 or CHEM 201"
GEOL,490 Workshop,1-4,N/A
GEOL,495 Seminar,2,GEOL 201
GEOL,497 Internship,1-10,N/A
GEOL,499 Individual Study,1-5,N/A
GER,101 Elementary German I,4,N/A
GER,102 Elementary German II,4,GER 101 or equivalent
Introduction,,4,N/A
GER,201 Intermediate German I,4,GER 102 or equivalent
GER,202 Intermediate German II,4,GER 201 or equivalent
GER,280W Parallel Worlds: Exploring Cultures & Symbols,4,N/A
GER,293 Supervised Study Abroad: Intermediate,1-4,N/A
GER,299 Individual Study,1-4,as appropriate for level of project
GER,340 German Topics in Language,1-4,Two years of university level German or equivalent.
GER,341 German Composition and Conversation,4,completion of GER 202 or equivalent.
GER,342 Selected Readings,1-4,Completion of GER 202 or equivalent
GER,343 German Civilization,1-4,Completion of GER 202 or equivalent
GER,393 Supervised Study Abroad,1-6,Intermediate Sequence
GER,441 Conversation and Composition,4,Completion of at least one 300 level course in German.
GER,442 German Literature,1-4,Completion of readings GER 302 or equivalent
GER,443 Topics in German Studies,1-4,N/A
GER,445 Topics in German Linguistics,1-4,Completion of a least one 300 level German course.
GER,460 Topics in German Cinema,4,N/A
GER,490 Senior Capstone Project,1-4,"GER 340, GER 341, GER 342, GER 343, GER 441. Student has"
GER,493 Supervised Study Abroad: Advanced,1-6,Experience appropriate for level of credit
GER,497 Internship,1-6,Experience appropriate to project
GER,499 Individual Study,1-4,As appropriate for level of project
HLTH,101 Health and the Environment,3,N/A
Health,Worker,2,HLTH 101
"Outreach,",and Resources,3,N/A
Building,,3,N/A
Health,Work,3,N/A
HLTH,209 Basic First Aid & CPR,1,N/A
HLTH,210 Emergency Medical Responder First Aid & CPR,3,N/A
HLTH,211 Human Sexuality in a World of Diversity,3,Purple
HLTH,212 Consumer Health,3,N/A
HLTH,225 Introduction to Alcohol and Drug Studies,3,N/A
HLTH,240 Drug Education,3,N/A
HLTH,260 Introduction to Applied Health Science,3,N/A
HLTH,295 Professional Preparation in Health Careers,1,N/A
HLTH,296 Internship: Community Health Worker,1-2,"HLTH 101, HLTH 201, HLTH 202, HLTH 203"
HLTH,311 Family Life & Sex Education,3,N/A
HLTH,315 Holistic Health and Wellness,3,N/A
HLTH,320 School Health Education,3,N/A
HLTH,321 Medical Terminology,3,N/A
HLTH,360 Theories and Models of Health Education,3,HLTH 260
HLTH,361W Health Communication and Advocacy,4,"HLTH 101, HLTH 360"
HLTH,370 Multicultural Topics for Addictions,Professionals3,HLTH 225
HLTH,371 Core Functions of Addiction Professionals,3,HLTH 225
HLTH,372 Adolescent Addictions,3,HLTH 225
Evaluating,1,3,"HLTH 360, HLTH 361W"
HLTH,400 Women’s Health,3,N/A
Professionals,,3,HLTH 225
HLTH,407 Pharmacology for Alcohol and Drug,Professionals3,HLTH 225
HLTH,410W Current Health Issues,3,N/A
HLTH,420W Health Teaching Methods,3,HLTH 320
HLTH,441 Death Education,3,N/A
HLTH,450 Environmental Health,3,N/A
HLTH,451 Emotional Health and Stress,3,N/A
HLTH,454 Chronic and Infectious Diseases,3,N/A
HLTH,455 Health and Aging,3,N/A
HLTH,459 Critical Topics in Health,1-3,N/A
HLTH,460 Introduction to Epidemiology,3,N/A
HLTH,465 Public Health and Healthcare Systems,3,N/A
HLTH,466 Global Health,3,Purple
HLTH,467 Public Health Law,3,N/A
HLTH,469 Co-Occurring Disorders,3,HLTH 225
HLTH,475 Biostatistics,3,"MATH 110, STAT 154, Or any other mathematics course"
HLTH,477 Behavior Change Foundations and Strategies,3,N/A
Behavior,Change Foundations and Strategies (3 semester,credits),N/A
Evaluating,2,3,HLTH 380W
Education,,4,HLTH 380W
HLTH,488 Worksite Health Promotion,3,N/A
HLTH,491 Directed Research in Health Science,1-6,N/A
HLTH,492 Instructional Internship,1-5,N/A
HLTH,495 Senior Seminar in Health Education,1,HLTH 380W
HLTH,496 Internship: Applied Health Science,1-9,"HLTH 260, HLTH 295, HLTH 360, HLTH 361W, HLTH"
HLTH,497 Internship: Alcohol and Drug Studies,1-12,Completion of all Alcohol and Drug Studies required core
HLTH,499 Individual Study,1-6,N/A
HIST,155 History of the Family in America,3,N/A
HIST,170 Ancient World Civilization to 1500,4,N/A
HIST,170W Ancient World Civilization to 1500,4,N/A
HIST,"171 World Civilization, 1500-Present",4,N/A
HIST,"171W World Civilization, 1500-Present",4,Purple
HIST,180 European History to 1648,4,N/A
HIST,180W European History to 1648,4,N/A
HIST,181 European History: 1648 to the Present,4,N/A
HIST,181W European History: 1648 to the Present,4,N/A
HIST,190 United States to 1877,4,Purple
HIST,190W United States to 1877,4,Purple
HIST,191 United States Since 1877,4,Purple
HIST,191W United States Since 1877,4,Purple
HIST,232 Islamic Civilizations,4,Gold
HIST,235 World War II and the Holocaust,4,Purple
HIST,244 A History of Taboos and Transgressions,4,Purple
HIST,246W Sports and Games in History,4,Purple
HIST,250 Riot and Revolution in History,4,N/A
HIST,260 Introduction to Traditional East Asian,Civilization4,Purple
Civilization,,4,Purple
HIST,268 History and American Democracy,4,N/A
HIST,280 History in Black and White,4,Gold
HIST,300 Study Abroad/Study Away Historical Tour,1-4,N/A
HIST,302 World History: An Overview,4,N/A
HIST,368 U.S. Constitutional History,4,N/A
HIST,369 Sex in American History,4,Purple
HIST,390 Readings for Honors: United States History,1,Permission of instructor.
HIST,391 Reading for Honors: European History,1,Permission of instructor.
HIST,392 Reading for Honors: World History,1,Permission of instructor.
HIST,401 Classical World of Greece & Rome,4,N/A
HIST,"402 Foundations of Judaism, Christianity, & Islam",4,N/A
HIST,403 The Middle Ages,4,N/A
HIST,406 Renaissance and Reformation Europe,4,N/A
HIST,407 The Age of Absolutism and Enlightenment,4,N/A
HIST,408 Women and Gender in European History,4,Purple
HIST,410 The Witch Hunts in European History,4,Purple
HIST,414 Early England to 1603,4,N/A
HIST,415 England since 1603,4,N/A
HIST,419 France since the Revolution in 1789,4,N/A
HIST,424 Scandinavian History,4,N/A
HIST,430 United States: Selected Topics,1-4,N/A
HIST,431 European History: Selected Topics,1-4,N/A
HIST,432 World History: Selected Topics,1-4,N/A
HIST,434 East Asian History: 1800-1945,4,N/A
HIST,435 East Asian History: 1945 - The Present,4,Purple
States,,4,N/A
HIST,437 African History to 1800,4,Purple
HIST,438 Modern Africa,4,Purple
HIST,441 Colonial Latin America,4,Purple
HIST,442 Modern Latin America,4,Purple
HIST,"443 The Maya, Aztecs, and Incas",4,N/A
HIST,445 Pirates of the Atlantic World,4,N/A
HIST,446 Modern Middle East,4,N/A
HIST,452 Minnesota History,4,N/A
HIST,454 Early America to 1763,4,N/A
HIST,455 Revolutionary & Early National America,1763-18204,N/A
HIST,458 U.S. History 1820-1861,4,Purple
HIST,459 U.S. History 1861-1900,4,Purple
HIST,"462 U.S. History, 1900-1945",4,Purple
HIST,"463 U.S. History, 1945-Present",4,N/A
Century,,4,Purple
HIST,467 Rock Music and American Society,4,Purple
HIST,470 American Frontier,4,Purple
HIST,471 20th Century American West,4,N/A
HIST,476 Comparative Slavery and Emancipation,4,Purple
HIST,477 African American History,4,Purple
HIST,478 America in Vietnam,4,Purple
HIST,481W Civil Rights in the Twentieth Century,4,N/A
HIST,483 American Social and Cultural History,4,N/A
HIST,484 American Labor History,4,N/A
