Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
FCS 376,Quantity Food Production,4.0,"FCS 340, FCS 375",,,"This class is a laboratory and experiential learning course. The class will explore the foundational principles of foodservice management including menu planning, inventory control, food production, recipe standardization and costing. Students will plan, market, implement, deliver and assess a quantity meal during the semester."
FCS 380,Nutrition Focused Assessment,3.0,FCS 242,,,"This class is an in-depth study and practice of nutrition assessment techniques through experiential learning. The class will cover concepts and skills related to nutrition focused patient assessment, including the nutrition care process, nutrition screening, dietary histories, anthropometric measurements and laboratory interpretations in various age groups and conditions."
FCS 400,Culturally Diverse Family Systems,3.0,,Purple,,An analysis of culturally diverse family systems in America; emphasis on relationships within the family and with the larger community across the family life cycle.
FCS 401,Family Life Development,3.0,,,,The course is a study of development through the family life cycle. Emphasis on developmental interaction and systems theory.
FCS 402,Play and Child Development,3.0,,,,"An examination of the important role that play has in the cognitive, emotional, physical, and social development of the child from birth to adolescence."
FCS 403,Parents and Peers and Adolescent Development,3.0,,,,Examination of how adolescents’ development is affected by their relationship with their parents and with their peers.
FCS 414W,Family Policy and Ethics,3.0,,Purple,,"Students are provided information of past and present policies that impact underserved families nationally and internationally. Students will identify, review, and discuss family policy using relevant and applicable theory. This course will advance student knowledge for careers in family policy as well as becoming an ethically-minded advocate and/ or professional. Students will be provided a variety of opportunities to develop their knowledge and professional writing skills in the subject matter."
FCS 439,Nutrition for Physical Activity and Sport,3.0,FCS 140 or FCS 242,,,Provides in-depth exploration of the dietary needs of physically active individuals across the lifespan. Its laboratory component will focus on performance and interpretation of assessments commonly used to determine dietary and physiological status.
FCS 440,Advanced Human Nutrition,3.0,"CHEM 111, FCS 242",,,"This class is an advanced course in human metabolism, emphasizing the function and interaction of nutrients in metabolic and physiological processes."
FCS 460,Foundations of Medical Nutrition Therapy,3.0,"HLTH 321, FCS 380, FCS 440",,,"This class is the first in a series of two courses which explore the role of Medical Nutrition Therapy in the healthcare system. Utilizing a case-study and experiential learning approach, the course will cover pathophysiology and use of the Nutrition Care Process in normal and malnourished states."
FCS 462,Advanced Medical Nutrition Therapy,3.0,FCS 460 or FCS 560,,,"This class is the second in a series of two courses which explore the role of Medical Nutrition Therapy in the healthcare system. Utilizing a case-study and experiential learning approach, the course will cover pathophysiology and use of the Nutrition Care Process in normal and more complex malnourished states."
FCS 463,Nutrient Metabolism and Genetics,2.0,FCS 460 or FCS 560,,,"This course will explore the current literature and understandings of advanced metabolism, cellular physiology and genetics, including concepts of epigenetics and nutrigenomics. The course will explore theories of personalized nutrition."
FCS 473,Consumer Protection,3.0,,,,"Emphasizes the analyses and assessment of the effectiveness of consumer protection efforts. Emphasis will be placed on government laws, regulations, and agencies at the federal, state and local levels."
FCS 474,Community Resources and Family Support,3.0,,,,"The system approach to analyzing family situations to make decisions and correlate resources in the resolution of family managerial problems. Emphasis on the application of managerial skills to lifestyle situations: young-families, older adults, special needs, singles, and low income."
FCS 476,Nutrition Across the Lifecycle,3.0,FCS 242,,,"This class explores nutrition needs across the lifecycle from preconception through pregnancy and lactation and from infancy to end of life. Utilizing a case-study and experiential learning approach, the course will cover nutrient requirements, nutritional risk and health over the lifespan."
FCS 478,Family Finance,3.0,,,,Introduce students to the how’s and why’s of family financial management to reduce mistakes made in successfully managing financial aspects of life. For non-business majors.
FCS 479,FCS Research,nan,,,,Supervised undergraduate research or investigation in Family Consumer Science under guidance of a faculty mentor.
FCS 480W,Applied Food Science,3.0,"FCS 340, ServSafe Certified",,,"This class is a laboratory and experiential learning course. The class will explore application of the principles of food science to food experiments and food product development. Students will plan and executive development of an original food product and conduct sensory evaluation testing with their recipe, developing skills in technical writing. ServSafe Certified."
FCS 482,Family Life Education,3.0,,,,Analyze issues and concerns related to family life education. Investigate and practice teaching strategies and methods of evaluation. Preparation of appropriate lesson plans. FCS 483 Adult and Technical Education in Family Consumer
FCS 484,Program Development in Family Consumer Science,3.0,,,,"Curriculum development, implementation, and administration of family consumer science educational programs for youth of varied abilities, interests, and socioeconomic levels. 12-hour program clinical required. For FCS Education majors only; unless permission from instructor."
FCS 488,Parenting Education,3.0,,,,"A systems perspective on parent-child relationship. This course covers parent-child issues during the stages of human development. It also focuses on special needs children and families, cross-cultural issues and family violence. Emphasis is on research and theory and parenting education strategies."
FCS 493,Supervised Experiential Learning,nan,,,,"A scheduled, supervised work assignment that includes on-site experiences in a nutrition-related area."
FCS 494,Family Life Education Practicum,nan,,,,"A scheduled, supervised work assignment that includes preparation and delivery of family life education materials within a community/ organizational/corporate setting."
FCS 496,Selected Topics: CDFS,nan,,,,Topics announced as offered. May be repeated.
FCS 497,Internship,nan,Consent,,,"A scheduled work assignment with supervision in private business, industry and government agency appropriate to each area of concentration."
FCS 499,Individual Study,nan,,,,Arranged with the instructor. Film Studies
FILM 110,Film Appreciation,4.0,,,,"Promotes appreciation and understanding of cinema through the study of film style, film history, film genres, and the cultural impact of films."
FILM 114,Introduction to Film,4.0,,,,Study and analysis of the elements basic to a critical understanding of film: story elements; visual design; cinematography and color; editing and special effects; functions of sound and music; styles of acting and directing; and functions of genre and social beliefs.
FILM 210W,Film Genres,4.0,,,,"Study and analysis of the techniques, thematic conventions, and cultural and historical contexts of major film genres including the western, the musical, crime, melodrama, science fiction, and gangster. Films will include a mix of classic and contemporary examples."
FILM 214,Topics in Film Studies,4.0,,,,Course will explore specialized topics in film; may be repeated under a different topic.
FILM 216W,Writing About Film,4.0,,,,"Studies analytical film language in several different film writing forms, including short and long-form reviews, collaborative analysis, and formal critical essays. Emphasizes social and critical contexts needed for film analysis and practice of writing in these film forms."
FILM 217,Introduction to Film Production,4.0,,,,"Introduces fundamentals of film production: writing, producing, directing, lighting, shooting, and editing, through lecture, critiquing the work of other filmmakers, and hands on production. By the end of this course students will be ready to pursue their own film projects."
FILM 275,Independent Cinema,4.0,,,,This course introduces students to the history of independent filmmaking. It includes the close analysis and study of films and filmmakers in United States independent cinema and in independent cinemas across the globe. The focus is on films made outside of the Hollywood economic model of filmmaking. The student will learn how to conduct historical research in independent filmmaking and how to critically analyze independent films.
FILM 317,Advanced Film Production,4.0,FILM 217 or permission of instructor,,,"Designed for students who have prior experience and want to make an experimental, narrative and/or documentary film. Students will move from screenplay/proposal to production and post production of short films. Pre-req: ENG 217 or permission of instructor. May be repeated."
FILM 334W,International Cinema,4.0,,,,"Introduces students to film from a variety of world cultures. Designed to increase knowledge of world cultures and appreciation and understanding of cultural differences in representation. Emphasizes history of national cinemas, film analysis, and writing. Diverse Cultures: Purple"
FILM 342,Film Performance Analysis,4.0,,,,"This course introduces students to the close study of performance in the cinema. Through close analysis, we will challenge ourselves to think carefully about the creative contributions of actors to film narratives. Students will be taught how to closely describe, read, and interpret film performances, and will be introduced to critical frameworks for analyzing film acting in its various historical, aesthetic, and socio-cultural contexts. The focus in the course will be primarily on performance in U.S. cinema, although some case studies will also look at performance in international film."
FILM 402,Film History I (1895-1960),4.0,,,,"This course examines the major films, filmmakers, movements, and trends that defined cinema throughout its first 65 years as a medium. It utilizes a range of historical lenses--aesthetic, industrial, technological, sociocultural--to offer a fuller understanding of film’s development across varying temporal and geographic contexts. To encourage engagement with the construction of cinematic history, the course both engages with primary documents and analyzes scholarly historical work on film’s creation and expansion. Ultimately, the class seeks to foster both knowledge of early cinematic history and appreciation for film history as a mode of research and writing."
FILM 412,Film History II (1961-Present),4.0,,,,"This course examines the major films, filmmakers, movements, and trends that have defined cinema from the early 1960s to the present. It utilizes a range of historical lenses--aesthetic, industrial, technological, sociocultural--to offer a fuller understanding of film’s development across varying temporal and geographic contexts. Utilizing primary documents alongside scholarly historical accounts, it also allows students to conduct research into contemporary titles and make an argument for how they reflect and/or challenge larger historical patterns. Ultimately, the course explores how the state of modern cinema can be contextualized and understood through an engagement with the (relatively) recent filmic past."
FILM 416,Film Theory and Criticism,4.0,FILM 402 or FILM 412,,,"This course provides both a historical survey of film theory and the opportunity to actively engage in analyzing film using theoretical tools. Film theory is a set of conceptual frameworks through which to understand cinema and the various artistic, social, and psychological questions the medium poses to viewers. Through a study of major film theories and their uses in critically analyzing film, this course will further prepare you to be an informed and engaged viewer of all kinds of cinema."
FILM 472,Film Authorship,4.0,,,,"Film Authorship teaches the study of authorship in cinema and other forms of moving-image media. The course focuses on the concept of authorship throughout the history of film studies by looking at the career of one or more film directors. The course explores the careers of the selected director(s) in their varying historical, cultural, ideological, theoretical, and aesthetic contexts. The course may be repeated for credit if the particular director(s) under discussion differ from the previous course the student has taken. The director(s) studied will be listed under Notes in the course schedule whenever the course is offered."
FILM 493,Advanced Topics in Film Studies,nan,,,,Topic-oriented course in film studies. May be repeated with change of topic.
FILM 498,Internship,nan,Consent of instructor,,,"On-site field experience, the nature of which is determined by the specific needs of the student’s program option. May be repeated with change in topic. Pre: Consent of Instructor"
FILM 499,Individual Study,nan,Consent of instructor,,,"Extensive reading, research, writing and/or film production in an area for which the student has had basic preparation. May be repeated with change in topic. Pre: Consent of instructor Finance"
FINA 100,Personal Financial Management,3.0,,,,"Fundamental concepts of managing cash flows: preparation of personal budget, personal debt management, financial goal establishment, savings and investments, insurance."
FINA 362,Business Finance,3.0,ACCT 200,,,"An introduction to finance relating to problems, methods, and policies in financing business enterprise."
FINA 372,Special Topics in Finance,3.0,,,,Current topics of significance in Finance. May be repeated for credit.
FINA 375,Business Analytics,3.0,"ECON 207, STAT 154",,,Introduction to analytic tools and techniques using business applications. Grading Method
FINA 398,CPT: Co-Operative Experience,0.0,Permission of the Chairperson of the department; co-op,,,Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one summer and an adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information. contract; other prerequisites may also apply.
FINA 400,Financial Analysis Using Excel,3.0,FINA 362,,,"This course is intended for students who have completed FINA 362 (Business Finance) and wish to apply the introductory finance concepts and theories to practical problems in corporate finance and valuation. In particular, the course will use Microsoft Excel to cover topics such as time value of money, stock and bond valuation, cost of capital, capital budgeting, financial statement and ratio analysis, and option pricing and strategies."
FINA 458,Estate Planning,3.0,FINA 100 or FINA 362,,,"Principles and techniques for estate planning. Examination of various retirement plans available, and the legal and tax environment impacting an estate’s portfolio."
FINA 459,Personal Financial Planning,3.0,"ACT 330, FINA 458, FINA 460, FINA 470. Select FINA 100 or",,,"Fundamental concepts of personal financial management: insurance, budgeting, credit, savings, investments, retirement and estate planning, and consumer debt management. FINA 362."
FINA 460,Investments,3.0,FINA 362,,,"Formulation of investment policy of individuals and institutions, factors influencing the values of securities, and techniques of portfolio selection and management."
FINA 461,Advanced Corporate Finance,3.0,FINA 362,,,"This course encompasses advanced principles and concepts concerning the nature and types of debt financing, the valuation and use of leases, the process and tools of risk management, the calculation and estimation of financial ratios, the financial planning and forecasting processes, and the understanding of working capital."
FINA 462,Strategic Financial Management,3.0,FINA 362,,,Applications of financial principles and analytical tools through the use of case studies and problems from local businesses.
FINA 463,Equity Valuation,3.0,FINA 362 and FINA 460,,,Tools and techniques to aid in individual and institutional portfolio management.
FINA 464,Financial Institutions and Markets,3.0,FINA 362,,,"Introduction to money and capital markets, instruments and institutions. Consideration of the management problems of financial institutions."
FINA 466,Retirement Planning,3.0,FINA 100 or FINA 362,,,"Fundamental concepts of employee benefits in relation to pertinent legislation, modern management techniques, and financial constraints that affect the formulation and implementation of a benefit plan."
FINA 467,Insurance and Risk Management,3.0,,,,"Examination of the fundamentals of the insurance industry; the risk management process; and commercial insurance exposures and policies including commercial property, general liability, and workers’ compensation."
FINA 470,Personal Insurance,3.0,,,,"Examination of personal insurance exposures and policies including auto, health, home and life."
FINA 475,Business Analytics II,3.0,FINA 375,,,"This course introduces concepts and skills in unsupervised data mining, prescriptive analytics, and an introduction to unstructured data analytics (text). Students will learn basic coding in R, Python, database management using SQL, and visualization with Tableau."
FINA 477,Real Estate,3.0,FINA 100 or FINA 362,,,"Fundamental principles: valuation, brokerage, financing, law, property management, land descriptions and basic investment."
FINA 480,Options and Futures,3.0,FINA 362,,,Trading practices and procedures utilizing these contracts in hedging and risk management policies for business.
FINA 482,Risk Management for Financial Institutions,3.0,FINA 362,,,"Fundamental concepts of commercial bank management, financial regulations, and risk management in financial institutions. Coverage includes the financial statements of commercial banks and their use in evaluating a bank’s financial performance; bank’s assets, liabilities, and off-balance sheet items management and different risk management approaches applied in financial institutions."
FINA 490,Debt Markets,3.0,FINA 362,,,"The course provides a comprehensive discussion of debt securities. It discusses salient features of different debt securities, techniques used to value different types of bonds, measures of interest rate risk, asset-backed securities, fundamentals of credit analysis, modeling credit risk, the term structure of interest rates, the arbitrage-free valuation framework for debt securities, and the role of debt securities in a portfolio."
FINA 492,Study Tour,nan,Permission Required,,,"Study tours are led by Minnesota State University, Mankato faculty and provide students with opportunities to visit companies and attend lectures by renowned experts from key sectors of economy, government, and business."
FINA 493,Maverick Fund,3.0,FINA 362.,,,Students are responsible for generating investment ideas consistent with the Maverick Fund Investment Policy Statement. Corequisites: FINA 460
FINA 497,Internship,nan,Permission Required,,,"Supervised experience in business, industry, state or federal institutions."
FINA 498,Internship,3.0,Permission Required,,,"Supervised experience in business, industry, state or federal institutions."
FINA 499,Individual Study,nan,Permission Required,,,First Year Experience
FYEX 100,First Year Seminar,1.0,,,,"First Year Seminar supports the development of student success skills, such as reading, writing and speaking; helps students gain intellectual confidence; builds in the expectation of academic success; and provides assistance in making the transition to the University. French"
FREN 101,Elementary French I,5.0,,,,"An introduction, within a cultural context, to the basic skills of listening, speaking, reading and writing."
FREN 102,Elementary French II,5.0,FREN 101 or equivalent,,,"An introduction, within a cultural context, to the basic skills of listening, speaking, reading and writing."
FREN 201,Intermediate French I,4.0,One year university French or equivalent,,,"Grammar review, oral practice, written composition and development of reading and listening skills within a cultural context."
FREN 202,Intermediate French II,4.0,FREN 201 or equivalent,,,"Grammar review, oral practice, written composition and development of reading and listening skills within a cultural context."
FREN 214,Paris et L’lle de France,nan,"FREN 101, FREN 102, or equivalent",,,"Visits to the major churches, cathedrals, castles, monuments, museums and neighborhoods in and around Paris."
FREN 216,Conversation,nan,"FREN 101, FREN 102, or equivalent",,,Practice in intermediate-level conversational skills.
FREN 217,Modern France,nan,"FREN 101, FREN 102, or equivalent",,,Introduction to contemporary French civilization. FREN 218 On Y Va 1 credit Preparation for study in France.
FREN 261,Conversation & Pronunciation,nan,"FREN 201, FREN 202, or equivalent",,,Systematic development of conversational idiom and vocabulary. Intensive work on pronunciation. May be taken by majors and minors up to three times.
FREN 280W,Parallel Worlds: Exploring Cultures & Symbols,4.0,,Purple,,"This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g. Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English through the lens of literary and cultural criticism with a focus on French and Francophone studies, and exposes students to international and diverse points of view that prepare them to be global citizens. "
FREN 293,Supervised Study in French-Speaking Countries,16.0,"FREN 101, FREN 102, or equivalent",,,Topics will vary. Study for credit must be approved by the department prior to departure.
FREN 299,Individual Study,nan,,,,Topics will vary.
FREN 301,Third Year Vocabulary Review,3.0,"FREN 201, FREN 202, or equivalent",,,Systematic review of French vocabulary.
FREN 302W,Composition,nan,"FREN 201, FREN 202, or equivalent",,,"Review of grammar and vocabulary. Practice in descriptive, narrative, and expository prose."
FREN 304,Third Year Grammar Review,3.0,"FREN 201, FREN 202, or equivalent",,,Systematic review of French grammar.
FREN 305,France Today,nan,"FREN 201, FREN 202, or equivalent",,,"Social, political, and economic trends in contemporary France."
FREN 314,Paris et L’lle de France,nan,"FREN 201, FREN 202, or equivalent",,,"Visits to the major churches, cathedrals, castles, monuments, museums and neighborhoods in and around Paris."
FREN 315,Composition,nan,"FREN 201, FREN 202, or equivalent",,,Practice in descriptive and narrative prose. Acquisition of grammatical structures and vocabulary beyond the intermediate sequence.
FREN 316,Conversation,nan,"FREN 201, FREN 202, or equivalent",,,Practice in conversational skills.
FREN 317,Modern France,nan,"FREN 201, FREN 202, or equivalent",,,Introduction to contemporary French civilization.
FREN 318,Introduction to Business French,nan,"FREN 201, FREN 202, or equivalent",,,Introduction to basic concepts associated with French business practices.
FREN 322,Listening Comprehension and Pronunciation,nan,"FREN 201, FREN 202, or equivalent",,,"Development of listening comprehension and pronunciation through the use of tapes, videos, films, compact discs, and other recorded materials."
FREN 323,French Phonetics & Applied Linguistics,nan,"FREN 201, FREN 202, or equivalent",,,A study of the sound system in French. Intensive oral practice.
FREN 350,Introduction to French Literature,3.0,"FREN 201, FREN 202, or equivalent",,,A beginning literature course designed to teach students to read with understanding and critical ability.
FREN 366,Oral Communication,nan,"FREN 201, FREN 202, or equivalent",,,Intensive practice in advanced conversational skills. May be repeated for credit.
FREN 393,Supervised Study in French-Speaking Countries,16.0,"FREN 201, FREN 202, or equivalent",,,Topics will vary. Study for credit must be approved by the department prior to departure.
FREN 402,French Civilization,nan,"FREN 201, FREN 202, or equivalent",,,"Survey of historical, philosophical, literary and artistic development of France from the beginning to the present."
FREN 404,French Syntax,nan,"FREN 201, FREN 202, or equivalent",,,Systematic review of French grammar.
FREN 405,Business French I,nan,"FREN 201, FREN 202, or equivalent",,,"Study of current vocabulary, terminology and practices used in the business world. Study of developments affecting the French business, industrial and agricultural communities."
FREN 406,Business French II,nan,"FREN 201, FREN 202, or equivalent",,,"Study of France’s position in the European Economic Community and of the development of French business law with emphasis on the obligations and rights of business people, the classification and organization of the various types of companies, the emission of contracts and other documents."
FREN 414,Paris et L’lle de France,nan,"FREN 201, FREN 202, or equivalent",,,"Visits to the major churches, cathedrals, castles, monuments, museums and neighborhoods in and around Paris."
FREN 416,Conversation,nan,"FREN 201, FREN 202, or equivalent",,,Practice in advanced conversation skills.
FREN 417,Modern France,nan,"FREN 201, FREN 202, or equivalent",,,In-depth study of different aspects of contemporary French civilization.
FREN 420,French Seminar,nan,"FREN 201, FREN 202, or equivalent",,,"In-depth study of an author, genre, movement, theme or period."
FREN 432,French Literature I,nan,"FREN 201, FREN 202, or equivalent",,,"A study of the major authors, works and movements of two successive centuries of French literature."
FREN 442,French Literature II,nan,"FREN 201, FREN 202, or equivalent",,,"A study of the major authors, works and movements of two successive centuries of French literature."
FREN 452,French Literature III,nan,"FREN 201, FREN 202, or equivalent",,,"A study of the major authors, works and movements of two successive centuries of French literature."
FREN 492,(1-4) Individual Study,nan,"FREN 201, FREN 202, or equivalent",,,Topics will vary.
FREN 494,Supervised French Study,nan,"FREN 201, FREN 202, or equivalent",,,Topics will vary. Study for credit must be approved by the department prior to departure.
FREN 497,Internship,nan,"FREN 201, FREN 202, or equivalent",,,
FREN 499,Individual Study,nan,"FREN 201, FREN 202, or equivalent",,,Gender and Women’s Studies
GWS 110,Introduction to Gender,4.0,,Purple,,"This course familiarizes students with the field of Gender and Women’s Studies. It focuses on major questions and approaches to understanding gender alongside race, class, and sexuality, among other identity categories."
GWS 110W,Introduction to Gender,4.0,,Purple,,"This course familiarizes students with the field of Gender and Women’s Studies. It focuses on major questions and approaches to understanding gender alongside race, class, and sexuality, among other identity categories."
GWS 120,Violence and Gender,4.0,,Purple,,"Students will examine the gendered and systematic nature of violence. Special attention will be given to the ways in which violence against women is perpetuated through interpersonal relationships and through institutions such as schools, the judicial system, welfare policies. The effects of internalized oppressions, such as internalized sexism, racism, and homophobia will be discussed. Emphasis on feminist analysis and building skills for educating ourselves and others about constructing non-violent cultures."
GWS 120W,Violence and Gender,4.0,,Purple,,"Students will examine the gendered and systematic nature of violence. Special attention will be given to the ways in which violence against women is perpetuated through interpersonal relationships and through institutions such as schools, the judicial system, welfare policies. The effects of internalized oppressions, such as internalized sexism, racism, and homophobia will be discussed. Emphasis on feminist analysis and building skills for educating ourselves and others about constructing non-violent cultures."
GWS 220,Sex and Gender Worldwide,4.0,,Purple,,"This course will examine women’s lives and activism, past and present, throughout the world. We will explore and evaluate individual and collective efforts to achieve social justice in the context of interlocking systems of oppression. Fall, Spring, Summer"
GWS 220W,Sex and Gender Worldwide,4.0,,Purple,,"This course will examine women’s lives and activism, past and present, throughout the world. We will explore and evaluate individual and collective efforts to achieve social justice in the context of interlocking systems of oppression. Fall, Spring, Summer"
GWS 222,"Gender, Law, & Justice",4.0,,,,"We explore the influence of gender on legal rights in the United States historically and today, focusing on constitutional rights, employment, education, reproduction, the family, gender-based violence, and related issues. We will study constitutional and statutory law as well as public policy. Race and ethnicity, sexual orientation, socioeconomic status, and additional intersecting identities will be examined. Diverse Cultures: Purple"
GWS 225,Queer America,4.0,,Gold,,"An introduction to the study of lesbian, gay, bisexual, and transgender communities and identities, including challenges to homophobia and heterosexism. We will explore social and historical constructions of LGBT identities as they vary across ethnic, class, and gender lines. Fall, Spring"
GWS 225W,Queer America,4.0,,Gold,,"An introduction to the study of lesbian, gay, bisexual, and transgender communities and identities, including challenges to homophobia and heterosexism. We will explore social and historical constructions of LGBT identities as they vary across ethnic, class, and gender lines. Fall, Spring"
GWS 230,"Gender, Race, and Popular Culture",4.0,,,,"Explores how popular culture shapes and mirrors our understandings of gender and sexuality and their intersections with race and class. Critically examines representations of gender and race in popular culture forms such as film, television, music, books, and the internet. Diverse Cultures: Purple"
GWS 250,"Health, Wealth, and Power",4.0,,Purple,,"In this course, students will learn about health disparities and the social determinants of health in the United States. We will analyze how gender, race, class, ability, and sexuality impact access to health resources (including the environment, food, and medical care) as well as health outcomes. In addition to individual barriers to health, we will analyze how institutions and structural factors impact health in America. Topics may include health disparities by race and ethnicity, barriers to LGBT health care, weight discrimination, reproductive justice, and environmental effects on health."
GWS 260,Selected Topics,nan,,,,"Offered according to student demand and instructor availability/ expertise, topics courses provide curriculum enrichment on an ongoing basis."
GWS 277,Individual Study,nan,Women’s Studies major/minor,,,Concentrated study and research in areas of student’s special interests/ expertise under supervision of a faculty member.
GWS 290,Workshop,nan,,,,Topics to be announced. May be retaken for credit.
GWS 310,Feminist Thought,4.0,,,,This course will introduce you to major theories of feminism as well as key issues in contemporary feminist thought. Students will have an opportunity to advance their own feminist thinking through engagement with a diversity of theoretical perspectives on gender. Fall
GWS 330,Feminist Activism and Social Justice,4.0,,,,"Students in this course will learn concrete examples of feminist and other social justice activism. Students will conceptualize, plan, and implement their own feminist activism project, and use research skills to contextualize their action within feminist scholarship. This course will give students a deeper introduction to contemporary feminist activism and its connections to other social justice movements in the United States."
GWS 340,Undergraduate Seminar,4.0,GWS 110 or GWS 220 or consent,,,This course explores an advanced topic in women’s and gender studies. Spring
GWS 411,Sexual Assault Victim Advocacy,4.0,,,,"Students will learn about the legal, cultural, and political factors that contribute to sexual assault and gendered violence. This course will combine hands-on training in activism from course instructors and community members in the field of sexual assault advocacy, as well as a background in theories of gender and sexual assault. Sexual assault advocates provide confidential services to victims of sexual violence, including hospital and legal advocacy, crisis counseling, and emotional support. Students who satisfactorily complete 40 hours of training will be certified as sexual assault advocates at the end of the semester. Diverse Cultures: Purple"
GWS 420,Identity Work in Women’s Reentry Experiences,4.0,,Gold,,"Applies sociological theories of identity to the experiences of women being released from prison. Taught at a women’s prison in Minnesota, and integrates MSU students with students drawn from the educational program located within the women’s prison. Same course as SOC 420. Credit allowed for only one of these courses."
GWS 440,Cultivating Inclusive Classrooms,4.0,,,,We explore key philosophical and methodological issues in feminist teaching with an emphasis on application of the material.
GWS 455,Sexuality & Queer Identities,4.0,,,,"This course explores the interconnections between sex, gender, and sexuality, with special attention to how institutions and communities shape experience and identity."
GWS 460,Selected Topics,nan,,,,"Offered according to student demand and instructor availability/ expertise, topics courses provide curriculum enrichment on an ongoing basis."
GWS 477,Individual Study,nan,Must be department major/minor,,,Concentrated study and research in areas of student’s special interests/ expertise under supervision of a faculty member.
GWS 490,Workshop,nan,,,,Topics to be announced. May be retaken for credit.
GWS 497,Internship: Teaching,nan,GWS 110 or GWS 220 and consent.,,,Students assist a faculty member in teaching a 100 or 200 level GWS course.
GWS 498,Internship: Community,nan,,,,"The Gender and Women’s Studies internship provides students with the opportunity to gain experience within an on-campus, off-campus private, public or community organization. This internship provides a means for pursuing an interest in a field of work, or within a particular organization; gaining work and/or activist experience and practical skills; making appropriate contacts which might be useful in establishing a future career. Geography"
GEOG 100,Elements of Geography,3.0,,Purple,,An introduction to Geography and its themes of study. The course will familiarize students with where places are located in the world together with their cultural and physical features. Students will be tasked to think critically and diversely about various cultures and features of the modern world.
GEOG 101,Introductory Physical Geography,4.0,,,,"An introduction to the science of understanding earth’s physical environment, with focus on the processes that drive fundamental earth systems. Includes investigation of natural hazards, earth-sun relationships, climate and climate change, weather, flora and fauna, soil, landforms, and surfaces processes driven by rivers, glaciers, wind, rock decay, gravity. North American and world-wide examples are used to demonstrate spatial distribution and interrelationships. Some coverage of human-environmental relations."
GEOG 102,World Regional Geography,3.0,,Purple,,"This course will introduce students to the diverse physical, social, environmental, economic, political, and cultural aspects of the major regions and countries of the world. Students will gain knowledge of the similarities and differences in the cultural and natural environments in various regions. Other areas introduced in this course will be the significance of each major region at the global scale; relationships between regions and their population; and ways and means by which people live their lives in diverse societies."
GEOG 103,Introductory Cultural Geography,3.0,,Purple,,"Cultural aspects of interactions between people and their environment focusing on spatial patterns of population, agriculture, politics, language, religion, industrialization, and urbanization. Emphasis is placed on the processes that create the cultural landscape and on management of land and natural resources."
GEOG 105,Introduction to Geospatial Technologies,3.0,,,,"This non-lab gateway course introduces geospatial thinking, scientific theories and cutting-edge technologies in Geospatial Science (GISc) through lectures and hands-on activities. It focuses on field data collection, space and ground based sensors, satellite imagery, aerial photography, LiDAR, digital mapping, data visualization, and geoanalytics. It prepares students for higher-level courses such as Cartography, Geographic Information Systems (GIS), Remote Sensing, and the Global Positioning System (GPS). Students will learn how to solve problem with a variety of geospatial science methods. Topics include interrelationships between environmental, economic and cultural systems, social and ecological dimensions of health, and natural resource issues."
GEOG 205,Precision Agriculture,3.0,,,,"This course objectives includes basic understanding of precision agriculture high tech equipment and strategies. Students will gain an understanding of the hardware, software and management strategies of precision agriculture. Areas of study will include GIS, GPS, remote sensing, differential correction, yield monitoring, and grid mapping. Farmworks software will be incorporated into the course."
GEOG 210W,Landscapes and Places,3.0,,,,Introduction to the concepts of landscape and place in a variety of geographical writings. Emphasizes works with strong regional overtones. The interaction between the physical and cultural environments is paramount. Field observation and integrating imagery into original student writing documents is also addressed.
GEOG 217,Weather,4.0,,,,"An examination of the processes involved in weather formation. Students will be introduced to weather map analysis, simple forecasting and observational techniques, and weather instruments."
GEOG 299,Individual Study,nan,Consent,,,"An assignment that is tailored to individual needs of a student. The instructor and the student arrange the type of project for the student, such as a term paper, readings, mapping, field investigation, or computer cartography."
GEOG 313,Natural Disasters,4.0,,,,An examination of the underlying causes of natural disasters occurring over the globe. Focus will be primarily upon weather and climate related disasters. Students will also be exposed to concepts of plate tectonics and how these affect the distribution of earthquakes and volcanism over the planet.
GEOG 315,Geomorphology,4.0,,,,"This course explores the scientific study of earth’s surface, through investigating landscapes and landforms, their characteristics, origin and evolution, and the biologic, chemical, and physical processes that create these landscapes and landforms through time. Fundamental linkages between process and form and climate/climate change, earth materials, geologic structures, plate tectonics, and biological systems will be examined. Implications of anthropogenic influences on processes and modification of earth’s surface will also be assessed. Laboratory exercises and field trips are required."
GEOG 340,United States,3.0,,,,Students will develop a knowledge of the similarities and contrasts in regional landscapes and cultures of the United States.
GEOG 342,Geography of Minnesota,3.0,,,,"The course involves the natural and human environments of Minnesota. The physical resources, population history, and current issues are emphasized."
GEOG 352,GIS for Crime Analysis,3.0,,,,"This is a hands-on, exercise-based GIS for Law Enforcement course analyzing the contemporary realities of the spatial and geographic aspects of crime. Students acquire practical tools necessary to conduct effective mapping and spatial analyses of crime using GIS software. Lab activities are designed to benefit those working with public safety and emergency response systems."
