Course ID,Course Name,Credit Count,Prerequisites
EET 458,Advanced Instrumentation,1,"25 hours of EET courses, or consent"
EET 461,Industrial Automation I,4,"EET 223, EET 384"
EET 462,Industrial Automation II,4,EET 461
EET 486,Digital Communications,3,"STAT 154, EET 456"
EET 487,RF Systems Technology,3,"PHYS 212, EET 223"
EET 491,In-Service,1-4,
EET 492,Integrated Circuit Technology,4,to be determined by course topic
EET 494,Global Experience in Engineering and Technology,1,
EET 497,Internship,1-6,
EET 498,Topics,1-4,to be determined by course topic
EET 499,Individual Study,1-4,
ELE 215,Introduction to Education and Instruction,4,
ELE 222W,Human Relations in a Multicultural Society,4,
ELE 240,Research,1-4,
ELE 310,Philosophy & Practices in the Middle School,3,
ELE 402,Introduction to Teaching Multilingual Children,3,
ELE 410,Creating Anti-Racist Environments with Field Experience,4,Admission to Professional Education and the Elementary Education program.
ELE 411,Evidence-Based Literacy Instruction in the Early Grades,4,Admission into Professional Education and the Elementary Education program
ELE 412,"Social Studies: Human Diversity, Power, & Opportunity in Elementary School",4,Admission into Professional Education and the Elementary Education program
ELE 413,Understanding the Needs of Individual Students,4,Admission into Professional Education and the Elementary Education program
ELE 420,Planning & Assessment for Diverse Learners with Field Experience,4,Admission into Professional Education and the Elementary Education program
ELE 421,Integrating Critical Literacies to Promote Equity Across the Elem Curriculum,4,Admission into Professional Education and the Elementary Education program
ELE 422,Mathematics Teaching and Learning for the Diverse Elementary Classroom,4,Admission into Professional Education and the Elementary Education program
ELE 423,Science Teaching and Learning for the Diverse Elementary Classroom,4,Admission into Professional Education and the Elementary Education program
ELE 428,Teaching Reading and Writing in the Content Areas,3,
ELE 431,Integrating Inquiry across the Elementary Curriculum,4,Admission into Professional Education and the Elementary Education program
ELE 432,Field Experience: Integrating Methods in the Elementary Classroom,4,Admission into Professional Education and the Elementary Education program
ELE 433,Integrating Inclusive Practices to Promote Learners¿ Diverse Development,4,
ELE 436,Engineering for Elementary Teachers,2,Admission into Professional Education and the Elementary Education program
ELE 440,Student Teaching,12,Admission into Professional Education and the Elementary Education program
ELE 446,Educational Technology-STEM,2,
ELE 451,Middle level practicum,1-2,
ELE 456,Special Topics: STEM for Elementary Teachers,1,
ELE 467,"Integrating Science, Technology, Engineering, and Math for Elem Teachers",2,
ELE 470,Field Experience in STEM,4,
ELE 494,Student Teaching Middle School,4,
ELE 496,Internship,3-6,
ELE 499,Individual Study,1-4,
ENG 100,Academic Reading and Writing,4,
ENG 101,Foundations of Writing & Rhetoric,4,
ENG 105,"Race, Rhetoric, and Representation",4,
ENG 110,Introduction to Literature,4,ENG 101
ENG 112W,Why Literature Matters,4,ENG 101
ENG 125,International Children's Literature,4,
ENG 146,Introduction to Shakespeare,4,ENG 101
ENG 201W,Writing Technologies,4,ENG 101
ENG 211W,Literature and Human Diversity,4,ENG 101
ENG 212W,World Literature,4,ENG 101
ENG 213W,Literature and Ethics,4,ENG 101
ENG 214,Environmental Humanities,4,ENG 101
ENG 215,Topics in Literature,2-4,
ENG 271W,Technical Communication,4,ENG 101
ENG 272W,Business Communication,4,
ENG 273W,Agricultural Communication,4,
ENG 275W,Introduction to Literary Studies,4,ENG 101
ENG 285,Practical Grammar,2,ENG 101 and permission of instructor
ENG 301W,Advanced Writing,4,ENG 101 and permission of instructor
ENG 316,Topics in Literature,1-4,
ENG 317,Literature & the Environment,4,
ENG 318,Multicultural Literature,2-4,
ENG 319,Animals and Literature,4,
ENG 322,Topics in British Literature,4,
ENG 323,Topics in US Literature,4,
ENG 325,Children's Literature,3,
ENG 361,"Teaching English: Literature, Grades 5-12",4,
ENG 362,"Teaching English: Writing, Grades 5-12",4,
ENG 381,Introduction to English Linguistics,4,
ENG 385,Introduction to Sociolinguistics,4,
ENG 401,(4.00) Topics in Writing Studies,4,
ENG 402W,Gender in Literature,4,
ENG 403W,Selected Authors,4,
ENG 407,Shakespeare,4,Consent
ENG 410,21st Century Literature,1-4,ENG 275W
ENG 412W,Arab American Literature,4,
ENG 425,Topics in Children's Literature,2-4,
ENG 426,Selected Periods,2-4,
ENG 430,Independent Reading,1-4,Consent
ENG 433W,Selected Studies in World Literature,4,
ENG 435,The World Novel,2-4,
ENG 436W,Native American Literature,4,
ENG 437W,Latina/o Literature,2-4,
ENG 438W,African American Literature,4,
ENG 441,Literary Theory and Criticism,4,6 semester credits in literature
ENG 455,Advanced Writing Workshop,4,"ENG 201W, ENG 301W"
ENG 461,World Literature for Children and Young Adults,2-4,
ENG 463,Adolescent Literature,3,
ENG 464,Teaching Literature in the Middle School,3,
ENG 466,Usability,4,ENG 271W or ENG 272W
ENG 467,International Technical Communication,1-4,
ENG 469,Project Management in Technical Communication,4,Consent
ENG 470,Independent Writing,1-4,Consent
ENG 471,Visual Technical Communication,4,
ENG 472,Topics in Technical Communication,1-4,
ENG 473,Desktop Publishing,4,ENG 271W or ENG 272W
ENG 474W,Research and Writing Technical Reports,4,ENG 271W or ENG 272W
ENG 475,Editing Technical Publications,4,
ENG 477W,"Technical Documentation, Policies, and Procedures",4,
ENG 478,Technical and Scientific Literature,4,
ENG 479,Rhetorical Theory Applied to Technical Documents,4,
ENG 480,Proposals,4,
ENG 481,History of the English Language,4,
ENG 482,Teaching Listening and Speaking to English Learners,4,
ENG 483,Writing About Health and Medicine,4,
ENG 484,Teaching Grammar and Vocabulary to English Learners,4,
ENG 486,Theories of Second Language Teaching and Learning,4,
ENG 487,Teaching Reading and Writing to English Learners,4,
ENG 489,"Policies, Programs, and Assessment for K-12 English Learners",4,
ENG 491,Teaching Language & Language Learners in the Inclusive Elementary Classroom,4,
ENG 492,Selected Topics,2-4,
ENG 494,English Workshop,1-6,
ENG 496,Senior Seminar in English Studies,4,Consent
ENG 498,Internship,1-6,
ENG 499,Individual Study,1-4,Consent
ENGR 110,Introduction to Project-based Engineering,3,
ENGR 240,Linear Circuit Analysis and Design,3,Recipient of a MAX scholarship or instructor consent
ENGR 241,Linear Circuit Analysis and Design Laboratory,1,ENGR 240
ENGR 276,Technical Communication for Integrated Engineering,1-3,ENG 101
ENGR 277,Research Writing for Engineers,1,ENG 101
ENGR 293,MAX Scholar Seminar,1,Recipient of a MAX scholarship or instructor consent
ENGR 296,Topics in Engineering,1-4,
ENGR 299,Bridge to Project-based Engineering,3,Admission to Integrated Engineering major or consent.
ENGR 300,Introduction to Engineering Design for Non-Majors,4,Students must be admitted to the Department of Integrated Engineering minor or certificate programs.
ENGR 301,Design I,3,
ENGR 302,Design II,3,"Prerequisites: Admission to major, minor or certificate programs."
ENGR 311W,Professionalism I,3,
ENGR 312W,Professionalism II,3,ENGR 311W
ENGR 321,Engineering Core: Statistics,1,"Admission to major, minor or certificate programs."
ENGR 322,Engineering Core: Programming/Modeling,1,"Admission to major, minor or certificate programs."
ENGR 331,Mechanical Core: Dynamic Systems,1,Admission to program.
ENGR 332,Mechanical Core: Fluid Mechanics,1,Admission to program.
ENGR 333,Mechanical Core: Manufacturing Processes,1,Admission to program.
ENGR 334,Mechanical Core: Material Science,1,Admission to program.
ENGR 335,Mechanical Core: Mechanics of Materials,1,Admission to program.
ENGR 336,Mechanical Core: Thermodynamics,1,Admission to program.
ENGR 341,Electrical Core: AC Circuits,1,Admission to program.
ENGR 342,Electrical Core: Control Theory,1,Admission to program.
ENGR 343,Electrical Core: Digital Logic,1,Admission to program.
ENGR 344,Electrical Core: Electronics,1,Admission to program.
ENGR 345,Electrical Core: Instrumentation,1,Admission to program.
ENGR 346,"Electrical Core: Motors, Generators & Transformers",1,Admission to program.
ENGR 350,Elective Technical Competency,1-2,"Admission to major, minor or certificate programs."
ENGR 351,Elective Technical Competency in Electrical Engineering,1-2,"Admission to major, minor or certificate programs."
ENGR 352,Elective Technical Competency in Mechanical Engineering,1-2,"Admission to major, minor or certificate programs."
ENGR 353,Elective Technical Competency in Systems Engineering,1-2,"Admission to major, minor or certificate programs."
ENGR 354,Elective Technical Competency in Programming,1-2,"Admission to major, minor or certificate programs."
ENGR 355,Elective Technical Competency in Modern Engineering Tools,1-2,"Admission to major, minor or certificate programs."
ENGR 398,CPT: Co-Operative Experience,0,MATH 223. At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
ENGR 401,Capstone Design I,3,"ENGR 302, ENGR 312W. At least 14 credits earned in technical competencies."
ENGR 402,Capstone Design II,3,Consent
ENGR 411W,Professionalism III,3,ENGR 312W
ENGR 412W,Professionalism IV,3,"ENGR 401, ENGR 411W"
ENGR 421,Advanced Engineering Core: Engineering Economics,1,"Admission to major, minor or certificate programs."
ENGR 422,Advanced Engineering Core: Entrepreneurship,1,"Admission to major, minor or certificate programs."
ENGR 431,Mechanical Advanced Competency: Heat Transfer,1,"Admission to major, minor or certificate programs."
ENGR 432,Mechanical Advanced Competency: Structural Analysis,1,"Admission to major, minor or certificate programs."
ENGR 441,Advanced Electrical Core: Electricity & Magnetism,1,"Admission to major, minor or certificate programs."
ENGR 442,Electrical Advanced Competency: Signals & Systems,1,"Admission to major, minor or certificate programs."
ENGR 450,Advanced Technical Competency,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 451,Advanced Technical Competency in Electrical Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 452,Advanced Technical Competency in Mechanical Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 453,Advanced Technical Competency in Biomedical Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 454,Advanced Technical Competency in Chemical Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 455,Advanced Technical Competency in Computer Engr,1-8,
ENGR 456,Advanced Technical Competency in Engineering Management,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 457,Advanced Technical Competency in Environmental Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 458,Advanced Technical Competency in Industrial Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 459,Advanced Technical Competency in Manufacturing Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 460,Advanced Technical Competency in Materials Science and Engineering,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 461,Advanced Technical Competency in Process Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 462,Advanced Technical Competency in Systems Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 463,Advanced Technical Competency in Transportation Engr,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 464,Advanced Technical Competency in Aerospace Engineering,1-8,
ENGR 465,Advanced Technical Competency in Aerosol Engineering,1-8,
ENGR 475,Advanced Technical Competency in Combustion,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 476,Advanced Technical Competency in Entrepreneurship,1-8,"In-depth, advanced study of an engineering area related to an engineering project or foundation topic in the focus area of Entrepreneurship. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work."
ENGR 477,Advanced Technical Competency in Leadership,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 478,Advanced Technical Competency in Renewable Energy,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 479,Advanced Technical Competency in Structural Analysis,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 480,Advanced Technical Competency in Microelectronics,1-8,"Admission to major, minor or certificate programs and faculty approval for study that extends a core topic area."
ENGR 492,Seminar,1,
ENGR 493,MAX Scholar Seminar,1,Recipient of a MAX scholarship or instructor consent.
ENGR 494,Global Experience in Engineering and Technology,1,
ENGR 496,Selected Topics in Engineering,1-4,Consent
ENGR 498,Senior Thesis,3,"ISAT 302, Admission to ISAT program."
ENVR 101,Perspectives in Environmental Science,4,
ENVR 440,Environmental Regulations,3,
ENVR 450,Environmental Pollution & Control,3,1 year CHEM
ENVR 460,Analysis of Pollutants,4,
ENVR 470,Environmental Assessment,3,ENVR 440
ENVR 480,Senior Research,1-6,
ENVR 498,Internship,1-6,
ENVR 499,Individual Study,1-6,
ETHN 100,American Racial Minorities,3,
ETHN 101,Introduction to Multicultural & Ethnic Studies,3,
ETHN 150,Multi-Cultural/Ethnic Experience,3,
ETHN 200,Interracial/Interethnic Dating/Marriage,3,Two other ETHN courses.
ETHN 201W,Perspectives on African Americans,3,
ETHN 203W,Perspectives on Asian Americans,3,
ETHN 204W,Perspectives on Latinos/Hispanics,3,
ETHN 220W,Civil Rights in the U.S.,3,
ETHN 295,Selected Topics,1-4,
ETHN 296,Workshop,1-3,
ETHN 299,Individual Study,1-3,Two other ETHN courses.
ETHN 310,Environmental Racism,3,
ETHN 330,Immigration and Ethnicity,3,
ETHN 380,Perspectives on Multiracial Identities in the United States,3,
ETHN 400,Cultural Pluralism,3,
ETHN 401,Applied Cultural Research,3,"ETHN 100 or ETHN 101 or ETHN 150, or Consent"
ETHN 402W,Ethnic Research Methods/Skills,3,"ETHN 100 or ETHN 101 or ETHN 150, or Consent"
ETHN 405,Perspectives on New Immigrants,3,
ETHN 410,Foundations of Oppression,3,ETHN 100 or ATHN 400
ETHN 420,African American Studies,3,ETHN 110 or ETHN 400 or consent
ETHN 440,Asian American Studies,3,"ETHN 400, or consent"
ETHN 450,Latino/Hispanic Studies,3,"ETHN 400, or consent"
ETHN 460,Urban Minority Problems,3,
ETHN 470,Women of Color,3,"ETHN 400, or consent"
ETHN 482,African American Civil Rights Movement,3,
ETHN 486,Racial and Ethnic Politics,3,
ETHN 490,Racial/Ethnic Families in the U.S.,3,"ETHN 400, or consent"
ETHN 495,Selected Topics,3,2 ETHN courses at 300/400 level
ETHN 496,Workshop,1-3,
ETHN 497,Internship,1-10,ETHN major or minor
ETHN 498,College Teaching Internship,1-6,
ETHN 499,Individual Study,1-3,2 ETHN courses at 300/400 level
EXED 202,Introduction to Experiential Education,3,
EXED 490,Workshop,1-3,
EXED 499,Individual Study,1-3,
FCS 100,Personal & Family Living,3,
FCS 101,Introduction to Family Consumer Science,3,
FCS 120,Clothing and People,3,
FCS 140,Introduction to Nutrition,3,
FCS 150,Cooking and Culture,3,
FCS 202,Introduction to Child Life Specialist,3,
FCS 203,End of Life Care,3,
FCS 242,Nutrition for Healthcare Professionals,3,Select One Course: CHEM 106 or CHEM 111
FCS 260,"Child Health, Safety, and Nutrition",3,
FCS 270,Family Housing,3,
FCS 275,Consumers in the Economy,3,
FCS 280,Food Systems and Policy,3,
FCS 284,Career and Technical Education,3,
FCS 301,Lifespan Development,3,
FCS 303,Working With Families,3,
FCS 331,Clothing Construction and Textiles,3,
FCS 340,Food Science,4,FCS 150
FCS 360,Romantic Relationships,3,
FCS 375,Foodservice Management Principles,3,
FCS 376,Quantity Food Production,4,"FCS 340, FCS 375"
FCS 380,Nutrition Focused Assessment,3,FCS 242
FCS 400,Culturally Diverse Family Systems,3,
FCS 401,Family Life Development,3,
FCS 402,Play and Child Development,3,
FCS 403,Parents and Peers and Adolescent Development,3,
FCS 414W,Family Policy and Ethics,3,
FCS 439,Nutrition for Physical Activity and Sport,3,FCS 140 or FCS 242
FCS 440,Advanced Human Nutrition,3,"CHEM 111, FCS 242"
FCS 460,Foundations of Medical Nutrition Therapy,3,"HLTH 321, FCS 380, FCS 440"
FCS 462,Advanced Medical Nutrition Therapy,3,FCS 460 or FCS 560
FCS 463,Nutrient Metabolism and Genetics,2,FCS 460 or FCS 560
FCS 473,Consumer Protection,3,
FCS 474,Community Resources and Family Support,3,
FCS 476,Nutrition Across the Lifecycle,3,FCS 242
FCS 478,Family Finance,3,"FCS 340, ServSafe Certified"
FCS 479,FCS Research,1-6,
FCS 480W,Applied Food Science,3,"FCS 340, ServSafe Certified"
FCS 482,Family Life Education,3,
FCS 483,Adult and Technical Education in Family Consumer Science,3,
FCS 484,Program Development in Family Consumer Science,3,
FCS 488,Parenting Education,3,Consent
FCS 493,Supervised Experiential Learning,1-6,
FCS 494,Family Life Education Practicum,1-3,
FCS 496,Selected Topics: CDFS,2-3,
FCS 497,Internship,1-6,Consent
FCS 499,Individual Study,1-6,
FILM 110,Film Appreciation,4,
FILM 114,Introduction to Film,4,
FILM 210W,Film Genres,4,
FILM 214,Topics in Film Studies,4,
FILM 216W,Writing About Film,4,
FILM 217,Introduction to Film Production,4,
FILM 275,Independent Cinema,4,
FILM 317,Advanced Film Production,4,FILM 217 or permission of instructor
FILM 334W,International Cinema,4,
FILM 342,Film Performance Analysis,4,
FILM 402,Film History I (1895-1960),4,
FILM 412,Film History II (1961-Present),4,
FILM 416,Film Theory and Criticism,4,FILM 402 or FILM 412
FILM 472,Film Authorship,4,Consent of instructor
FILM 493,Advanced Topics in Film Studies,1-4,
FILM 498,Internship,1-6,Consent of instructor
FILM 499,Individual Study,1-4,Consent of instructor
FINA 100,Personal Financial Management,3,
FINA 362,Business Finance,3,ACCT 200
FINA 372,Special Topics in Finance,3,
FINA 375,Business Analytics,3,"ECON 207, STAT 154"
FINA 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op contract; other prerequisites may also apply.
FINA 400,Financial Analysis Using Excel,3,FINA 362
FINA 458,Estate Planning,3,FINA 100 or FINA 362
FINA 459,Personal Financial Planning,3,"ACT 330, FINA 458, FINA 460, FINA 470. Select FINA 100 or FINA 362."
FINA 460,Investments,3,FINA 362
FINA 461,Advanced Corporate Finance,3,FINA 362
FINA 462,Strategic Financial Management,3,FINA 362
FINA 463,Equity Valuation,3,FINA 362 and FINA 460
FINA 464,Financial Institutions and Markets,3,FINA 362
FINA 466,Retirement Planning,3,FINA 100 or FINA 362
FINA 467,Insurance and Risk Management,3,
FINA 470,Personal Insurance,3,
FINA 475,Business Analytics II,3,FINA 375
FINA 477,Real Estate,3,FINA 100 or FINA 362
FINA 480,Options and Futures,3,FINA 362
FINA 482,Risk Management for Financial Institutions,3,FINA 362
FINA 490,Debt Markets,3,Permission Required
FINA 492,Study Tour,1-3,Permission Required
FINA 493,Maverick Fund,3,Permission Required
FINA 497,Internship,1-9,Permission Required
FINA 498,Internship,3,Permission Required
FINA 499,Individual Study,1-3,Permission Required
FREN 101,Elementary French I,5,
FREN 102,Elementary French II,5,FREN 101 or equivalent
FREN 201,Intermediate French I,4,One year university French or equivalent
FREN 202,Intermediate French II,4,"FREN 101, FREN 102, or equivalent"
FREN 214,Paris et L'lle de France,1-3,"FREN 101, FREN 102, or equivalent"
FREN 216,Conversation,1-4,"FREN 101, FREN 102, or equivalent"
FREN 217,Modern France,1-3,"FREN 101, FREN 102, or equivalent"
FREN 218,On Y Va,1,
FREN 261,Conversation & Pronunciation,1-3,"FREN 201, FREN 202, or equivalent"
FREN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,
FREN 293,Supervised Study in French-Speaking Countries,1-6,"FREN 101, FREN 102, or equivalent"
FREN 299,Individual Study,1-4,
FREN 301,Third Year Vocabulary Review,3,"FREN 201, FREN 202, or equivalent"
FREN 302W,Composition,2-4,"FREN 201, FREN 202, or equivalent"
FREN 304,Third Year Grammar Review,3,"FREN 201, FREN 202, or equivalent"
FREN 305,France Today,1-4,"FREN 201, FREN 202, or equivalent"
FREN 314,Paris et L'lle de France,1-3,"FREN 201, FREN 202, or equivalent"
FREN 315,Composition,1-3,"FREN 201, FREN 202, or equivalent"
FREN 316,Conversation,1-4,"FREN 201, FREN 202, or equivalent"
FREN 317,Modern France,1-3,"FREN 201, FREN 202, or equivalent"
FREN 318,Introduction to Business French,1-4,"FREN 201, FREN 202, or equivalent"
FREN 322,Listening Comprehension and Pronunciation,1-3,"FREN 201, FREN 202, or equivalent"
FREN 323,French Phonetics & Applied Linguistics,2-4,"FREN 201, FREN 202, or equivalent"
FREN 350,Introduction to French Literature,3,"FREN 201, FREN 202, or equivalent"
FREN 366,Oral Communication,1-6,"FREN 201, FREN 202, or equivalent"
FREN 393,Supervised Study in French-Speaking Countries,1-6,"FREN 201, FREN 202, or equivalent"
FREN 402,French Civilization,3-4,"FREN 201, FREN 202, or equivalent"
FREN 404,French Syntax,2-4,"FREN 201, FREN 202, or equivalent"
FREN 405,Business French I,2-4,"FREN 201, FREN 202, or equivalent"
FREN 406,Business French II,2-4,"FREN 201, FREN 202, or equivalent"
FREN 414,Paris et L'lle de France,1-3,"FREN 201, FREN 202, or equivalent"
FREN 416,Conversation,1-4,"FREN 201, FREN 202, or equivalent"
FREN 417,Modern France,1-3,"FREN 201, FREN 202, or equivalent"
FREN 420,French Seminar,1-4,"FREN 201, FREN 202, or equivalent"
FREN 432,French Literature I,1-4,"FREN 201, FREN 202, or equivalent"
FREN 442,French Literature II,1-4,"FREN 201, FREN 202, or equivalent"
FREN 452,French Literature III,1-4,"FREN 201, FREN 202, or equivalent"
FREN 492,(1-4) Individual Study,1-4,"FREN 201, FREN 202, or equivalent"
FREN 494,Supervised French Study,1-6,"FREN 201, FREN 202, or equivalent"
FREN 497,Internship,1-6,"FREN 201, FREN 202, or equivalent"
FREN 499,Individual Study,1-4,"FREN 201, FREN 202, or equivalent"
FYEX 100,First Year Seminar,1,
GEOG 100,Elements of Geography,3,
GEOG 101,Introductory Physical Geography,4,
GEOG 102,World Regional Geography,3,
GEOG 103,Introductory Cultural Geography,3,
GEOG 105,Introduction to Geospatial Technologies,3,
GEOG 205,Precision Agriculture,3,
GEOG 210W,Landscapes and Places,3,
GEOG 217,Weather,4,Consent
GEOG 299,Individual Study,1-3,Consent
GEOG 313,Natural Disasters,4,
GEOG 315,Geomorphology,4,
GEOG 340,United States,3,
GEOG 342,Geography of Minnesota,3,
GEOG 352,GIS for Crime Analysis,3,
GEOG 370,Cartographic Techniques,4,
GEOG 373,Introduction to Geography Information Systems,4,
GEOG 401,Colloquium,1,
GEOG 409,Selected Topics,1-4,
GEOG 410,Climatic Environments,3,
GEOG 411,Soils Geomorphology,4,
GEOG 412,Advanced Weather,4,GEOG 217
GEOG 413,Soil Conservation,4,
GEOG 414,Biogeography,3,
GEOG 415,Earth Surface Processes,4,Either GEOG 101 or GEOL 121 and GEOG 315 or 415 are recommended. Or instructor consent.
GEOG 416W,Fluvial Geomorphology and Hydrology,4,Either GEOG 101 or GEOL 121 and GEOG 315 or 415 are recommended. Or instructor consent.
GEOG 417,Quaternary Environments and Climatic Change,4,Either GEOG 101 or ANTH 210; We strongly encourage students to take GEOG 315 before enrolling. GEOL 121 can be substituted for GEOG 101 with instructor permission.
GEOG 420,Conservation of Natural Resources,3,
GEOG 425,Economic Geography,3,
GEOG 428,Human Migration,3,
GEOG 435,Urban Geography,3,
GEOG 436,Rural Geography,3,
GEOG 437,Political Geography,3,
GEOG 438,Social Geography,3,
GEOG 439,Transportation Modeling & GIS,4,
GEOG 440,Field Studies,1-4,
GEOG 445,Latin America,3,
GEOG 446,Canada,3,
GEOG 450,Europe,3,
GEOG 458,Geography of East Asia,3,
GEOG 471,Digital Field Mapping with GPS,4,GEOG 373 or equivalent
GEOG 473,Intermediate GIS,4,GEOG 373
GEOG 474,Introduction to Remote Sensing,4,
GEOG 475,Open-Source GIS,4,"GEOG 373, GEOG 474"
GEOG 476,Spatial Statistics,3,Consent
GEOG 477,Topics in Techniques,1-3,Consent
GEOG 478,Spatial Analysis with GIS,3,"Prerequisite: GEOG 373, or 473/573, or permission of instructor."
GEOG 479,GIS Practicum,1-4,"Prerequisite: GEOG 373, or 473/573, or permission of instructor."
GEOG 480,Seminar,1-4,
GEOG 481,GIS and Environmental Hazards,3,GEOG 373
GEOG 482,GIS for Natural Resources,4,GEOG 373
GEOG 483,Cloud Mapping & Visualization,4,GEOG 373
GEOG 484,Web GIS,4,
GEOG 485,GIS Programming,4,Consent
GEOG 491,Senior Paper,1-4,
GEOG 497,(1-10) Internship,1-10,Consent
GEOG 499,Individual Study,1-3,Consent
GEOL 100,Our Geologic Environment,3-4,
GEOL 104,Introduction to Soil Science,4,
GEOL 107,Environmental Justice in Geoscience,4,
GEOL 108,Oceans of the World,3,
GEOL 121,Physical Geology,4,
GEOL 122,Earth History,4,
GEOL 201,Elements of Mineralogy,4,GEOL 100 or GEOL 107 or GEOL 121
GEOL 291,Introduction to Water and Soil Analysis,2,
GEOL 302,Petrology,4,GEOL 201
GEOL 310,Earth and Space Systems,3,"Select one course: GEOL 100, GEOL 107, GEOL 121"
GEOL 320W,Sedimentology and Stratigraphy,4,"Select one course: GEOL 100, GEOL 107, GEOL 121"
GEOL 330,Structural Geology,4,GEOL 100 or GEOL 121 and GEOL 122
GEOL 401,Field Studies,1-3,GEOL 100 or GEOL 121 and GEOL 122
GEOL 410,Glacial Geology,3,GEOL 100 or GEOL 107 or GEOL 121
GEOL 430,Intro to Geophysics and Seismology,3,"GEOL 121, GEOL 122, GEOL 201, GEOL 320W, GEOL 330"
GEOL 440,Geology Field Camp,4-8,"GEOL 121, GEOL 122, GEOL 201, GEOL 320W, GEOL 330"
GEOL 449,Applied Soil Science and Surface Hydrology,4,GEOL 100 GEOL 104 or GEOL 107 or GEOL 121
GEOL 450,Hydrogeology,3,GEOL 100 or GEOL 107 or GEOL 121
GEOL 460,Soil Biogeochemistry,3,"GEOL 104, and CHEM 191 or CHEM 201"
GEOL 490,Workshop,1-4,
GEOL 495,Seminar,2,GEOL 201
GEOL 497,Internship,1-10,
GEOL 499,Individual Study,1-5,
GER 101,Elementary German I,4,
GER 102,Elementary German II,4,GER 101 or equivalent
GER 150W,The German-Speaking Countries: An Interdisciplinary Introduction,4,
GER 201,Intermediate German I,4,GER 102 or equivalent
GER 202,Intermediate German II,4,Two years of university level German or equivalent.
GER 280W,Parallel Worlds: Exploring Cultures & Symbols,4,
GER 293,Supervised Study Abroad: Intermediate,1-4,
GER 299,Individual Study,1-4,as appropriate for level of project
GER 340,German Topics in Language,1-4,Two years of university level German or equivalent.
GER 341,German Composition and Conversation,4,Intermediate Sequence
GER 342,Selected Readings,1-4,Completion of GER 202 or equivalent
GER 343,German Civilization,1-4,Completion of GER 202 or equivalent
GER 393,Supervised Study Abroad,1-6,Intermediate Sequence
GER 441,Conversation and Composition,4,Completion of a least one 300 level German course.
GER 442,German Literature,1-4,Completion of readings GER 302 or equivalent
GER 443,Topics in German Studies,1-4,
GER 445,Topics in German Linguistics,1-4,Completion of a least one 300 level German course.
GER 460,Topics in German Cinema,4,As appropriate for level of project
GER 490,Senior Capstone Project,1-4,"GER 340, GER 341, GER 342, GER 343, GER 441. Student has to be admitted as a German major or minor and of senior standing."
GER 493,Supervised Study Abroad: Advanced,1-6,Experience appropriate for level of credit
GER 497,Internship,1-6,Experience appropriate to project
GER 499,Individual Study,1-4,As appropriate for level of project
GERO 200,Family Dynamics of Aging,3,
GERO 200W,(3.00) Family Dynamics of Aging,3,
GERO 398,CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
GERO 450,Innovations in Aging Policy,3,
GERO 480,Long-Term Care Administration,3,
GERO 485,Topics in Gerontology,1-3,
GERO 487,Long-Term Care Regulatory Management,3,by application and consent only
GERO 490,Workshop,1-3,
GERO 491,In-Service,1-6,
GERO 497,Internship,1-6,Consent
GERO 498,Practicum: Nursing Home Administration,1-6,by application and consent only
GERO 499,Individual Study in Gerontology,1-4,
GWS 110,Introduction to Gender,4,
GWS 110W,Introduction to Gender,4,
GWS 120,Violence and Gender,4,
GWS 120W,Violence and Gender,4,
GWS 220,Sex and Gender Worldwide,4,
GWS 220W,Sex and Gender Worldwide,4,
GWS 222,"Gender, Law, & Justice",4,
GWS 225,Queer America,4,
GWS 225W,Queer America,4,
GWS 230,"Gender, Race, and Popular Culture",4,
