Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
FILM 317,Advanced Film Production,4 credits,N/A,N/A,N/A
FILM 334W,International Cinema,4 credits,N/A,N/A,N/A
FILM 342,Film Performance Analysis,4 credits,N/A,N/A,N/A
FILM 402,Film History I (1895-1960),4 credits,N/A,N/A,N/A
FILM 412,Film History II (1961-Present),4 credits,N/A,N/A,N/A
FILM 416,Film Theory and Criticism,4 credits,N/A,N/A,N/A
FILM 493,Advanced Topics in Film Studies,1-4 credits,N/A,N/A,N/A
FILM 498,Internship,1-6 credits,N/A,N/A,N/A
FILM 499,Individual Study,1-4 credits,N/A,N/A,N/A
FINA 100,Personal Financial Management,3 credits,N/A,N/A,N/A
FINA 362,Business Finance,3 credits,N/A,N/A,N/A
FINA 375,Business Analytics,3 credits,N/A,N/A,N/A
FINA 400,Financial Analysis Using Excel,3 credits,N/A,N/A,N/A
FINA 460,Investments,3 credits,N/A,N/A,N/A
FINA 470,Personal Insurance,3 credits,N/A,N/A,N/A
FINA 475,Business Analytics II,3 credits,N/A,N/A,N/A
FINA 493,Maverick Fund,3 credits,N/A,N/A,N/A
FINA 497,Internship,1-9 credits,N/A,N/A,N/A
FINA 498,Internship,3 credits,N/A,N/A,N/A
FINA 499,Individual Study,1-3 credits,P,N/A,N/A
FYEX 100,First Year Seminar,1 credits,N/A,N/A,N/A
FREN 101,Elementary French I,5 credits,N/A,N/A,N/A
FREN 102,Elementary French II,5 credits,N/A,N/A,N/A
FREN 201,Intermediate French I,4 credits,N/A,N/A,N/A
FREN 202,Intermediate French II,4 credits,N/A,N/A,N/A
FREN 214,Paris et L’lle de France,1-3 credits,N/A,N/A,N/A
FREN 216,Conversation,1-4 credits,N/A,N/A,N/A
FREN 217,Modern France,1-3 credits,N/A,N/A,N/A
FREN 218,On Y Va,1 credit,N/A,N/A,N/A
FREN 261,Conversation & Pronunciation,1-3 credits,N/A,N/A,N/A
FREN 299,Individual Study,1-4 credits,N/A,N/A,N/A
FREN 301,Third Year Vocabulary Review,3 credits,N/A,N/A,N/A
FREN 302W,Composition,2-4 credits,N/A,N/A,N/A
FREN 304,Third Year Grammar Review,3 credits,N/A,N/A,N/A
FREN 305,France Today,1-4 credits,N/A,N/A,N/A
FREN 314,Paris et L’lle de France,1-3 credits,N/A,N/A,N/A
FREN 315,Composition,1-3 credits,N/A,N/A,N/A
FREN 316,Conversation,1-4 credits,N/A,N/A,N/A
FREN 317,Modern France,1-3 credits,N/A,N/A,N/A
FREN 318,Introduction to Business French,1-4 credits,N/A,N/A,N/A
FREN 322,Listening Comprehension and Pronunciation,1-3 credits,N/A,N/A,N/A
FREN 323,French Phonetics & Applied Linguistics,2-4 credits,N/A,N/A,N/A
FREN 350,Introduction to French Literature,3 credits,N/A,N/A,N/A
FREN 366,Oral Communication,1-6 credits,N/A,N/A,N/A
FREN 402,French Civilization,3-4 credits,N/A,N/A,N/A
FREN 404,French Syntax,2-4 credits,N/A,N/A,N/A
FREN 405,Business French I,2-4 credits,N/A,N/A,N/A
FREN 406,Business French II,2-4 credits,N/A,N/A,N/A
FREN 414,Paris et L’lle de France,1-3 credits,N/A,N/A,N/A
FREN 416,Conversation,1-4 credits,N/A,N/A,N/A
FREN 417,Modern France,1-3 credits,N/A,N/A,N/A
FREN 420,French Seminar,1-4 credits,N/A,N/A,N/A
FREN 432,French Literature I,1-4 credits,N/A,N/A,N/A
FREN 442,French Literature II,1-4 credits,N/A,N/A,N/A
FREN 452,French Literature III,1-4 credits,N/A,N/A,N/A
FREN 492,(1-4) Individual Study,1-4 credits,N/A,N/A,N/A
FREN 494,Supervised French Study,1-6 credits,N/A,N/A,N/A
FREN 497,Internship,1-6 credits,F,N/A,N/A
FREN 499,Individual Study,1-4 credits,F,N/A,N/A
GWS 110,Introduction to Gender,4 credits,N/A,N/A,N/A
GWS 110W,Introduction to Gender,4 credits,N/A,N/A,N/A
GWS 120,Violence and Gender,4 credits,N/A,N/A,N/A
GWS 120W,Violence and Gender,4 credits,N/A,N/A,N/A
GWS 220,Sex and Gender Worldwide,4 credits,N/A,N/A,N/A
GWS 220W,Sex and Gender Worldwide,4 credits,N/A,N/A,N/A
GWS 222,"Gender, Law, & Justice",4 credits,N/A,N/A,N/A
GWS 225,Queer America,4 credits,N/A,N/A,N/A
GWS 225W,Queer America,4 credits,N/A,N/A,N/A
GWS 230,"Gender, Race, and Popular Culture",4 credits,N/A,N/A,N/A
GWS 250,"Health, Wealth, and Power",4 credits,N/A,N/A,N/A
GWS 260,Selected Topics,1-4 credits,N/A,N/A,N/A
GWS 277,Individual Study,1-6 credits,N/A,N/A,N/A
GWS 290,Workshop,1-4 credits,N/A,N/A,N/A
GWS 310,Feminist Thought,4 credits,N/A,N/A,N/A
GWS 330,Feminist Activism and Social Justice,4 credits,N/A,N/A,N/A
GWS 340,Undergraduate Seminar,4 credits,N/A,N/A,N/A
GWS 411,Sexual Assault Victim Advocacy,4 credits,N/A,N/A,N/A
GWS 420,Identity Work in Women’s Reentry Experiences,4 credits,N/A,N/A,N/A
GWS 440,Cultivating Inclusive Classrooms,4 credits,N/A,N/A,N/A
GWS 455,Sexuality & Queer Identities,4 credits,N/A,N/A,N/A
GWS 460,Selected Topics,1-4 credits,N/A,N/A,N/A
GWS 477,Individual Study,1-6 credits,N/A,N/A,N/A
GWS 490,Workshop,1-4 credits,N/A,N/A,N/A
GWS 497,Internship: Teaching,1-6 credits,N/A,N/A,N/A
GWS 498,Internship: Community,1-6 credits,N/A,N/A,N/A
GEOG 100,Elements of Geography,3 credits,N/A,N/A,N/A
GEOG 101,Introductory Physical Geography,4 credits,N/A,N/A,N/A
GEOG 102,World Regional Geography,3 credits,N/A,N/A,N/A
GEOG 103,Introductory Cultural Geography,3 credits,N/A,N/A,N/A
GEOG 105,Introduction to Geospatial Technologies,3 credits,N/A,N/A,N/A
GEOG 205,Precision Agriculture,3 credits,N/A,N/A,N/A
GEOG 210W,Landscapes and Places,3 credits,N/A,N/A,N/A
GEOG 299,Individual Study,1-3 credits,N/A,N/A,N/A
GEOG 313,Natural Disasters,4 credits,N/A,N/A,N/A
GEOG 315,Geomorphology,4 credits,N/A,N/A,N/A
GEOG 340,United States,3 credits,N/A,N/A,N/A
GEOG 342,Geography of Minnesota,3 credits,N/A,N/A,N/A
GEOG 352,GIS for Crime Analysis,3 credits,N/A,N/A,N/A
GEOG 370,Cartographic Techniques,4 credits,N/A,N/A,N/A
GEOG 401,Colloquium,1 credits,N/A,N/A,N/A
GEOG 409,Selected Topics,1-4 credits,N/A,N/A,N/A
GEOG 410,Climatic Environments,3 credits,N/A,N/A,N/A
GEOG 411,Soils Geomorphology,4 credits,N/A,N/A,N/A
GEOG 412,Advanced Weather,4 credits,N/A,N/A,N/A
GEOG 414,Biogeography,3 credits,N/A,N/A,N/A
GEOG 415,Earth Surface Processes,4 credits,N/A,N/A,N/A
GEOG 416W,Fluvial Geomorphology and Hydrology,4 credits,N/A,N/A,N/A
GEOG 417,Quaternary Environments and Climatic Change,4 credits,N/A,N/A,N/A
GEOG 420,Conservation of Natural Resources,3 credits,N/A,N/A,N/A
GEOG 425,Economic Geography,3 credits,N/A,N/A,N/A
GEOG 428,Human Migration,3 credits,N/A,N/A,N/A
GEOG 435,Urban Geography,3 credits,N/A,N/A,N/A
GEOG 436,Rural Geography,3 credits,N/A,N/A,N/A
GEOG 437,Political Geography,3 credits,N/A,N/A,N/A
GEOG 438,Social Geography,3 credits,N/A,N/A,N/A
GEOG 439,Transportation Modeling & GIS,4 credits,N/A,N/A,N/A
GEOG 440,Field Studies,1-4 credits,N/A,N/A,N/A
GEOG 445,Latin America,3 credits,N/A,N/A,N/A
GEOG 446,Canada,3 credits,N/A,N/A,N/A
GEOG 450,Europe,3 credits,N/A,N/A,N/A
GEOG 458,Geography of East Asia,3 credits,N/A,N/A,N/A
GEOG 471,Digital Field Mapping with GPS,4 credits,N/A,N/A,N/A
GEOG 473,Intermediate GIS,4 credits,N/A,N/A,N/A
GEOG 373,GEOG 474 Introduction to Remote Sensing,4 credits,N/A,N/A,N/A
GEOG 475,Open-Source GIS,4 credits,N/A,N/A,N/A
GEOG 476,Spatial Statistics,3 credits,N/A,N/A,N/A
GEOG 477,Topics in Techniques,1-3 credits,N/A,N/A,N/A
GEOG 478,Spatial Analysis with GIS,3 credits,N/A,N/A,N/A
GEOG 479,GIS Practicum,1-4 credits,N/A,N/A,N/A
GEOG 480,Seminar,1-4 credits,N/A,N/A,N/A
GEOG 481,GIS and Environmental Hazards,3 credits,N/A,N/A,N/A
GEOG 485,GIS Programming,4 credits,N/A,N/A,N/A
GEOG 491,Senior Paper,1-4 credits,N/A,N/A,N/A
GEOG 497,(1-10) Internship,1-10 credits,N/A,N/A,N/A
GEOG 499,Individual Study,1-3 credits,N/A,N/A,N/A
GEOL 100,Our Geologic Environment,3-4 credits,N/A,N/A,N/A
GEOL 107,Environmental Justice in Geoscience,4 credits,N/A,N/A,N/A
GEOL 108,Oceans of the World,3 credits,N/A,N/A,N/A
GEOL 121,Physical Geology,4 credits,N/A,N/A,N/A
GEOL 122,Earth History,4 credits,N/A,N/A,N/A
GEOL 201,Elements of Mineralogy,4 credits,N/A,N/A,N/A
GEOL 302,Petrology,4 credits,N/A,N/A,N/A
GEOL 449,Applied Soil Science and Surface Hydrology,4 credits,N/A,N/A,N/A
GEOL 495,Seminar,2 credits,N/A,N/A,N/A
GEOL 499,Individual Study,1-5 credits,N/A,N/A,N/A
GER 101,Elementary German I,4 credits,N/A,N/A,N/A
GER 102,Elementary German II,4 credits,G,N/A,N/A
GER 201,Intermediate German I,4 credits,N/A,N/A,N/A
GER 202,Intermediate German II,4 credits,G,N/A,N/A
GER 280W,Parallel Worlds: Exploring Cultures & Symbols,4 credits,N/A,N/A,N/A
GER 293,Supervised Study Abroad: Intermediate,1-4 credits,N/A,N/A,N/A
GER 299,Individual Study,1-4 credits,a,N/A,N/A
GER 340,German Topics in Language,1-4 credits,N/A,N/A,N/A
GER 341,German Composition and Conversation,4 credits,N/A,N/A,N/A
GER 342,Selected Readings,1-4 credits,N/A,N/A,N/A
GER 343,German Civilization,1-4 credits,N/A,N/A,N/A
GER 393,Supervised Study Abroad,1-6 credits,N/A,N/A,N/A
GER 441,Conversation and Composition,4 credits,N/A,N/A,N/A
GER 442,German Literature,1-4 credits,N/A,N/A,N/A
GER 443,Topics in German Studies,1-4 credits,N/A,N/A,N/A
GER 445,Topics in German Linguistics,1-4 credits,N/A,N/A,N/A
GER 460,Topics in German Cinema,4 credits,N/A,N/A,N/A
GER 490,Senior Capstone Project,1-4 credits,N/A,N/A,N/A
GER 493,Supervised Study Abroad: Advanced,1-6 credits,N/A,N/A,N/A
GER 497,Internship,1-6 credits,E,N/A,N/A
GER 499,Individual Study,1-4 credits,A,N/A,N/A
HLTH 101,Health and the Environment,3 credits,N/A,N/A,N/A
HLTH 209,Basic First Aid & CPR,1 credits,N/A,N/A,N/A
HLTH 210,Emergency Medical Responder First Aid & CPR,3 credits,N/A,N/A,N/A
HLTH 211,Human Sexuality in a World of Diversity,3 credits,N/A,N/A,N/A
HLTH 212,Consumer Health,3 credits,N/A,N/A,N/A
HLTH 225,Introduction to Alcohol and Drug Studies,3 credits,N/A,N/A,N/A
HLTH 240,Drug Education,3 credits,N/A,N/A,N/A
HLTH 260,Introduction to Applied Health Science,3 credits,N/A,N/A,N/A
HLTH 295,Professional Preparation in Health Careers,1 credits,N/A,N/A,N/A
HLTH 296,Internship: Community Health Worker,1-2 credits,N/A,N/A,N/A
HLTH 203,HLTH 311 Family Life & Sex Education,3 credits,N/A,N/A,N/A
HLTH 315,Holistic Health and Wellness,3 credits,N/A,N/A,N/A
HLTH 320,School Health Education,3 credits,N/A,N/A,N/A
HLTH 321,Medical Terminology,3 credits,N/A,N/A,N/A
HLTH 360,Theories and Models of Health Education,3 credits,N/A,N/A,N/A
HLTH 361W,HLTH 400 Women’s Health,3 credits,N/A,N/A,N/A
HLTH 420W,Health Teaching Methods,3 credits,N/A,N/A,N/A
HLTH 450,Environmental Health,3 credits,N/A,N/A,N/A
HLTH 451,Emotional Health and Stress,3 credits,N/A,N/A,N/A
HLTH 454,Chronic and Infectious Diseases,3 credits,N/A,N/A,N/A
HLTH 455,Health and Aging,3 credits,N/A,N/A,N/A
HLTH 459,Critical Topics in Health,1-3 credits,N/A,N/A,N/A
HLTH 460,Introduction to Epidemiology,3 credits,N/A,N/A,N/A
HLTH 465,Public Health and Healthcare Systems,3 credits,N/A,N/A,N/A
HLTH 466,Global Health,3 credits,N/A,N/A,N/A
HLTH 467,Public Health Law,3 credits,N/A,N/A,N/A
HLTH 469,Co-Occurring Disorders,3 credits,N/A,N/A,N/A
HLTH 477,Behavior Change Foundations and Strategies,3 credits,N/A,N/A,N/A
HLTH 380W,HLTH 488 Worksite Health Promotion,3 credits,N/A,N/A,N/A
HLTH 491,Directed Research in Health Science,1-6 credits,N/A,N/A,N/A
HLTH 492,Instructional Internship,1-5 credits,N/A,N/A,N/A
HLTH 495,Senior Seminar in Health Education,1 credits,N/A,N/A,N/A
HLTH 482W,HLTH 497 Internship: Alcohol and Drug Studies,1-12 credits,N/A,N/A,N/A
HLTH 499,Individual Study,1-6 credits,N/A,N/A,N/A
HIST 155,History of the Family in America,3 credits,N/A,N/A,N/A
HIST 170,Ancient World Civilization to 1500,4 credits,N/A,N/A,N/A
HIST 170W,Ancient World Civilization to 1500,4 credits,N/A,N/A,N/A
HIST 171,"World Civilization, 1500-Present",4 credits,N/A,N/A,N/A
HIST 171W,"World Civilization, 1500-Present",4 credits,N/A,N/A,N/A
HIST 180,European History to 1648,4 credits,N/A,N/A,N/A
HIST 180W,European History to 1648,4 credits,N/A,N/A,N/A
HIST 181,European History: 1648 to the Present,4 credits,N/A,N/A,N/A
HIST 181W,European History: 1648 to the Present,4 credits,N/A,N/A,N/A
HIST 190,United States to 1877,4 credits,N/A,N/A,N/A
HIST 190W,United States to 1877,4 credits,N/A,N/A,N/A
HIST 191,United States Since 1877,4 credits,N/A,N/A,N/A
HIST 191W,United States Since 1877,4 credits,N/A,N/A,N/A
HIST 232,Islamic Civilizations,4 credits,N/A,N/A,N/A
HIST 235,World War II and the Holocaust,4 credits,N/A,N/A,N/A
HIST 244,A History of Taboos and Transgressions,4 credits,N/A,N/A,N/A
HIST 246W,Sports and Games in History,4 credits,N/A,N/A,N/A
HIST 250,Riot and Revolution in History,4 credits,N/A,N/A,N/A
HIST 268,History and American Democracy,4 credits,N/A,N/A,N/A
HIST 280,History in Black and White,4 credits,N/A,N/A,N/A
HIST 300,Study Abroad/Study Away Historical Tour,1-4 credits,N/A,N/A,N/A
HIST 302,World History: An Overview,4 credits,N/A,N/A,N/A
HIST 368,U.S. Constitutional History,4 credits,N/A,N/A,N/A
HIST 369,Sex in American History,4 credits,N/A,N/A,N/A
HIST 390,Readings for Honors: United States History,1 credits,N/A,N/A,N/A
HIST 391,Reading for Honors: European History,1 credits,N/A,N/A,N/A
HIST 392,Reading for Honors: World History,1 credits,N/A,N/A,N/A
HIST 401,Classical World of Greece & Rome,4 credits,N/A,N/A,N/A
HIST 402,"Foundations of Judaism, Christianity, & Islam",4 credits,N/A,N/A,N/A
HIST 403,The Middle Ages,4 credits,N/A,N/A,N/A
HIST 406,Renaissance and Reformation Europe,4 credits,N/A,N/A,N/A
HIST 407,The Age of Absolutism and Enlightenment,4 credits,N/A,N/A,N/A
HIST 408,Women and Gender in European History,4 credits,N/A,N/A,N/A
HIST 410,The Witch Hunts in European History,4 credits,N/A,N/A,N/A
HIST 414,Early England to 1603,4 credits,N/A,N/A,N/A
HIST 415,England since 1603,4 credits,N/A,N/A,N/A
HIST 419,France since the Revolution in 1789,4 credits,N/A,N/A,N/A
HIST 424,Scandinavian History,4 credits,N/A,N/A,N/A
HIST 430,United States: Selected Topics,1-4 credits,N/A,N/A,N/A
HIST 431,European History: Selected Topics,1-4 credits,N/A,N/A,N/A
HIST 432,World History: Selected Topics,1-4 credits,N/A,N/A,N/A
HIST 434,East Asian History: 1800-1945,4 credits,N/A,N/A,N/A
HIST 435,East Asian History: 1945 - The Present,4 credits,N/A,N/A,N/A
HIST 437,African History to 1800,4 credits,N/A,N/A,N/A
HIST 438,Modern Africa,4 credits,N/A,N/A,N/A
HIST 441,Colonial Latin America,4 credits,N/A,N/A,N/A
HIST 442,Modern Latin America,4 credits,N/A,N/A,N/A
HIST 443,"The Maya, Aztecs, and Incas",4 credits,N/A,N/A,N/A
HIST 445,Pirates of the Atlantic World,4 credits,N/A,N/A,N/A
HIST 446,Modern Middle East,4 credits,N/A,N/A,N/A
HIST 452,Minnesota History,4 credits,N/A,N/A,N/A
HIST 454,Early America to 1763,4 credits,N/A,N/A,N/A
HIST 455,Revolutionary & Early National America,1763-18204 credits,N/A,N/A,N/A
HIST 458,U.S. History 1820-1861,4 credits,N/A,N/A,N/A
HIST 459,U.S. History 1861-1900,4 credits,N/A,N/A,N/A
HIST 462,"U.S. History, 1900-1945",4 credits,N/A,N/A,N/A
HIST 463,"U.S. History, 1945-Present",4 credits,N/A,N/A,N/A
HIST 467,Rock Music and American Society,4 credits,N/A,N/A,N/A
HIST 470,American Frontier,4 credits,N/A,N/A,N/A
HIST 471,20th Century American West,4 credits,N/A,N/A,N/A
HIST 476,Comparative Slavery and Emancipation,4 credits,N/A,N/A,N/A
HIST 477,African American History,4 credits,N/A,N/A,N/A
HIST 478,America in Vietnam,4 credits,N/A,N/A,N/A
HIST 481W,Civil Rights in the Twentieth Century,4 credits,N/A,N/A,N/A
HIST 483,American Social and Cultural History,4 credits,N/A,N/A,N/A
HIST 484,American Labor History,4 credits,N/A,N/A,N/A
HIST 485,History of American Immigration and Ethnicity,4 credits,N/A,N/A,N/A
HIST 486,American Environmental History,4 credits,N/A,N/A,N/A
HIST 487,United States Women’s History,4 credits,N/A,N/A,N/A
HIST 488,Disasters in American History,4 credits,N/A,N/A,N/A
HIST 490,Workshops,1-4 credits,N/A,N/A,N/A
HIST 495W,Senior Seminar,4 credits,N/A,N/A,N/A
HIST 497,Internship,1-12 credits,N/A,N/A,N/A
HIST 499,Individual Study,1-4 credits,N/A,N/A,N/A
HONR 201,Introduction to Honors,1 credit,N/A,N/A,N/A
HONR 230,Honors Colloquium,1 credit,N/A,N/A,N/A
HONR 255,Honors Practicum,1-6 credits,N/A,N/A,N/A
HONR 375,Honors Portfolio Development,1 credit,N/A,N/A,N/A
HONR 455,Honors Practicum,1-6 credits,N/A,N/A,N/A
HONR 475,Honors Portfolio Capstone,1 credit,N/A,N/A,N/A
SOC 101,HP 291 Concepts of Fitness,2 credits,N/A,N/A,N/A
HUM 155,Global Humanities I: Asia & Africa,4 credits,N/A,N/A,N/A
HUM 250,Perspectives in Humanities,2-4 credits,N/A,N/A,N/A
HUM 250W,Perspectives in Humanities,4 credits,N/A,N/A,N/A
HUM 280,Humanities Traditions,2-4 credits,N/A,N/A,N/A
HUM 280W,Humanities Traditions,4 credits,N/A,N/A,N/A
HUM 281W,Human Diversity and Humanities Traditions,4 credits,N/A,N/A,N/A
HUM 350,Reading for Humanities,1-4 credits,N/A,N/A,N/A
HUM 380,Topics in Humanities,4 credits,N/A,N/A,N/A
HUM 450W,Humanities Seminar,4 credits,N/A,N/A,N/A
HUM 282W,HUM 490 Senior Capstone Project,4 credits,N/A,N/A,N/A
HUM 498,Humanities Internship,1-4 credits,N/A,N/A,N/A
HUM 499,Individual Study,1-4 credits,N/A,N/A,N/A
ENGR 110,Introduction to Project-based Engineering,3 credits,N/A,N/A,N/A
ENGR 240,Linear Circuit Analysis and Design,3 credits,N/A,N/A,N/A
ENGR 296,Topics in Engineering,1-4 credits,N/A,N/A,N/A
ENGR 299,Bridge to Project-based Engineering,3 credits,N/A,N/A,N/A
ENGR 300,Introduction to Engineering Design for NonMajors,4 credits,N/A,N/A,N/A
ENGR 311W,ENGR 301 Design I,3 credits,N/A,N/A,N/A
ENGR 302,Design II,3 credits,N/A,N/A,N/A
ENGR 301,ENGR 311W Professionalism I,3 credits,N/A,N/A,N/A
ENGR 312W,Professionalism II,3 credits,N/A,N/A,N/A
ENGR 322,Engineering Core: Programming/Modeling,1 credit,N/A,N/A,N/A
ENGR 331,Mechanical Core: Dynamic Systems,1 credit,N/A,N/A,N/A
ENGR 332,Mechanical Core: Fluid Mechanics,1 credit,N/A,N/A,N/A
ENGR 333,Mechanical Core: Manufacturing Processes,1 credit,N/A,N/A,N/A
ENGR 334,Mechanical Core: Material Science,1 credit,N/A,N/A,N/A
ENGR 335,Mechanical Core: Mechanics of Materials,1 credit,N/A,N/A,N/A
ENGR 336,Mechanical Core: Thermodynamics,1 credit,N/A,N/A,N/A
ENGR 341,Electrical Core: AC Circuits,1 credit,N/A,N/A,N/A
ENGR 342,Electrical Core: Control Theory,1 credit,N/A,N/A,N/A
ENGR 343,Electrical Core: Digital Logic,1 credit,N/A,N/A,N/A
ENGR 344,Electrical Core: Electronics,1 credit,N/A,N/A,N/A
ENGR 345,Electrical Core: Instrumentation,1 credit,N/A,N/A,N/A
ENGR 350,Elective Technical Competency,1-2 credits,N/A,N/A,N/A
ENGR 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
ENGR 401,Capstone Design I,3 credits,N/A,N/A,N/A
ENGR 402,Capstone Design II,3 credits,N/A,N/A,N/A
ENGR 411W,Professionalism III,3 credits,N/A,N/A,N/A
ENGR 422,Advanced Engineering Core: Entrepreneurship,1 credit,N/A,N/A,N/A
ENGR 450,Advanced Technical Competency,1-8 credits,N/A,N/A,N/A
ENGR 492,Seminar,1 credit,N/A,N/A,N/A
ENGR 493,MAX Scholar Seminar,1 credit,N/A,N/A,N/A
ENGR 496,Selected Topics in Engineering,1-4 credits,N/A,N/A,N/A
ENGR 498,Senior Thesis,3 credits,N/A,N/A,N/A
ISAT 301,Interdisciplinary Portfolio I,1 credit,N/A,N/A,N/A
ISAT 302,Interdisciplinary Portfolio II,1 credit,N/A,N/A,N/A
ISAT 401,Interdisciplinary Portfolio III,1 credit,N/A,N/A,N/A
ISAT 402,Interdisciplinary Portfolio IV,1 credit,N/A,N/A,N/A
ISAT 480,Capstone Proposal,2-4 credits,N/A,N/A,N/A
ISAT 490,Capstone Experience,2-4 credits,N/A,N/A,N/A
IEP 010,Beginning Reading and Vocabulary,0 credits,N/A,N/A,N/A
IEP 011,Beginning Writing,0 credits,N/A,N/A,N/A
IEP 012,Beginning Listening and Speaking,0 credits,N/A,N/A,N/A
IEP 013,Beginning Grammar,0 credits,N/A,N/A,N/A
IEP 014,Beginning Special Topics,0 credits,N/A,N/A,N/A
IEP 020,Low-Intermediate Reading and Vocabulary,0 credits,N/A,N/A,N/A
IEP 021,Low-Intermediate Writing,0 credits,N/A,N/A,N/A
IEP 022,Low-Intermediate Listening and Speaking,0 credits,N/A,N/A,N/A
IEP 023,Low-Intermediate Grammar,0 credits,N/A,N/A,N/A
IEP 024,Low-Intermediate Special Topics,0 credits,N/A,N/A,N/A
IEP 030,High-Intermediate Reading and Vocabulary,0 credits,N/A,N/A,N/A
IEP 031,High-Intermediate Writing,0 credits,N/A,N/A,N/A
IEP 032,High-Intermediate Listening and Speaking,0 credits,N/A,N/A,N/A
IEP 033,High-Intermediate Grammar,0 credits,N/A,N/A,N/A
IEP 034,High-Intermediate Special Topics,0 credits,N/A,N/A,N/A
IEP 040,Advanced Reading and Vocabulary,0 credits,N/A,N/A,N/A
IEP 041,Advanced Writing,0 credits,N/A,N/A,N/A
IEP 042,Advanced Listening and Speaking,0 credits,N/A,N/A,N/A
IEP 043,Advanced Grammar,0 credits,N/A,N/A,N/A
IEP 044,Advanced Special Topics,0 credits,N/A,N/A,N/A
IDST 496,Capstone Experience,1-4 credits,N/A,N/A,N/A
IDST 497,Internship,1-4 credits,N/A,N/A,N/A
IDST 499,Individual Study,1-4 credits,N/A,N/A,N/A
IBUS 380,Principles of International Business,3 credits,N/A,N/A,N/A
IBUS 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
IBUS 419,(3.00) International Business Seminar,3 credits,N/A,N/A,N/A
MRKT 210,IBUS 448 International Business Management,3 credits,N/A,N/A,N/A
IBUS 469,International Business Finance,3 credits,N/A,N/A,N/A
IBUS 492,Study Tour,1-3 credits,N/A,N/A,N/A
IBUS 497,Internship,1-9 credits,N/A,N/A,N/A
IBUS 498,(1-3) Internship,1-3 credits,N/A,N/A,N/A
IBUS 499,Individual Study,1-3 credits,N/A,N/A,N/A
IPO 101,International Programs,1-18 credits,N/A,N/A,N/A
MGMT 230,Principles of Management,3 credits,N/A,N/A,N/A
MGMT 300,Introduction to MIS,3 credits,N/A,N/A,N/A
MGMT 340,Human Resource Management,3 credits,N/A,N/A,N/A
MGMT 343,Entrepreneurship: New Venture Initiation,3 credits,N/A,N/A,N/A
MGMT 346,Operations Management for the Supply Chain,3 credits,N/A,N/A,N/A
MGMT 380,Human Behavior in Organizations,3 credits,N/A,N/A,N/A
MGMT 391,Introduction to Business Professionalism,1 credits,N/A,N/A,N/A
MGMT 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
MGMT 404,Introduction to Business Applications,3 credits,N/A,N/A,N/A
MGMT 443,Entrepreneurship: New Venture Growth,3 credits,N/A,N/A,N/A
MGMT 445,Training & Development,3 credits,N/A,N/A,N/A
MGMT 453,Entrepreneurship Seminar,1 credits,N/A,N/A,N/A
MGMT 459,Management Information Systems,3 credits,N/A,N/A,N/A
MGMT 473,Enterprise Resource Planning (ERP),3 credits,N/A,N/A,N/A
MGMT 484,Leadership,3 credits,N/A,N/A,N/A
MGMT 486,Strategic Human Resource Management,3 credits,N/A,N/A,N/A
MGMT 492,BBA Capstone,3 credits,N/A,N/A,N/A
MGMT 496,Internship,4 credits,N/A,N/A,N/A
MGMT 497,Internship,3 credits,N/A,N/A,N/A
MGMT 498,Internship,3 credits,N/A,N/A,N/A
MGMT 499,Individual Study,1-4 credits,N/A,N/A,N/A
MFE 104,Introduction to Manufacturing Engineering,1 credit,N/A,N/A,N/A
MFE 142,Introduction to Computer Aided Design,3 credits,N/A,N/A,N/A
MFE 275,Manufacturing Processes I,4 credits,N/A,N/A,N/A
MFE 323,MFE 341 Advanced Computer Aided Design,3 credits,N/A,N/A,N/A
MFE 423,Industrial Ergonomics,3 credits,N/A,N/A,N/A
MFE 425,Project Management and Engineering Economy,3 credits,N/A,N/A,N/A
MFE 427,Quality Management Systems,3 credits,N/A,N/A,N/A
MFE 448,Computer Integrated Manufacturing,3 credits,N/A,N/A,N/A
MFE 489W,Senior Design II,2 credits,N/A,N/A,N/A
MET 142,Introduction to Parametric Modeling,3 credits,N/A,N/A,N/A
MET 275,Manufacturing Processes I,4 credits,N/A,N/A,N/A
MET 323,MET 341 Advanced Parametric Modeling,3 credits,N/A,N/A,N/A
MET 341,MET 375 Manufacturing Processes II,4 credits,N/A,N/A,N/A
MET 386,Metrology for Engineering Technologist,3 credits,N/A,N/A,N/A
MET 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
MET 407,Manufacturing Resource Planning and Control,3 credits,N/A,N/A,N/A
MET 423,Ergonomics & Work Measurement,3 credits,N/A,N/A,N/A
MET 425,Project and Value Management,3 credits,N/A,N/A,N/A
MET 448,Computer Integrated Manufacturing,3 credits,N/A,N/A,N/A
MET 489W,Senior Design Project II,2 credits,N/A,N/A,N/A
MET 492,Seminar: Manufacturing,1-4 credits,N/A,N/A,N/A
MET 497,Internship: Manufacturing,1-10 credits,N/A,N/A,N/A
MET 499,Individual Study,1-4 credits,P,N/A,N/A
MRKT 100,Foundations of Business Concepts,3 credits,N/A,N/A,N/A
MRKT 312,Professional Selling,3 credits,N/A,N/A,N/A
