Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
HONR 401,"Honors Seminar 1-4 credits
Seminars are offered by University faculty from a wide variety of
disciplines. In addition, interdisciplinary seminars can be offered.
HONR 455 Honors Practicum 1-6 credits
Students will engage in significant learning experiences outside of the
traditional classroom setting. A practicum involves both an experiential
and reflection component. Practicums are supervised by a faculty
or staff mentor.
HONR 475 Honors Portfolio Capstone 1 credit
This required course allows students to articulate where and how they
have met the Honors Program Learning Outcomes.
Prerequisites: HONR 201, HONR",375,N/A,N/A,N/A
HONR 499,"Individual Study 1-6 credits
To be arranged with Honors Program Director.
Human Performance
HP 102 Individualized Exercise 1 credit
This course provides small group personal training sessions (e.g., 1 to 4)
ideal for sedentary students looking to begin a physical activity program
in a non-competitive supportive environment. With the assistance of
exercise science students enrolled in HP 486, participants will enhance
their physical fitness and overall wellness.
HP 103 Fitness for Living 1 credit
Concepts and development of lifelong healthy exercise and
nutritional habits.
HP 105 Beginner Swimming 1 credit
Introduction to basic swimming skills; basic rescue and water safety
skills and techniques; stroke instruction in front crawl, back crawl,
elementary backstroke, breaststroke, and sidestroke.
HP 106 Disc Golf 1 credit
Develop basic knowledge and appreciation through participation in the
activity of disc golf.
HP 113 Introduction to Bowling 1 credit
Develop basic knowledge and appreciation through participation in the
sport of bowling.
HP 114 Introduction to Billiards 1 credit
Develop basic knowledge and appreciation for the sport of billiards.
HP 117 Aerobic Conditioning 1 credit
Theory and practice of aerobic conditioning.
HP 130 Self-Defense for Women 1 credit
Includes street fighting techniques and personal safety tips.
292 2024-2025 Undergraduate Catalog www.mnsu.edu
HP 141 Introduction to Sport Management",3,N/A,N/A,N/A
BIOL 330,"HP 315W Research Methods and Statistics in Exercise Science3 credits
Explores research methods and descriptive statistics commonly used in
human performance, exercise science, athletic training, occupational
therapy, and physical therapy settings. Includes developing a refined
research question, conducting a review of relevant literature, designing a
data collection project, and writing a research proposal.
HP 316 Tennis Theory 1 credit
Methods and procedures used in coaching.
HP 317 Golf Coaching Theory 1 credit
Methods and procedures used in coaching.
HP 318 Soccer Theory 1 credit
Methods and procedures used in coaching.
HP 319 Strength and Conditioning Theory 1 credit
This course is designed to help coaches learn how to teach effective
Strength and Conditioning for youth.
HP 325 Ethics and Morality in Sport Management",3,N/A,N/A,N/A
PSYC 101,"or equivalent
HP 475 International Sport Management",3,N/A,N/A,N/A
HUM 101W,"Introduction to Humanities and the Search for
Meaning",4,N/A,N/A,N/A
HUM 150,"Western Humanities I: Cave Paintings to
Cathedrals",4,N/A,N/A,N/A
HUM 151,"Western Humanities II: da Vinci to the Digital Age4 credits
An introduction to the history of humankind through the lens of
the humanities--language and literature, art and architecture, music,
philosophy, and religion. Through the study of the humanities, we
aim not only to know but also to understand what humans across
time have thought about and created from High Renaissance through
the 21st century.
HUM 155 Global Humanities I: Asia & Africa",4,N/A,N/A,N/A
HUM 156,"Global Humanities II: The Americas, Australia, &
Oceania",4,N/A,N/A,N/A
HUM 250,"Perspectives in Humanities 2-4 credits
Explores the critical analysis of written, visual, and/or musical texts;
considers these texts from a variety of cultural and historical contexts;
and analyzes issues that engage basic questions of human existence for
individuals and societies. May be repeated when topic changes.
HUM 250W Perspectives in Humanities",4,N/A,N/A,N/A
HUM 280,"Humanities Traditions 2-4 credits
Historical or cultural periods, beliefs, or movements within the larger
Western traditions of Europe and the Americas and the expressions of
these traditions through the visual, literary, and performing arts and
other forms. May be repeated when topic changes.
HUM 280W Humanities Traditions",4,N/A,N/A,N/A
HUM 281W,Human Diversity and Humanities Traditions,4,N/A,N/A,N/A
HUM 282W,"Global Perspectives and Humanities Traditions4 credits
Historical or cultural periods, beliefs, or movements of one of more
groups outside Europe and America and the expressions of these
traditions through the visual, literary and performing arts and other
forms. May be repeated when topic changes. Diverse Cultures: Purple
HUM 350 Reading for Humanities 1-4 credits
Independent reading in the Humanities. Three options: 1) selected
readings in Classical Humanities; 2) selected readings in Environmental
Humanities; and 3) student-selected readings in Humanities. Requires
permission of Humanities Program Director.
HUM 380 Topics in Humanities",4,N/A,N/A,N/A
HUM 450W,Humanities Seminar,4,N/A,N/A,N/A
HUM 498,"Humanities Internship 1-4 credits
An applied work and learning experience in the field of
interdisciplinary Humanities.
Prerequisites: HUM 282W, advanced standing in Humanities and consent
of instructor.
HUM 499 Individual Study 1-4 credits
Interdisciplinary study in an area for which the student has
basic preparation.
Prerequisites: Approval of faculty.
Integrated Engineering
ENGR 110 Introduction to Project-based Engineering",3,N/A,N/A,N/A
ENGR 240,Linear Circuit Analysis and Design,3,N/A,N/A,N/A
ENGR 241,"Linear Circuit Analysis and Design Laboratory 1 credit
This course explores the experimental aspects of Linear Circuit Analysis
and Design. Experiments will familiarize students with electrical
laboratory equipment. Concepts discussed in ENGR 240 will be verified.
Circuit theory will be applied in design experiences. Admitted to an
Integrated Engineering program.
Prerequisites: ENGR",240,N/A,N/A,N/A
ENGR 276,"Technical Communication for Integrated
Engineering 1-3 credits
Engineers use spoken, written and visual forms to communicate
technical information related to research, projects, and processes to
a variety of audiences. Students will choose to focus on developing
skills in at least one of the three forms and contextualize that using
project or work-based experiences in engineering. Can be repeated for
credit up to 3 credits with different forms of technical communication
(spoken, written, visual) addressed. Credits apply only to program
communication requirements.
Prerequisites: ENG",101,N/A,N/A,N/A
ENGR 277,"Research Writing for Engineers 1 credit
Engineers use writing to organize their understanding of technical ideas,
prepare for research activity, and disseminate knowledge generated
through research. Students will develop a research proposal, a research
paper for submission to a conference or journal, or a background
literature review summarizing multiple resources. Can be repeated for
credit with different topics and/or different writing types. Credits apply
only to program communication requirements.
Prerequisites: ENG",101,N/A,N/A,N/A
ENGR 293,"MAX Scholar Seminar 1 credit
This class provides MAX scholars with an opportunity to explore a set
of topics related to achieving success in academic, professional and
personal realms. Speakers will include faculty, graduate students, visiting
researchers and industry members as well as student participants.
Prerequisites: Recipient of a MAX scholarship or instructor consent
ENGR 296 Topics in Engineering 1-4 credits
Varied topics in engineering not covered in other 100 or 200-level
courses. May be repeated for each new topic.
ENGR 299 Bridge to Project-based Engineering",3,N/A,N/A,N/A
ENGR 300,Introduction to Engineering Design for NonMajors,4,N/A,N/A,N/A
ENGR 311W,ENGR 301 Design I,3,N/A,N/A,N/A
ENGR 302,Design II,3,N/A,N/A,N/A
ENGR 301,ENGR 311W Professionalism I,3,N/A,N/A,N/A
ENGR 312W,Professionalism II,3,N/A,N/A,N/A
ENGR 401,Capstone Design I,3,N/A,N/A,N/A
ENGR 402,Capstone Design II,3,N/A,N/A,N/A
ENGR 411W,Professionalism III,3,N/A,N/A,N/A
ENGR 421,"Advanced Engineering Core: Engineering
Economics 1 credit
Engineering economics topics including time value of money, simple
and compound interest, annualized cash flows, inflation, and capital
budgeting decision tools such as net present worth, payback period,
return on investment, benefit/cost ratio, break-even analysis, and basic
income statement reports. Topics are applied in a deep learning activity
that relates to the team design project or a personal finance decision.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 422 Advanced Engineering Core: Entrepreneurship 1 credit
Frameworks linking the entrepreneurial mindset to innovation. Includes
connections to value propositions, profitability, customer requirements,
and design decisions. Appropriate both for those who want to start
a business and those who want to innovate within a going concern.
Students will do in-depth learning of some aspect of the content area.
Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 431 Mechanical Advanced Competency: Heat Transfer1 credit
Overview of heat transfer mechanisms including conduction,
convection, and radiation. Students will do in-depth learning of some
aspect of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 432 Mechanical Advanced Competency: Structural
Analysis 1 credit
Introduction to engineering standards in structural design; analysis
of structures such as trusses, beams and frames with analytical,
computational, and experimental methods for problem solving. Students
will do in-depth learning of some aspect of content area. Coursework
may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 441 Advanced Electrical Core: Electricity & Magnetism1 credit
Maxwell’s equations applied to electrostatics and magnetostatics.
Electromagnetic wave propagation, transmission lines, and antennas.
Students will do in-depth learning of some aspect of content area.
Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 442 Electrical Advanced Competency: Signals &
Systems 1 credit
Descriptions of signals in the time and frequency domain. Analysis of
linear systems in the time and frequency domain. Includes applications
of Fourier transforms. Students will do in-depth learning of some aspect
of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs.
ENGR 450 Advanced Technical Competency 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in a focus area. Students will do
in-depth learning of some aspect of content area. Coursework may be
tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 451 Advanced Technical Competency in Electrical
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Electrical
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 452 Advanced Technical Competency in Mechanical
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Mechanical
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 453 Advanced Technical Competency in Biomedical
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Biomedical
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 454 Advanced Technical Competency in Chemical
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Chemical
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 455 Advanced Technical Competency in Computer
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Computer
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work. Admission to the
major is required.
Corequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 456 Advanced Technical Competency in Engineering
Management 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Engineering
Management. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
302 2024-2025 Undergraduate Catalog www.mnsu.edu
ENGR 457 Advanced Technical Competency in Environmental
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of
Environmental Engineering. Students will do in-depth learning of some
aspect of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 458 Advanced Technical Competency in Industrial
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Industrial
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 459 Advanced Technical Competency in Manufacturing
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of
Manufacturing Engineering. Students will do in-depth learning of some
aspect of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 460 Advanced Technical Competency in Materials Science and
Engineering 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Materials
Science Engineering. Students will do in-depth learning of some aspect
of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 461 Advanced Technical Competency in Process
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Process
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 462 Advanced Technical Competency in Systems
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Systems
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 463 Advanced Technical Competency in Transportation
Engr 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of
Transportation Engineering. Students will do in-depth learning of some
aspect of content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 464 Advanced Technical Competency in Aerospace
Engineering 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Aerospace
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work. Admission to
major, minor or certificate programs and faculty approval for study that
extends a core topic area.
ENGR 465 Advanced Technical Competency in Aerosol
Engineering 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Aerosol
Engineering. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work. Admission to
major, minor or certificate programs and faculty approval for study that
extends a core topic area.
ENGR 475 Advanced Technical Competency in
Combustion 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Combustion.
Students will do in-depth learning of some aspect of content area.
Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 476 Advanced Technical Competency in
Entrepreneurship 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of
Environmental Engineering. Students will do in-depth learning of some
aspect of content area. Coursework may be tied to project work.
Prerequisites: In-depth, advanced study of an engineering area related
to an engineering project or foundation topic in the focus area of
Entrepreneurship. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
ENGR 477 Advanced Technical Competency in Leadership1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Leadership.
Students will do in-depth learning of some aspect of content area.
Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 478 Advanced Technical Competency in Renewable
Energy 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Renewable
Energy. Students will do in-depth learning of some aspect of content
area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
www.mnsu.edu 2024-2025 Undergraduate Catalog",303,N/A,N/A,N/A
ENGR 479,"Advanced Technical Competency in Structural
Analysis 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of Structural
Analysis. Students will do in-depth learning of some aspect of content
area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 480 Advanced Technical Competency in
Microelectronics 1-8 credits
In-depth, advanced study of an engineering area related to an
engineering project or foundation topic in the focus area of
Microelectronics. Students will do in-depth learning of some aspect of
content area. Coursework may be tied to project work.
Prerequisites: Admission to major, minor or certificate programs and
faculty approval for study that extends a core topic area.
ENGR 492 Seminar 1 credit
Students learn about engineering practice through seminars with
practicing engineers from industry and are assisted in their development
as learners through workshops. This course is repeated by Integrated
Engineering students every semester.
ENGR 493 MAX Scholar Seminar 1 credit
This class is for MAX scholars and covers topics related to achieving
success in academic, professional and personal realms. Speakers will
include faculty, graduate students, visiting researchers and industry
members. Students will mentor lower division scholars and do
presentations.
Prerequisites: Recipient of a MAX scholarship or instructor consent.
ENGR 494 Global Experience in Engineering and Technology1 credit
This class provides students pursuing a minor in Global Solutions
in Engineering and Technology with an opportunity to explore a set
of topics related to achieving success in advance of and following an
international experience (internship, study abroad, etc.). Speakers will
include faculty, graduate students, visiting researchers and industry
members as well as student participants. Returning students will be
required to participate in mentoring of students preparing for their
international experience and provide written and/or oral presentations
of various topics during the semester. This course is required both before
and after participation in the international experience (min. 2 cr.)
ENGR 496 Selected Topics in Engineering 1-4 credits
Special topics not covered in other courses. May be repeated for credit
on each new topic. Pre: Consent
Prerequisites: Consent
ENGR 498 Senior Thesis",3,N/A,N/A,N/A
ISAT 301,"Interdisciplinary Portfolio I 1 credit
Collection, analysis, and presentation of work connecting humanistic
and technical knowledge with degree and career objectives. As students
move through the ISAT 301, 302, 401, 402 portfolio sequence, each
1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program.
Prerequisites: Admission to ISAT program.
ISAT 302 Interdisciplinary Portfolio II 1 credit
Collection, analysis, and presentation of work connecting humanistic
and technical knowledge with degree and career objectives. As students
move through the ISAT 301, 302, 401, 402 portfolio sequence, each
1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program.
Prerequisites: Admission to ISAT program.
ISAT 401 Interdisciplinary Portfolio III 1 credit
Collection, analysis, and presentation of work connecting humanistic
and technical knowledge with degree and career objectives. As students
move through the ISAT 301, 302, 401, 402 portfolio sequence, each
1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program.
Prerequisites: Admission to ISAT program.
ISAT 402 Interdisciplinary Portfolio IV 1 credit
Collection, analysis, and presentation of work connecting humanistic
and technical knowledge with degree and career objectives. As students
move through the ISAT 301, 302, 401, 402 portfolio sequence, each
1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program.
Prerequisites: Admission to ISAT program.
ISAT 480 Capstone Proposal 2-4 credits
Capstone project ideation, research, and proposal development. Projects
are undertaken in mixed groups across disciplines: communications,
science, and technology, who work together to propose and complete a
project. Student groups determine project topic based on interest and
expertise. The total combined credits for ISAT 480 and ISAT 490 should
be six credits. Requires admission to ISAT program.
Prerequisites: ISAT 302, Admission to ISAT program.
ISAT 490 Capstone Experience 2-4 credits
Capstone project execution and completion. Projects are undertaken
in mixed groups across disciplines, communications, science, and
technology, who work together to complete a project. Student groups
determine project topic based on interest and expertise. The total
combined credits for ISAT 480 and ISAT 490 should be six credits.
Requires admission to ISAT program.
Prerequisites: ISAT 302, Admission to ISAT program.
Student and faculty agree upon a specific unit of study. Student presents
unit to faculty member for evaluation.
304 2024-2025 Undergraduate Catalog www.mnsu.edu
Intensive English Program
IEP 010 Beginning Reading and Vocabulary",0,N/A,N/A,N/A
IEP 011,Beginning Writing,0,N/A,N/A,N/A
IEP 012,Beginning Listening and Speaking,0,N/A,N/A,N/A
IEP 013,Beginning Grammar,0,N/A,N/A,N/A
IEP 014,Beginning Special Topics,0,N/A,N/A,N/A
IEP 020,Low-Intermediate Reading and Vocabulary,0,N/A,N/A,N/A
IEP 021,Low-Intermediate Writing,0,N/A,N/A,N/A
IEP 022,Low-Intermediate Listening and Speaking,0,N/A,N/A,N/A
IEP 023,Low-Intermediate Grammar,0,N/A,N/A,N/A
IEP 024,Low-Intermediate Special Topics,0,N/A,N/A,N/A
IEP 030,High-Intermediate Reading and Vocabulary,0,N/A,N/A,N/A
IEP 031,High-Intermediate Writing,0,N/A,N/A,N/A
IEP 032,High-Intermediate Listening and Speaking,0,N/A,N/A,N/A
IEP 033,High-Intermediate Grammar,0,N/A,N/A,N/A
IEP 034,High-Intermediate Special Topics,0,N/A,N/A,N/A
IEP 040,Advanced Reading and Vocabulary,0,N/A,N/A,N/A
IEP 041,Advanced Writing,0,N/A,N/A,N/A
IEP 042,Advanced Listening and Speaking,0,N/A,N/A,N/A
IEP 043,Advanced Grammar,0,N/A,N/A,N/A
IEP 044,Advanced Special Topics,0,N/A,N/A,N/A
IDST 496,"Capstone Experience 1-4 credits
The BS in Open Studies and BS in Interdisciplinary Studies culminate
in a capstone experience course which students take during their final
semester of studies. Students reflect upon their learning to understand
how their coursework has prepared them to transition from the
academic world into the professional world. This is a variable-credit
course that can be taken for 1-4 credits depending on each student’s
needs and under consultation with their advisor. The workload increases
with each credit. The requirements for this course are dependent on
academic focus and goals for the future.
IDST 497 Internship 1-4 credits
Extend coursework into the professional world. Internship must be
arranged in consultation with advisor.
IDST 499 Individual Study 1-4 credits
Individualized learning to be arranged with advisor.
International Business
IBUS 380 Principles of International Business",3,N/A,N/A,N/A
IBUS 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
IBUS 419,(3.00) International Business Seminar,3,N/A,N/A,N/A
IBUS 380,IBUS 428 International Marketing,3,N/A,N/A,N/A
MRKT 210,IBUS 448 International Business Management,3,N/A,N/A,N/A
IBUS 469,International Business Finance,3,N/A,N/A,N/A
MGMT 300,Introduction to MIS,3,N/A,N/A,N/A
ISYS 101,or CIS,101,N/A,N/A,N/A
MGMT 332,Creativity and Innovation,3,N/A,N/A,N/A
MGMT 340,Human Resource Management,3,N/A,N/A,N/A
MGMT 343,Entrepreneurship: New Venture Initiation,3,N/A,N/A,N/A
MGMT 346,Operations Management for the Supply Chain,3,N/A,N/A,N/A
MGMT 380,Human Behavior in Organizations,3,N/A,N/A,N/A
MGMT 391,Introduction to Business Professionalism,1,N/A,N/A,N/A
MGMT 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
MGMT 404,Introduction to Business Applications,3,N/A,N/A,N/A
MGMT 443,Entrepreneurship: New Venture Growth,3,N/A,N/A,N/A
MGMT 445,Training & Development,3,N/A,N/A,N/A
MGMT 230,MGMT 449 Quality Management,3,N/A,N/A,N/A
MGMT 459,Management Information Systems,3,N/A,N/A,N/A
MGMT 473,Enterprise Resource Planning (ERP),3,N/A,N/A,N/A
MGMT 481,"is an integrative course for COB majors. Its emphasis is on
understanding the role of a general manager, which should include an
operations and international component.
Prerequisites: FINA 362, MRKT 210, MGMT 230, MGMT",346,N/A,N/A,N/A
MGMT 482,"Business, Society, & Ethics",3,N/A,N/A,N/A
MGMT 484,Leadership,3,N/A,N/A,N/A
MGMT 486,Strategic Human Resource Management,3,N/A,N/A,N/A
MGMT 492,BBA Capstone,3,N/A,N/A,N/A
MGMT 496,Internship,4,N/A,N/A,N/A
MGMT 497,Internship,3,N/A,N/A,N/A
MGMT 498,Internship,3,N/A,N/A,N/A
MGMT 499,"Individual Study 1-4 credits
308 2024-2025 Undergraduate Catalog www.mnsu.edu
Manufacturing Engineering
MFE 104 Introduction to Manufacturing Engineering 1 credit
This course is designed to provide students new to the major an
opportunity to explore issues relevant to the university, department,
and career field. The goal is to provide an open forum for discussion
about transitioning to college life, and to promote greater self-awareness,
growth, and understanding as a scholar, individual, and global citizen.
Over the course of the semester, the student will investigate college
and department experiences holistically, which will allow them the
ability to make informed decisions paving the way for a richer, fuller
college career.
MFE 142 Introduction to Computer Aided Design",3,N/A,N/A,N/A
MFE 275,Manufacturing Processes I,4,N/A,N/A,N/A
MFE 323,MFE 341 Advanced Computer Aided Design,3,N/A,N/A,N/A
MFE 142,MFE 347 Manufacturing Automation,4,N/A,N/A,N/A
MFE 423,Industrial Ergonomics,3,N/A,N/A,N/A
MFE 425,Project Management and Engineering Economy,3,N/A,N/A,N/A
MFE 427,Quality Management Systems,3,N/A,N/A,N/A
MFE 448,Computer Integrated Manufacturing,3,N/A,N/A,N/A
MFE 341,"MFE 455 Project Management and Engineering Economy II3 credits
This course covers replacement analysis, depreciation, income taxes,
break-even & risk analysis, and capital budgeting during the life cycle of
an engineering project. Advanced concepts in project management such
as resource planning and project closure are also taught.
Prerequisites: MFE",425,N/A,N/A,N/A
MFE 488W,Senior Design I,2,N/A,N/A,N/A
MFE 489W,Senior Design II,2,N/A,N/A,N/A
MET 142,Introduction to Parametric Modeling,3,N/A,N/A,N/A
MET 275,Manufacturing Processes I,4,N/A,N/A,N/A
MET 323,Statics,3,N/A,N/A,N/A
MET 341,MET 375 Manufacturing Processes II,4,N/A,N/A,N/A
MET 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
MET 407,Manufacturing Resource Planning and Control,3,N/A,N/A,N/A
MET 423,Ergonomics & Work Measurement,3,N/A,N/A,N/A
MET 425,Project and Value Management,3,N/A,N/A,N/A
MET 448,Computer Integrated Manufacturing,3,N/A,N/A,N/A
MET 489W,Senior Design Project II,2,N/A,N/A,N/A
MET 492,"Seminar: Manufacturing 1-4 credits
Selected manufacturing topics.
MET 497 Internship: Manufacturing 1-10 credits
Manufacturing work experience in an area pertinent to the student’s
objective. Consent of internship coordinator required prior to the
beginning of employment and registration. Typically done between the
junior and senior year.
Prerequisites: 50% of major
MET 499 Individual Study 1-4 credits
Prerequisites: Permission Required
Marketing
MRKT 100 Foundations of Business Concepts",3,N/A,N/A,N/A
MRKT 312,Professional Selling,3,N/A,N/A,N/A
MRKT 317,Product and Pricing Strategy,3,N/A,N/A,N/A
MRKT 341,Supply Chain Management,3,N/A,N/A,N/A
MRKT 413,Business-to-Business Marketing,3,N/A,N/A,N/A
MRKT 492,Study Tour,3,N/A,N/A,N/A
MRKT 494,Fair Trade Study Abroad in Belize,3,N/A,N/A,N/A
MRKT 496,Professional Sales Internship,3,N/A,N/A,N/A
MRKT 498,Internship,3,N/A,N/A,N/A
MATH 105,"Precalculus Corequisite 1 credit
This is a corequisite course for Math 115 Precalculus. Students who
do not meet the required prerequisite for Math 115 can take Math",115,N/A,N/A,N/A
MATH 098,MATH 112 College Algebra,4,N/A,N/A,N/A
MATH 127,"Calculus II for Engineering Technology:
Integration",2,N/A,N/A,N/A
MATH 181,"and MATH
121 is not allowed.
Prerequisites: Satisfy Placement Table in this section, or Math 112 with “C”
(2.0) or better.
MATH 201 Elements of Mathematics I",3,N/A,N/A,N/A
MATH 203,Elements of Math III,3,N/A,N/A,N/A
MATH 202,"with “C” (2.0) or better or consent
MATH 223 (4.00) Calculus III",4,N/A,N/A,N/A
MATH 122,"with “C” (2.0) or better, or consent
MATH 247 Linear Algebra I",4,N/A,N/A,N/A
MATH 290,"with “C” (2.0) or better or consent
MATH 345 Abstract Algebra I",4,N/A,N/A,N/A
MATH 375,"Introduction to Discrete Mathematics (4 credits) An
introduction to the concepts fundamental to the analysis of algorithms
and their realization. Topics will include combinatorics, generating
functions, recurrence relations, graph theory, and networks.
Prerequisites: MATH 247 and MATH 290 with grade of “C” (2.0) or higher.
MATH 380 Discrete Mathematics for Computer Science II",4,N/A,N/A,N/A
MATH 247,"and MATH 280 with a grade of “C” (2.0) or better
MATH 398 CPT: Co-Operative Experience",0,N/A,N/A,N/A
MATH 402,Introduction to Topology,4,N/A,N/A,N/A
MATH 417,"with “C” (2.0) or better or consent
MATH 422 Partial Differential Equations",4,N/A,N/A,N/A
MATH 345,"with “C” (2.0) or better or consent
MATH 446 Abstract Algebra II",4,N/A,N/A,N/A
MATH 455,"/ STAT 455 with “C” (2.0) or better or consent
MATH 460 Actuarial Applications in Probability",3,N/A,N/A,N/A
MATH 461,Mathematical Theory of Interest,4,N/A,N/A,N/A
MATH 470,"and MATH 223 with “C” (2.0) or better or
consent
MATH 475 Advanced Mathematical Software Programming4 credits
Students will learn fundamental concepts of computer programming
and write software to implement a variety of mathematical algorithms,
manipulate large amounts of data, test conjectures, and make abstract
mathematical concepts concrete. Programming concepts include
input versus output, data structures, local and global variables, switch
statements, iteration, recursion, halting conditions, modularity,
debugging, and algorithm analysis. Programming projects may vary with
instructor, but could include topics from enumerative combinatorics,
graph theory, group theory, linear algebra, and number theory.
Prerequisites: Math 345 and Math 375 with a “C” (2.0) or better, and senior
standing or consent.
MATH 480 History of Mathematics",3,N/A,N/A,N/A
